threshold,n_trades,pct_trades,precision,recall,f1_score,winrate,winrate_lift,pnl,pnl_rejected,pnl_total,pnl_pct_captured
0.4,2432,88.9864617636297,0.499588815789474,0.944055944055944,0.653401452003227,0.499588815789474,0.0286777290715812,-0.0336898651194314,-0.0700578785216333,-0.103747743641065,32.472865372367
0.45,2209,80.8269301134285,0.50882752376641,0.873348873348873,0.643020594965675,0.50882752376641,0.0379164370485177,0.0449215052602744,-0.148669248901339,-0.103747743641065,-43.2987780589128
0.5,1728,63.2272228320527,0.501157407407407,0.672882672882673,0.574461028192372,0.501157407407407,0.030246320689515,-0.0528480640962266,-0.0508996795448381,-0.103747743641065,50.9390009281211
0.55,1003,36.6995975118917,0.496510468594217,0.386946386946387,0.434934497816594,0.496510468594217,0.0255993818763249,-0.197813972543734,0.0940662289026693,-0.103747743641065,190.668216581278
0.6,446,16.3190633004025,0.508968609865471,0.176379176379176,0.26197345643393,0.508968609865471,0.0380575231475784,-0.152757286676281,0.0490095430352168,-0.103747743641065,147.239141127517
0.65,144,5.26893523600439,0.548611111111111,0.0613830613830614,0.110412299091544,0.548611111111111,0.0777000243932187,0.0312008518017114,-0.134948595442776,-0.103747743641065,-30.0737642156892
0.7,24,0.878155872667399,0.5,0.00932400932400932,0.0183066361556064,0.5,0.0290889132821076,0.0284952154672475,-0.132242959108312,-0.103747743641065,-27.4658652489178
0.75,3,0.109769484083425,0.666666666666667,0.00155400155400155,0.00310077519379845,0.666666666666667,0.195755579948774,0.00156684729079036,-0.105314590931855,-0.103747743641065,-1.51024710109472
