Symbol,Description,Market capitalization,Market capitalization - Currency,Price to earnings ratio,Performance % 1 year,Performance % 6 months,Performance % 1 month,"Earnings per share diluted growth %, Annual YoY","Revenue growth %, Annual YoY","Debt to equity ratio, Quarterly","Current ratio, Quarterly","Net margin %, Trailing 12 months","Free cash flow, Trailing 12 months","Free cash flow, Trailing 12 months - Currency",Industry,Country or region of registration
AM,Dassault Aviation SA,30190831995.49403,USD,32.15414782504302,53.77990430622009,19.92537313432835,17.55669348939283,37.454180383367174,29.861593114183027,0.0329399378760784,1.0497698411026,11.9305340605981,1460552105.3200002,USD,Aerospace & defense,France
TGN,S.N.T.G.N. Transgaz SA,3252566038.31994,USD,15.797305285472595,216.3265306122449,89.02439024390245,23.015873015873016,106.37806637806636,87.76211070453793,0.9013930148204621,1.02871744840737,22.0755013139097,206112386.493,USD,Gas distributors,Romania
DEC,JCDecaux SE,4128762850.9663396,USD,15.420893397401672,11.734364925854278,10.947503201024324,13.120104438642285,23.854805725971374,10.215722564398192,2.04072684756662,1.01628471019156,6.49975666468393,914355838.0000001,USD,Advertising/Marketing services,France
ODF,Odfjell SE Class A,940018146.9413699,USD,5.935323603779445,12.626262626262639,7.040000000000009,9.492635024549925,38.961502119571016,6.396905242756088,1.03614709569578,1.01479099678457,14.7061130128197,197500987.94099998,USD,Marine shipping,Norway
CENER,Cenergy Holdings SA,4290245584.9299397,USD,20.9919261822376,90.37656903765689,70.73170731707316,18.181818181818173,86.49635036496352,10.365639383581,0.88004729901123,1.01000788651753,8.88088826824274,10388693.81,USD,Electrical products,Belgium
LDO,Leonardo SpA,40014978985.56654,USD,31.240041755947473,96.06896551724138,19.378542935124912,14.729620661824047,63.09346856693189,16.166372375907397,0.47205245027225207,0.973147742218325,5.59982884954806,1044877130.0000001,USD,Aerospace & defense,Italy
BA.,BAE Systems plc,80919497333.4752,USD,30.51992630767641,59.24588848776575,7.297297297297297,15.743440233236152,5.9884201819685705,14.013346043851287,0.869902195977118,0.959085439229844,7.21374881412829,2878761600,USD,Aerospace & defense,United Kingdom
CTPNV,CTP N.V.,10413631878.80098,USD,7.236505374227332,17.36909323116219,-0.2171552660152155,4.4318181818181674,14.467385522943783,28.778135048231512,1.09620446633268,0.94929437628537,125.020712510356,435698272,USD,Real estate development,Netherlands
FER,Ferrovial SE,47702492057.1426,USD,12.336978707861547,40.04878048780488,25.590551181102366,3.496755587599144,608.1380620645978,7.434813248766738,1.75300898457366,0.943459350953496,35.8006203872072,1010715420.0000001,USD,Engineering & construction,Netherlands
JSG,Johnson Service Group PLC,706645694.7856001,USD,16.492442247064922,6.82492581602373,5.882352941176471,4.956268221574352,32.34836702954899,10.337416720395444,0.532675289312457,0.932716568544996,6.89066059225513,56284800,USD,Miscellaneous commercial services,United Kingdom
