time,open,close,high,low,volume
2021-11-08 01:00:00,1815.77,1824.42,1826.38,1812.32,344934
2021-11-09 01:00:00,1824.44,1829.73,1832.61,1819.06,382073
2021-11-10 01:00:00,1829.73,1848.26,1868.43,1822.26,460432
2021-11-11 01:00:00,1848.26,1862.27,1865.9,1842.8,337108
2021-11-12 01:00:00,1862.27,1864.35,1868.56,1845.18,343067
2021-11-14 01:00:00,1866.78,1865.44,1867.71,1865.16,8074
2021-11-15 01:00:00,1865.44,1862.31,1870.36,1856.29,303812
2021-11-16 01:00:00,1862.31,1850.24,1876.99,1849.57,385597
2021-11-17 01:00:00,1850.24,1866.44,1867.99,1849.46,297203
2021-11-18 01:00:00,1866.47,1859.71,1870.84,1855.06,322210
2021-11-18 01:00:00,1866.47,1859.71,1870.84,1855.06,322210
2021-11-19 01:00:00,1859.72,1846.1,1865.85,1843.14,329902
2021-11-21 01:00:00,1841.97,1844.89,1847.27,1841.48,10889
2021-11-22 01:00:00,1844.89,1808.92,1849.07,1802.16,417950
2021-11-23 01:00:00,1808.91,1790.78,1812.23,1781.89,410931
2021-11-23 01:00:00,1808.91,1790.78,1812.23,1781.89,410931
2021-11-24 01:00:00,1790.77,1789.52,1796.27,1778.4,334078
2021-11-25 01:00:00,1789.54,1792.52,1795.01,1787.79,133286
2021-11-26 01:00:00,1792.52,1790.19,1815.35,1780.11,387521
2021-11-28 01:00:00,1788.25,1795.2,1795.37,1777.06,14909
2021-11-28 01:00:00,1788.25,1795.2,1795.37,1777.06,14909
2021-11-29 01:00:00,1795.18,1786.74,1799.27,1781.01,363055
2021-11-30 01:00:00,1786.75,1773.3,1808.58,1769.89,459337
2021-12-01 01:00:00,1773.32,1781.71,1794.33,1772.57,401404
2021-12-02 01:00:00,1781.74,1768.94,1781.91,1761.7,350545
2021-12-03 01:00:00,1768.92,1783.31,1786.04,1766.19,358342
2021-12-03 01:00:00,1768.92,1783.31,1786.04,1766.19,358342
2021-12-05 01:00:00,1782.26,1782.9,1784.04,1780.7,7265
2021-12-06 01:00:00,1782.9,1780.88,1787.6,1775.65,275675
2021-12-07 01:00:00,1780.83,1784.65,1787.69,1772.25,256697
2021-12-08 01:00:00,1784.63,1783.51,1792.99,1779.61,287136
2021-12-08 01:00:00,1784.63,1783.51,1792.99,1779.61,287136
2021-12-09 01:00:00,1783.51,1776.33,1787.52,1773.24,276565
2021-12-10 01:00:00,1776.33,1782.72,1789.34,1770.02,276845
2021-12-12 01:00:00,1782.79,1783.15,1784.34,1782.65,5197
2021-12-13 01:00:00,1783.15,1785.66,1791.45,1781.72,233283
2021-12-13 01:00:00,1783.15,1785.66,1791.45,1781.72,233283
2021-12-14 01:00:00,1785.65,1772.41,1789.37,1766.35,283524
2021-12-15 01:00:00,1772.43,1779.52,1781.42,1752.94,341978
2021-12-16 01:00:00,1779.52,1798.69,1799.45,1775.56,318476
2021-12-17 01:00:00,1798.7,1797.9,1814.16,1795.67,275420
