time,open,close,high,low,volume
2021-12-10 13:00:00,1772.05,1783.01,1789.34,1771.63,128612
2021-12-10 17:00:00,1783.06,1782.14,1786.36,1781.28,37466
2021-12-10 21:00:00,1782.13,1782.72,1783.09,1781.7,8232
2021-12-12 21:00:00,1782.79,1783.15,1784.34,1782.65,5197
2021-12-13 01:00:00,1783.15,1785.97,1788.25,1782.38,28255
2021-12-13 05:00:00,1785.96,1785.35,1786.85,1783.26,26965
2021-12-13 09:00:00,1785.34,1787.95,1788.44,1783.25,43522
2021-12-13 13:00:00,1787.96,1786.77,1791.45,1781.72,82504
2021-12-13 17:00:00,1786.78,1787.74,1790.05,1786.03,35177
2021-12-13 21:00:00,1787.73,1785.66,1788.12,1784.97,16860
2021-12-14 01:00:00,1785.65,1785.81,1789.37,1784.99,30536
2021-12-14 05:00:00,1785.8,1784.62,1788.35,1784.01,26692
2021-12-14 09:00:00,1784.66,1784.73,1785.66,1781.91,44164
2021-12-14 13:00:00,1784.73,1774.1,1785.49,1766.35,126010
2021-12-14 17:00:00,1774.13,1772.1,1776.45,1770.95,41353
2021-12-14 21:00:00,1772.1,1772.41,1772.73,1770.21,14769
2021-12-15 01:00:00,1772.43,1769.95,1773.8,1769.6,28739
2021-12-15 05:00:00,1769.95,1767.76,1771.11,1766.83,33151
2021-12-15 09:00:00,1767.76,1769.81,1771.38,1767.32,41262
2021-12-15 13:00:00,1769.8,1766.11,1773.69,1764.37,98602
2021-12-15 17:00:00,1766.1,1769.51,1770.52,1752.94,85122
2021-12-15 21:00:00,1769.48,1779.52,1781.42,1768.29,55102
2021-12-16 01:00:00,1779.52,1781.44,1784.19,1775.56,48904
2021-12-16 05:00:00,1781.44,1784.52,1786.26,1780.89,39007
2021-12-16 09:00:00,1784.53,1787.21,1788.22,1784.53,45692
2021-12-16 13:00:00,1787.22,1797.26,1798.07,1782.08,118005
2021-12-16 17:00:00,1797.25,1796.88,1798.84,1794.9,44635
2021-12-16 21:00:00,1796.88,1798.69,1799.45,1796.74,22233
2021-12-17 01:00:00,1798.7,1803.03,1804.29,1797.18,39632
2021-12-17 01:00:00,1798.7,1803.03,1804.29,1797.18,39632
2021-12-17 05:00:00,1803.03,1809.01,1809.51,1801.88,39173
2021-12-17 09:00:00,1809.0,1808.96,1809.91,1805.87,48939
2021-12-17 13:00:00,1808.97,1804.5,1814.16,1804.06,88504
2021-12-17 17:00:00,1804.46,1801.5,1806.48,1799.88,41014
2021-12-17 21:00:00,1801.49,1797.9,1801.56,1795.67,18158
2021-12-19 21:00:00,1800.45,1799.95,1801.52,1799.23,8167
2021-12-20 01:00:00,1799.95,1801.77,1802.48,1798.95,39547
2021-12-20 05:00:00,1801.76,1798.11,1804.05,1797.92,35320
2021-12-20 09:00:00,1798.1,1795.4,1802.24,1794.8,51689
2021-12-20 13:00:00,1795.42,1793.58,1800.09,1791.61,82737
2021-12-20 17:00:00,1793.59,1790.36,1795.93,1790.31,46208
2021-12-20 21:00:00,1790.37,1791.55,1791.86,1788.26,23168
2021-12-21 01:00:00,1791.56,1791.75,1792.55,1789.2,34446
2021-12-21 05:00:00,1791.74,1793.09,1794.05,1788.77,37942
2021-12-21 09:00:00,1793.09,1797.75,1798.16,1792.3,49952
2021-12-21 13:00:00,1797.77,1785.89,1800.38,1784.77,81360
2021-12-21 17:00:00,1785.91,1788.06,1789.1,1785.17,45954
2021-12-21 21:00:00,1788.07,1790.45,1790.51,1787.59,16334
2021-12-22 01:00:00,1790.44,1789.1,1791.08,1788.23,29517
2021-12-22 01:00:00,1790.44,1789.1,1791.08,1788.23,29517
2021-12-22 05:00:00,1789.09,1786.81,1789.24,1786.03,28028
2021-12-22 09:00:00,1786.82,1790.89,1791.34,1785.75,47416
2021-12-22 13:00:00,1790.89,1795.63,1795.76,1788.8,86659
2021-12-22 17:00:00,1795.65,1803.53,1803.72,1795.6,47306
2021-12-22 21:00:00,1803.53,1803.59,1804.91,1802.98,13385
2021-12-23 01:00:00,1803.58,1805.54,1808.33,1803.09,27233
2021-12-23 05:00:00,1805.53,1805.85,1808.16,1804.72,24757
2021-12-23 09:00:00,1805.85,1806.25,1807.99,1804.09,42601
2021-12-23 13:00:00,1806.24,1805.9,1809.9,1798.77,95639
2021-12-23 17:00:00,1805.9,1809.18,1810.53,1805.65,36264
2021-12-23 21:00:00,1809.17,1808.26,1809.35,1807.27,7256
2021-12-26 21:00:00,1806.35,1807.12,1808.47,1806.35,4139
2021-12-27 01:00:00,1807.13,1810.89,1811.77,1806.48,31232
2021-12-27 01:00:00,1807.13,1810.89,1811.77,1806.48,31232
2021-12-27 05:00:00,1810.88,1808.67,1810.89,1807.48,26532
2021-12-27 09:00:00,1808.66,1806.29,1809.22,1804.65,28603
2021-12-27 13:00:00,1806.29,1812.65,1813.36,1802.93,66147
2021-12-27 17:00:00,1812.65,1809.15,1812.94,1806.69,32870
2021-12-27 21:00:00,1809.15,1812.23,1812.53,1808.64,11236
2021-12-28 01:00:00,1812.23,1809.9,1812.51,1808.43,21883
2021-12-28 05:00:00,1809.9,1813.75,1816.01,1809.43,28002
2021-12-28 09:00:00,1813.75,1817.7,1818.18,1813.52,28908
2021-12-28 13:00:00,1817.73,1811.38,1820.11,1810.01,89064
2021-12-28 17:00:00,1811.39,1806.96,1812.21,1804.96,43861
2021-12-28 21:00:00,1806.92,1806.51,1807.24,1805.01,16063
2021-12-29 01:00:00,1806.51,1806.69,1807.67,1804.03,30653
2021-12-29 05:00:00,1806.7,1804.3,1807.41,1804.09,25033
2021-12-29 09:00:00,1804.3,1796.95,1805.18,1794.29,56997
2021-12-29 13:00:00,1796.94,1799.8,1802.15,1789.34,113972
2021-12-29 17:00:00,1799.81,1805.02,1805.52,1799.8,52050
2021-12-29 21:00:00,1805.03,1804.45,1805.43,1803.64,12024
2021-12-30 01:00:00,1804.45,1801.63,1805.45,1801.3,30080
2021-12-30 05:00:00,1801.62,1798.43,1801.79,1796.27,30780
2021-12-30 09:00:00,1798.42,1802.58,1803.23,1798.14,38395
2021-12-30 13:00:00,1802.57,1807.18,1808.66,1798.76,97629
2021-12-30 17:00:00,1807.18,1815.12,1815.34,1806.85,49746
2021-12-30 21:00:00,1815.1,1815.72,1817.22,1814.13,15401
2021-12-31 01:00:00,1815.73,1817.11,1819.06,1814.72,31990
2021-12-31 05:00:00,1817.11,1816.76,1820.28,1816.58,25321
2021-12-31 09:00:00,1816.78,1819.43,1820.18,1815.04,35046
2021-12-31 13:00:00,1819.41,1821.8,1827.31,1818.4,90795
2021-12-31 17:00:00,1821.82,1827.08,1828.58,1821.45,55606
2021-12-31 21:00:00,1827.07,1829.09,1830.15,1826.94,10892
2022-01-02 21:00:00,1830.48,1828.34,1831.54,1827.9,5788
2022-01-03 01:00:00,1828.32,1825.65,1831.45,1824.2,32894
2022-01-03 05:00:00,1825.66,1824.1,1825.9,1820.98,25846
2022-01-03 09:00:00,1824.09,1822.82,1827.41,1821.28,46175
2022-01-03 13:00:00,1822.82,1801.89,1823.14,1799.78,148561
2022-01-03 17:00:00,1801.89,1801.66,1803.0,1798.33,65300
2022-01-03 21:00:00,1801.66,1804.18,1804.59,1800.85,20606
2022-01-04 01:00:00,1804.17,1804.22,1807.08,1802.92,49898
2022-01-04 05:00:00,1804.21,1805.78,1807.36,1803.13,40601
2022-01-04 09:00:00,1805.78,1804.01,1808.54,1801.91,59927
2022-01-04 13:00:00,1804.01,1814.44,1816.58,1798.42,143804
2022-01-04 17:00:00,1814.45,1814.42,1815.43,1811.54,54567
2022-01-04 21:00:00,1814.4,1813.83,1815.31,1812.93,13199
2022-01-05 01:00:00,1813.83,1815.36,1816.4,1812.67,24661
2022-01-05 05:00:00,1815.35,1813.39,1816.92,1812.45,27019
2022-01-05 09:00:00,1813.37,1818.58,1820.64,1813.26,50649
2022-01-05 13:00:00,1818.56,1823.21,1829.53,1814.84,110465
2022-01-05 17:00:00,1823.2,1812.86,1825.52,1812.42,148748
2022-01-05 21:00:00,1812.86,1810.17,1814.12,1808.2,30525
2022-01-06 01:00:00,1810.17,1806.89,1811.42,1806.44,42091
2022-01-06 01:00:00,1810.17,1806.89,1811.42,1806.44,42091
2022-01-06 05:00:00,1806.9,1800.87,1807.46,1799.36,54917
2022-01-06 09:00:00,1800.87,1797.39,1807.04,1793.64,86806
2022-01-06 13:00:00,1797.38,1790.57,1800.35,1786.76,148143
2022-01-06 17:00:00,1790.6,1787.9,1793.38,1786.32,53746
2022-01-06 21:00:00,1787.88,1791.48,1791.71,1787.33,20259
2022-01-07 01:00:00,1791.49,1792.87,1793.25,1789.85,30571
2022-01-07 05:00:00,1792.86,1789.88,1793.02,1788.1,30051
2022-01-07 09:00:00,1789.89,1793.39,1794.0,1787.84,41179
2022-01-07 13:00:00,1793.38,1789.25,1796.22,1782.68,137089
2022-01-07 17:00:00,1789.26,1796.81,1798.73,1789.26,64361
2022-01-07 21:00:00,1796.8,1797.0,1797.54,1794.38,15827
2022-01-09 21:00:00,1795.01,1795.1,1796.02,1794.42,6981
2022-01-10 01:00:00,1795.09,1792.04,1796.59,1791.65,38059
2022-01-10 05:00:00,1792.05,1793.52,1795.59,1791.23,28498
2022-01-10 09:00:00,1793.52,1800.48,1802.24,1792.05,67654
2022-01-10 13:00:00,1800.47,1793.35,1801.3,1790.21,107339
2022-01-10 17:00:00,1793.34,1800.76,1801.55,1793.16,47428
2022-01-10 21:00:00,1800.74,1801.13,1802.83,1799.55,15922
2022-01-11 01:00:00,1801.12,1805.87,1807.75,1801.08,38323
2022-01-11 01:00:00,1801.12,1805.87,1807.75,1801.08,38323
2022-01-11 05:00:00,1805.86,1809.06,1809.7,1805.48,38487
2022-01-11 09:00:00,1809.06,1806.42,1810.15,1804.25,49266
2022-01-11 13:00:00,1806.42,1811.6,1812.1,1801.78,96640
2022-01-11 17:00:00,1811.6,1820.76,1821.11,1809.91,70181
2022-01-11 21:00:00,1820.76,1820.64,1823.22,1820.05,23168
2022-01-12 01:00:00,1820.63,1818.04,1822.42,1818.01,35513
2022-01-12 05:00:00,1818.03,1817.17,1821.42,1815.74,31021
2022-01-12 09:00:00,1817.19,1817.11,1818.46,1814.63,43100
2022-01-12 13:00:00,1817.12,1823.71,1825.28,1816.25,121656
2022-01-12 17:00:00,1823.68,1827.85,1827.91,1820.05,54461
2022-01-12 21:00:00,1827.83,1825.19,1827.95,1824.8,17101
2022-01-13 01:00:00,1825.19,1825.11,1826.54,1823.97,27556
2022-01-13 05:00:00,1825.1,1826.6,1828.04,1823.36,30736
2022-01-13 09:00:00,1826.58,1823.55,1827.5,1818.96,55483
2022-01-13 13:00:00,1823.55,1814.6,1825.9,1814.12,110026
2022-01-13 17:00:00,1814.54,1820.92,1821.86,1812.24,53414
2022-01-13 21:00:00,1820.92,1820.74,1822.74,1820.64,17005
2022-01-14 01:00:00,1820.74,1825.94,1827.19,1819.53,43914
2022-01-14 05:00:00,1825.94,1826.66,1828.0,1825.44,36080
2022-01-14 09:00:00,1826.66,1822.37,1829.05,1819.87,55955
2022-01-14 13:00:00,1822.38,1821.0,1827.6,1819.15,120247
2022-01-14 17:00:00,1820.96,1818.17,1821.8,1814.59,64877
2022-01-14 21:00:00,1818.17,1817.53,1818.82,1816.3,14540
2022-01-16 21:00:00,1817.47,1816.33,1818.11,1815.85,6379
2022-01-17 01:00:00,1816.34,1818.8,1819.35,1813.06,35805
2022-01-17 05:00:00,1818.8,1821.9,1822.22,1818.12,26167
2022-01-17 09:00:00,1821.9,1821.23,1823.11,1819.68,31704
2022-01-17 13:00:00,1821.23,1818.76,1821.41,1817.52,47097
2022-01-17 17:00:00,1818.76,1818.99,1819.91,1818.06,10762
2022-01-18 01:00:00,1818.7,1816.28,1822.66,1815.22,37075
2022-01-18 05:00:00,1816.27,1816.15,1818.2,1813.0,51708
2022-01-18 09:00:00,1816.13,1813.01,1817.15,1809.07,65515
2022-01-18 13:00:00,1813.01,1819.78,1820.04,1805.66,146281
2022-01-18 17:00:00,1819.77,1813.94,1820.01,1810.55,68962
2022-01-18 21:00:00,1813.94,1814.21,1815.23,1813.01,20607
2022-01-19 01:00:00,1814.23,1811.63,1814.39,1810.15,35549
2022-01-19 05:00:00,1811.63,1811.4,1815.12,1811.02,39607
2022-01-19 09:00:00,1811.39,1817.28,1819.82,1811.27,62261
2022-01-19 13:00:00,1817.27,1838.23,1838.58,1816.62,129269
2022-01-19 17:00:00,1838.32,1842.7,1843.13,1837.04,71810
2022-01-19 21:00:00,1842.7,1838.5,1843.19,1838.24,25086
2022-01-20 01:00:00,1838.51,1839.52,1844.01,1837.93,47862
2022-01-20 05:00:00,1839.53,1839.02,1841.08,1838.38,40322
2022-01-20 09:00:00,1839.03,1839.38,1842.0,1836.65,53288
2022-01-20 13:00:00,1839.38,1846.74,1847.81,1835.86,121414
2022-01-20 17:00:00,1846.73,1840.0,1846.73,1838.47,58575
2022-01-20 21:00:00,1839.98,1838.87,1840.38,1837.2,31575
2022-01-21 01:00:00,1838.88,1840.76,1841.8,1836.29,56074
2022-01-21 01:00:00,1838.88,1840.76,1841.8,1836.29,56074
2022-01-21 05:00:00,1840.75,1837.94,1842.67,1836.55,41693
2022-01-21 09:00:00,1837.94,1831.89,1838.92,1828.36,68197
2022-01-21 13:00:00,1831.9,1834.48,1843.1,1831.03,110699
2022-01-21 17:00:00,1834.48,1831.51,1835.05,1830.1,58925
2022-01-21 21:00:00,1831.5,1834.39,1834.77,1828.45,21978
2022-01-23 21:00:00,1832.87,1834.58,1836.93,1832.87,9733
2022-01-24 01:00:00,1834.59,1836.44,1837.32,1832.48,35083
2022-01-24 05:00:00,1836.45,1837.88,1839.5,1836.16,31109
2022-01-24 09:00:00,1837.86,1838.1,1844.2,1837.01,69978
2022-01-24 13:00:00,1838.11,1834.39,1842.96,1829.6,117953
2022-01-24 17:00:00,1834.39,1838.62,1842.94,1832.48,70386
2022-01-24 21:00:00,1838.59,1843.41,1843.99,1837.65,28501
2022-01-25 01:00:00,1843.42,1842.09,1843.52,1839.34,35917
2022-01-25 05:00:00,1842.1,1840.67,1843.22,1840.29,33859
2022-01-25 09:00:00,1840.67,1837.58,1843.06,1834.76,64096
2022-01-25 13:00:00,1837.59,1846.79,1852.74,1837.48,111244
2022-01-25 17:00:00,1846.79,1851.64,1853.73,1845.04,61289
2022-01-25 21:00:00,1851.67,1849.48,1851.85,1846.91,21540
2022-01-26 01:00:00,1849.49,1846.93,1849.49,1846.42,23770
2022-01-26 01:00:00,1849.49,1846.93,1849.49,1846.42,23770
2022-01-26 05:00:00,1846.93,1843.89,1848.6,1843.71,23296
2022-01-26 09:00:00,1843.9,1843.07,1847.64,1842.72,51186
2022-01-26 13:00:00,1843.05,1833.99,1847.98,1831.17,111108
2022-01-26 17:00:00,1834.02,1819.33,1834.35,1815.44,88675
2022-01-26 21:00:00,1819.28,1821.87,1821.99,1814.88,49633
2022-01-27 01:00:00,1821.86,1815.86,1821.88,1812.92,56229
2022-01-27 05:00:00,1815.84,1810.83,1816.41,1809.81,51367
2022-01-27 09:00:00,1810.79,1811.28,1816.8,1807.45,77572
2022-01-27 13:00:00,1811.31,1796.34,1813.6,1795.56,141742
2022-01-27 17:00:00,1796.33,1792.87,1798.33,1791.71,68699
2022-01-27 21:00:00,1792.87,1797.23,1798.25,1792.12,29993
2022-01-28 01:00:00,1797.23,1799.03,1799.35,1794.99,45443
2022-01-28 05:00:00,1799.03,1795.82,1799.31,1795.62,47899
2022-01-28 09:00:00,1795.82,1785.51,1795.82,1780.22,80182
2022-01-28 13:00:00,1785.52,1782.74,1792.88,1780.57,147560
2022-01-28 17:00:00,1782.74,1786.88,1788.22,1781.83,59832
2022-01-28 21:00:00,1786.88,1791.56,1791.79,1786.69,18790
2022-01-30 21:00:00,1789.29,1789.38,1790.52,1788.34,9764
2022-01-31 01:00:00,1789.39,1786.88,1790.2,1786.18,36211
2022-01-31 01:00:00,1789.39,1786.88,1790.2,1786.18,36211
2022-01-31 05:00:00,1786.89,1788.81,1789.33,1785.5,38616
2022-01-31 09:00:00,1788.82,1792.22,1793.55,1787.0,55780
2022-01-31 13:00:00,1792.23,1796.09,1799.56,1789.51,88013
2022-01-31 17:00:00,1796.1,1798.35,1799.76,1794.76,50602
2022-01-31 21:00:00,1798.34,1797.64,1799.7,1796.2,29297
2022-02-01 01:00:00,1797.63,1796.54,1799.29,1795.67,29971
2022-02-01 05:00:00,1796.53,1804.0,1804.28,1796.23,42275
2022-02-01 09:00:00,1803.99,1806.13,1808.18,1801.78,58426
2022-02-01 13:00:00,1806.12,1804.32,1808.69,1797.72,123004
2022-02-01 17:00:00,1804.27,1799.29,1807.84,1799.29,56594
2022-02-01 21:00:00,1799.29,1800.63,1802.23,1798.47,25891
2022-02-02 01:00:00,1800.64,1797.55,1801.54,1797.27,21217
2022-02-02 05:00:00,1797.56,1796.62,1798.97,1794.33,31053
2022-02-02 09:00:00,1796.61,1802.74,1803.56,1796.26,58826
2022-02-02 13:00:00,1802.73,1808.49,1810.61,1800.42,118863
2022-02-02 17:00:00,1808.48,1807.39,1810.68,1807.26,50366
2022-02-02 21:00:00,1807.39,1807.7,1808.17,1805.02,22372
2022-02-03 01:00:00,1807.7,1806.92,1808.89,1805.89,20560
2022-02-03 05:00:00,1806.92,1804.5,1807.07,1803.08,24546
2022-02-03 09:00:00,1804.5,1804.11,1806.02,1802.11,40743
2022-02-03 13:00:00,1804.13,1803.07,1805.02,1788.54,177911
2022-02-03 17:00:00,1803.06,1804.98,1807.51,1801.01,72495
2022-02-03 21:00:00,1805.01,1805.64,1806.44,1804.51,20917
2022-02-04 01:00:00,1805.61,1806.43,1807.46,1804.93,24587
2022-02-04 05:00:00,1806.42,1807.27,1809.12,1805.72,34947
2022-02-04 09:00:00,1807.26,1810.9,1814.34,1806.11,63451
2022-02-04 13:00:00,1810.91,1803.8,1814.8,1792.07,169580
2022-02-04 17:00:00,1803.8,1806.75,1808.5,1803.05,47293
2022-02-04 21:00:00,1806.74,1807.6,1808.17,1805.91,13727
2022-02-06 21:00:00,1808.25,1809.95,1811.33,1807.68,9951
2022-02-07 01:00:00,1809.96,1809.77,1815.26,1808.68,51209
2022-02-07 05:00:00,1809.78,1812.94,1812.95,1808.67,32886
2022-02-07 09:00:00,1812.94,1813.53,1814.06,1809.87,60199
2022-02-07 13:00:00,1813.51,1815.8,1817.03,1811.62,99947
2022-02-07 17:00:00,1815.79,1822.22,1823.48,1814.19,53156
