"entry_i","exit_i","direction","exit_reason","ret","year","entry_date","exit_date"
111,129,-1,"Trail_SL",0.00501034163664105,2023,2023-01-31 04:30:00,2023-01-31 09:00:00
155,156,1,"SL",-0.00004,2023,2023-01-31 15:30:00,2023-01-31 15:45:00
224,233,-1,"SL",-0.00004,2023,2023-02-01 09:45:00,2023-02-01 12:00:00
246,258,-1,"TP2",0.00967983815301303,2023,2023-02-01 15:15:00,2023-02-01 18:15:00
272,341,1,"SL",-0.0105339168376402,2023,2023-02-01 21:45:00,2023-02-02 16:00:00
346,377,-1,"Trail_SL",0.0112397039698527,2023,2023-02-02 17:15:00,2023-02-03 02:00:00
418,427,1,"SL",-0.00609774019620755,2023,2023-02-03 12:15:00,2023-02-03 14:30:00
427,453,-1,"TP2",0.0118247957544837,2023,2023-02-03 14:30:00,2023-02-03 21:00:00
501,522,-1,"SL",-0.00004,2023,2023-02-06 10:00:00,2023-02-06 15:15:00
524,530,-1,"SL",-0.00004,2023,2023-02-06 15:45:00,2023-02-06 17:15:00
532,628,-1,"SL",-0.00941044177452057,2023,2023-02-06 17:45:00,2023-02-07 18:45:00
633,701,1,"Trail_SL",0.0112246020188067,2023,2023-02-07 20:00:00,2023-02-08 14:00:00
706,715,-1,"TP2",0.00975401037839505,2023,2023-02-08 15:15:00,2023-02-08 17:30:00
761,774,1,"TP2",0.00534150345212361,2023,2023-02-09 06:00:00,2023-02-09 09:15:00
786,802,1,"Trail_SL",0.00300658723635409,2023,2023-02-09 12:15:00,2023-02-09 16:15:00
805,809,-1,"SL",-0.0080598626431962,2023,2023-02-09 17:00:00,2023-02-09 18:00:00
813,845,1,"SL",-0.0102258046450283,2023,2023-02-09 19:00:00,2023-02-10 04:00:00
885,929,-1,"Trail_SL",0.0084783541309551,2023,2023-02-10 14:00:00,2023-02-13 02:00:00
929,932,-1,"SL",-0.00426146466893133,2023,2023-02-13 02:00:00,2023-02-13 02:45:00
935,954,-1,"SL",-0.0049715183776829,2023,2023-02-13 03:30:00,2023-02-13 08:15:00
956,965,1,"SL",-0.00438322154905822,2023,2023-02-13 08:45:00,2023-02-13 11:00:00
966,971,-1,"SL",-0.00528449404728669,2023,2023-02-13 11:15:00,2023-02-13 12:30:00
974,978,1,"SL",-0.00574729051758333,2023,2023-02-13 13:15:00,2023-02-13 14:15:00
984,1071,1,"SL",-0.00004,2023,2023-02-13 15:45:00,2023-02-14 14:30:00
1078,1084,1,"SL",-0.0111935491365397,2023,2023-02-14 16:15:00,2023-02-14 17:45:00
1086,1169,-1,"TP2",0.0168403024004153,2023,2023-02-14 18:15:00,2023-02-15 15:45:00
1175,1211,-1,"SL",-0.00813263190850514,2023,2023-02-15 17:15:00,2023-02-16 03:15:00
1213,1236,1,"TP2",0.00599246044061428,2023,2023-02-16 03:45:00,2023-02-16 09:30:00
1264,1301,1,"SL",-0.00004,2023,2023-02-16 16:30:00,2023-02-17 02:45:00
1313,1319,-1,"SL",-0.00004,2023,2023-02-17 05:45:00,2023-02-17 07:15:00
1331,1356,-1,"SL",-0.00715100073975037,2023,2023-02-17 10:15:00,2023-02-17 16:30:00
1358,1390,1,"SL",-0.00004,2023,2023-02-17 17:00:00,2023-02-20 02:00:00
1410,1438,1,"TP2",0.00646518320321512,2023,2023-02-20 07:00:00,2023-02-20 14:00:00
1500,1502,1,"SL",-0.00567694460729676,2023,2023-02-21 09:00:00,2023-02-21 09:30:00
1510,1515,-1,"SL",-0.00776605179184404,2023,2023-02-21 11:30:00,2023-02-21 12:45:00
1584,1599,-1,"Trail_SL",0.00509465123739063,2023,2023-02-22 07:00:00,2023-02-22 10:45:00
1632,1672,1,"SL",-0.00679724524483708,2023,2023-02-22 19:00:00,2023-02-23 06:00:00
1672,1684,-1,"TP2",0.00640493521540376,2023,2023-02-23 06:00:00,2023-02-23 09:00:00
1712,1716,-1,"TP2",0.0115500618881747,2023,2023-02-23 16:00:00,2023-02-23 17:00:00
1773,1776,-1,"SL",-0.00004,2023,2023-02-24 08:15:00,2023-02-24 09:00:00
1858,1869,-1,"SL",-0.00004,2023,2023-02-27 06:30:00,2023-02-27 09:15:00
1883,1893,1,"SL",-0.00004,2023,2023-02-27 12:45:00,2023-02-27 15:15:00
1895,1960,1,"SL",-0.00004,2023,2023-02-27 15:45:00,2023-02-28 09:00:00
1967,1988,1,"TP2",0.0119306284426092,2023,2023-02-28 10:45:00,2023-02-28 16:00:00
2031,2043,1,"SL",-0.00004,2023,2023-03-01 03:45:00,2023-03-01 06:45:00
2087,2152,1,"SL",-0.0102324342552637,2023,2023-03-01 17:45:00,2023-03-02 11:00:00
2155,2226,-1,"SL",-0.00893938313016098,2023,2023-03-02 11:45:00,2023-03-03 06:30:00
2226,2252,1,"SL",-0.00004,2023,2023-03-03 06:30:00,2023-03-03 13:00:00
2272,2300,-1,"Trail_SL",0.00775897862384742,2023,2023-03-03 18:00:00,2023-03-06 02:00:00
2334,2346,-1,"SL",-0.00004,2023,2023-03-06 11:00:00,2023-03-06 14:00:00
2354,2419,1,"SL",-0.00767438818713512,2023,2023-03-06 16:00:00,2023-03-07 09:15:00
2423,2446,-1,"TP2",0.00953273070769542,2023,2023-03-07 10:15:00,2023-03-07 16:00:00
2514,2521,-1,"SL",-0.00597864584461597,2023,2023-03-08 10:00:00,2023-03-08 11:45:00
2523,2536,1,"TP2",0.00997755801534827,2023,2023-03-08 13:00:00,2023-03-08 16:15:00
2579,2604,-1,"SL",-0.00429946333256573,2023,2023-03-09 04:00:00,2023-03-09 10:15:00
2615,2621,-1,"SL",-0.00587566798320608,2023,2023-03-09 13:00:00,2023-03-09 14:30:00
2622,2642,1,"SL",-0.00664448620310994,2023,2023-03-09 14:45:00,2023-03-09 19:45:00
2644,2693,-1,"Trail_SL",0.00762852292347446,2023,2023-03-09 20:15:00,2023-03-10 09:30:00
2711,2713,-1,"SL",-0.00665094766955661,2023,2023-03-10 14:00:00,2023-03-10 14:30:00
2719,2733,1,"SL",-0.0107859680436734,2023,2023-03-10 16:00:00,2023-03-10 19:30:00
2744,2748,-1,"SL",-0.00714898346357394,2023,2023-03-10 22:15:00,2023-03-12 23:15:00
2751,2759,1,"SL",-0.00770406004408071,2023,2023-03-13,2023-03-13 02:00:00
2767,2792,1,"SL",-0.00980608909498629,2023,2023-03-13 04:00:00,2023-03-13 10:15:00
2792,2805,-1,"TP2",0.0146686925812009,2023,2023-03-13 10:15:00,2023-03-13 13:30:00
2816,2859,1,"SL",-0.0146939094079693,2023,2023-03-13 16:15:00,2023-03-14 04:00:00
2882,2897,1,"SL",-0.00830257446615506,2023,2023-03-14 09:45:00,2023-03-14 13:30:00
2914,2981,-1,"TP2",0.0154811097965946,2023,2023-03-14 17:45:00,2023-03-15 11:30:00
3043,3053,-1,"SL",-0.00728686157254283,2023,2023-03-16 04:00:00,2023-03-16 06:30:00
3056,3061,-1,"SL",-0.00004,2023,2023-03-16 07:15:00,2023-03-16 08:30:00
3066,3080,1,"SL",-0.00908842990283212,2023,2023-03-16 09:45:00,2023-03-16 13:15:00
3085,3091,-1,"SL",-0.0103956218452391,2023,2023-03-16 14:30:00,2023-03-16 16:00:00
3091,3136,-1,"SL",-0.0125180851934763,2023,2023-03-16 16:00:00,2023-03-17 04:15:00
3156,3173,1,"SL",-0.00716002702743015,2023,2023-03-17 09:15:00,2023-03-17 13:30:00
3178,3207,-1,"SL",-0.0088723791031173,2023,2023-03-17 14:45:00,2023-03-19 23:00:00
3207,3222,1,"SL",-0.00004,2023,2023-03-19 23:00:00,2023-03-20 02:45:00
3232,3244,-1,"Trail_SL",0.0056204979399568,2023,2023-03-20 05:15:00,2023-03-20 08:15:00
3253,3311,1,"Trail_SL",0.00963930713359437,2023,2023-03-20 10:30:00,2023-03-21 02:00:00
3337,3340,1,"SL",-0.00004,2023,2023-03-21 08:30:00,2023-03-21 09:15:00
3340,3341,1,"SL",-0.00004,2023,2023-03-21 09:15:00,2023-03-21 09:30:00
3369,3385,-1,"SL",-0.00912673676113969,2023,2023-03-21 16:30:00,2023-03-21 20:30:00
3390,3409,1,"SL",-0.00471342516292717,2023,2023-03-21 21:45:00,2023-03-22 03:30:00
3411,3427,-1,"SL",-0.00427850224484655,2023,2023-03-22 04:00:00,2023-03-22 08:00:00
3438,3451,1,"Trail_SL",0.00589677451037837,2023,2023-03-22 10:45:00,2023-03-22 14:00:00
3461,3473,1,"SL",-0.00004,2023,2023-03-22 16:30:00,2023-03-22 19:30:00
3503,3515,1,"SL",-0.00004,2023,2023-03-23 04:00:00,2023-03-23 07:00:00
3525,3529,1,"SL",-0.00693955779624129,2023,2023-03-23 09:30:00,2023-03-23 10:30:00
3533,3544,-1,"SL",-0.00863308828955865,2023,2023-03-23 11:30:00,2023-03-23 14:15:00
3544,3566,1,"SL",-0.00004,2023,2023-03-23 14:15:00,2023-03-23 19:45:00
3585,3590,1,"SL",-0.00469727958709153,2023,2023-03-24 01:30:00,2023-03-24 02:45:00
3597,3613,1,"Trail_SL",0.0063761278105226,2023,2023-03-24 04:30:00,2023-03-24 08:30:00
3622,3723,-1,"SL",-0.00004,2023,2023-03-24 10:45:00,2023-03-27 14:00:00
3736,3787,1,"Trail_SL",0.00773952622759583,2023,2023-03-27 17:15:00,2023-03-28 06:45:00
3808,3827,-1,"SL",-0.00580927324964831,2023,2023-03-28 12:00:00,2023-03-28 16:45:00
3840,3864,-1,"SL",-0.00537702795264061,2023,2023-03-28 20:00:00,2023-03-29 03:00:00
3864,3868,1,"SL",-0.00275658945489088,2023,2023-03-29 03:00:00,2023-03-29 04:00:00
3873,3880,-1,"SL",-0.00004,2023,2023-03-29 05:15:00,2023-03-29 07:00:00
3898,3906,1,"TP2",0.00794405610132858,2023,2023-03-29 11:30:00,2023-03-29 13:30:00
3928,3973,-1,"SL",-0.00004,2023,2023-03-29 19:00:00,2023-03-30 07:15:00
3975,3982,1,"Trail_SL",0.00464383116474062,2023,2023-03-30 07:45:00,2023-03-30 09:30:00
4008,4025,-1,"SL",-0.00699193818307104,2023,2023-03-30 16:00:00,2023-03-30 20:15:00
4030,4057,1,"SL",-0.00454326358175929,2023,2023-03-30 21:30:00,2023-03-31 05:15:00
4057,4073,-1,"Trail_SL",0.00687024589575232,2023,2023-03-31 05:15:00,2023-03-31 09:15:00
4101,4151,1,"SL",-0.00726562340324584,2023,2023-03-31 16:15:00,2023-04-03 05:45:00
4178,4189,1,"SL",-0.00004,2023,2023-04-03 12:30:00,2023-04-03 15:15:00
4190,4196,1,"SL",-0.00569030090566731,2023,2023-04-03 15:30:00,2023-04-03 17:00:00
4230,4239,-1,"SL",-0.00004,2023,2023-04-04 02:30:00,2023-04-04 04:45:00
4259,4275,1,"SL",-0.00460630361759454,2023,2023-04-04 09:45:00,2023-04-04 13:45:00
4276,4283,-1,"TP2",0.00819672138147016,2023,2023-04-04 14:00:00,2023-04-04 15:45:00
4326,4346,-1,"SL",-0.00004,2023,2023-04-05 03:30:00,2023-04-05 08:30:00
4367,4432,1,"Trail_SL",0.00834737055082331,2023,2023-04-05 13:45:00,2023-04-06 07:00:00
4446,4461,1,"SL",-0.00494663589641461,2023,2023-04-06 10:30:00,2023-04-06 14:15:00
4467,4476,-1,"SL",-0.00698214152303879,2023,2023-04-06 15:45:00,2023-04-06 18:00:00
4483,4549,1,"SL",-0.00608149198142018,2023,2023-04-06 19:45:00,2023-04-10 13:15:00
4549,4550,-1,"SL",-0.00315716385683036,2023,2023-04-10 13:15:00,2023-04-10 13:30:00
4559,4620,-1,"SL",-0.00826047219519205,2023,2023-04-10 15:45:00,2023-04-11 08:00:00
4650,4654,1,"Trail_SL",0.0044209212689548,2023,2023-04-11 15:30:00,2023-04-11 16:30:00
4672,4714,1,"SL",-0.00489261197541723,2023,2023-04-11 21:00:00,2023-04-12 08:30:00
4744,4802,1,"SL",-0.00004,2023,2023-04-12 16:00:00,2023-04-13 07:30:00
4809,4830,1,"TP2",0.00673274956748534,2023,2023-04-13 09:15:00,2023-04-13 14:30:00
4853,4886,1,"TP2",0.0074071237550296,2023,2023-04-13 20:15:00,2023-04-14 05:30:00
4905,4920,-1,"SL",-0.00542648049882928,2023,2023-04-14 10:15:00,2023-04-14 14:00:00
4920,4929,1,"SL",-0.00571063260838847,2023,2023-04-14 14:00:00,2023-04-14 16:15:00
4930,5176,-1,"Trail_SL",0.0123838798001987,2023,2023-04-14 16:30:00,2023-04-19 09:00:00
5205,5270,1,"SL",-0.00657429731978576,2023,2023-04-19 16:15:00,2023-04-20 09:30:00
5271,5282,-1,"SL",-0.00004,2023,2023-04-20 09:45:00,2023-04-20 12:30:00
5296,5300,1,"SL",-0.00673753238896401,2023,2023-04-20 16:00:00,2023-04-20 17:00:00
5305,5364,-1,"SL",-0.00004,2023,2023-04-20 18:15:00,2023-04-21 10:00:00
5380,5389,-1,"SL",-0.00004,2023,2023-04-21 14:00:00,2023-04-21 16:15:00
5430,5453,-1,"SL",-0.00004,2023,2023-04-24 03:30:00,2023-04-24 09:15:00
5462,5468,1,"SL",-0.00454285714640516,2023,2023-04-24 11:30:00,2023-04-24 13:00:00
5472,5480,-1,"SL",-0.00524656105594837,2023,2023-04-24 14:00:00,2023-04-24 16:00:00
5481,5520,-1,"SL",-0.00004,2023,2023-04-24 16:15:00,2023-04-25 03:00:00
5530,5539,-1,"SL",-0.00004,2023,2023-04-25 05:30:00,2023-04-25 07:45:00
5542,5546,-1,"TP2",0.00592972469415069,2023,2023-04-25 08:30:00,2023-04-25 09:30:00
5630,5636,1,"SL",-0.00374768782256574,2023,2023-04-26 07:30:00,2023-04-26 09:00:00
5647,5660,-1,"SL",-0.00004,2023,2023-04-26 11:45:00,2023-04-26 15:00:00
5711,5722,-1,"SL",-0.00521603464623311,2023,2023-04-27 04:45:00,2023-04-27 07:30:00
5738,5756,-1,"SL",-0.00004,2023,2023-04-27 11:30:00,2023-04-27 16:00:00
5762,5821,1,"SL",-0.00004,2023,2023-04-27 17:30:00,2023-04-28 09:15:00
5837,5844,1,"SL",-0.00687509902782591,2023,2023-04-28 13:15:00,2023-04-28 15:00:00
5847,5855,-1,"SL",-0.00864220173455974,2023,2023-04-28 15:45:00,2023-04-28 17:45:00
5866,5932,1,"SL",-0.00004,2023,2023-04-28 20:30:00,2023-05-01 14:00:00
5961,6027,-1,"TP2",0.010160660466932,2023,2023-05-01 21:15:00,2023-05-02 14:45:00
6072,6093,-1,"Trail_SL",0.00327045445931724,2023,2023-05-03 03:00:00,2023-05-03 08:15:00
6118,6131,-1,"SL",-0.00004,2023,2023-05-03 14:30:00,2023-05-03 17:45:00
6143,6153,1,"SL",-0.00702372781533561,2023,2023-05-03 20:45:00,2023-05-04 00:15:00
6153,6161,-1,"SL",-0.00687215154668309,2023,2023-05-04 00:15:00,2023-05-04 02:15:00
6161,6170,1,"TP2",0.0097598166136409,2023,2023-05-04 02:15:00,2023-05-04 04:30:00
6209,6215,-1,"SL",-0.00004,2023,2023-05-04 14:15:00,2023-05-04 15:45:00
6269,6275,1,"SL",-0.00004,2023,2023-05-05 06:15:00,2023-05-05 07:45:00
6284,6304,-1,"SL",-0.00004,2023,2023-05-05 10:00:00,2023-05-05 15:00:00
6309,6392,1,"TP2",0.0136559058573188,2023,2023-05-05 16:15:00,2023-05-08 14:00:00
6436,6443,-1,"TP2",0.0034576023488897,2023,2023-05-09 02:00:00,2023-05-09 03:45:00
6462,6470,-1,"SL",-0.00448696506806037,2023,2023-05-09 08:30:00,2023-05-09 10:30:00
6496,6532,-1,"SL",-0.00642905512812971,2023,2023-05-09 17:00:00,2023-05-10 03:00:00
6539,6558,-1,"TP2",0.00552190316522821,2023,2023-05-10 04:45:00,2023-05-10 09:30:00
6587,6648,-1,"TP2",0.0139583401600073,2023,2023-05-10 16:45:00,2023-05-11 09:00:00
6650,6672,-1,"Trail_SL",0.0115146412720041,2023,2023-05-11 09:30:00,2023-05-11 15:00:00
6703,6717,-1,"SL",-0.00004,2023,2023-05-11 22:45:00,2023-05-12 03:15:00
6748,6770,1,"SL",-0.00004,2023,2023-05-12 11:00:00,2023-05-12 16:30:00
6815,6825,-1,"SL",-0.0054353917714323,2023,2023-05-15 04:45:00,2023-05-15 07:15:00
6827,6859,1,"SL",-0.00004,2023,2023-05-15 07:45:00,2023-05-15 15:45:00
6911,6919,-1,"Trail_SL",0.00588031638401184,2023,2023-05-16 05:45:00,2023-05-16 07:45:00
6936,6943,-1,"TP2",0.00958974378382079,2023,2023-05-16 12:00:00,2023-05-16 13:45:00
6961,7021,-1,"SL",-0.00790888195953569,2023,2023-05-16 18:15:00,2023-05-17 10:15:00
7062,7110,1,"SL",-0.00569496495690247,2023,2023-05-17 20:30:00,2023-05-18 09:30:00
7196,7216,1,"Trail_SL",0.00563796698957152,2023,2023-05-19 08:00:00,2023-05-19 13:00:00
7224,7269,1,"SL",-0.00735541664166109,2023,2023-05-19 15:00:00,2023-05-22 03:15:00
7275,7289,-1,"SL",-0.00004,2023,2023-05-22 04:45:00,2023-05-22 08:15:00
7297,7318,-1,"SL",-0.00667727821761127,2023,2023-05-22 10:15:00,2023-05-22 15:30:00
7325,7385,-1,"TP2",0.0114728134570168,2023,2023-05-22 17:15:00,2023-05-23 09:15:00
7406,7415,-1,"SL",-0.00639295161610723,2023,2023-05-23 14:30:00,2023-05-23 16:45:00
7443,7452,-1,"SL",-0.00004,2023,2023-05-24 00:45:00,2023-05-24 03:00:00
7459,7484,-1,"SL",-0.00004,2023,2023-05-24 04:45:00,2023-05-24 11:00:00
7486,7508,-1,"TP2",0.0126656492987125,2023,2023-05-24 11:30:00,2023-05-24 17:00:00
7562,7567,-1,"SL",-0.00542521858899896,2023,2023-05-25 07:30:00,2023-05-25 08:45:00
7571,7602,1,"SL",-0.00004,2023,2023-05-25 09:45:00,2023-05-25 17:30:00
7615,7654,1,"TP2",0.00942824880949102,2023,2023-05-25 20:45:00,2023-05-26 07:30:00
7704,7724,1,"SL",-0.00004,2023,2023-05-26 20:00:00,2023-05-29 02:00:00
7738,7762,1,"Trail_SL",0.0056788628981647,2023,2023-05-29 05:30:00,2023-05-29 14:15:00
7769,7818,-1,"TP2",0.00990850672667551,2023,2023-05-29 16:00:00,2023-05-30 07:45:00
7840,7846,1,"SL",-0.00004,2023,2023-05-30 13:15:00,2023-05-30 14:45:00
7863,7893,-1,"SL",-0.00004,2023,2023-05-30 19:00:00,2023-05-31 03:30:00
7898,7914,-1,"SL",-0.00531198871655378,2023,2023-05-31 04:45:00,2023-05-31 08:45:00
7921,7957,-1,"SL",-0.00771627734560497,2023,2023-05-31 10:30:00,2023-05-31 19:30:00
7957,7986,1,"SL",-0.00004,2023,2023-05-31 19:30:00,2023-06-01 03:45:00
7992,8024,1,"Trail_SL",0.00729144588882199,2023,2023-06-01 05:15:00,2023-06-01 13:15:00
8041,8106,1,"TP2",0.0130638516125222,2023,2023-06-01 17:30:00,2023-06-02 10:45:00
8131,8191,-1,"Trail_SL",0.00957810920845122,2023,2023-06-02 17:00:00,2023-06-05 09:00:00
8206,8227,1,"TP2",0.00919124617766578,2023,2023-06-05 12:45:00,2023-06-05 18:00:00
8272,8281,1,"SL",-0.00494347726149127,2023,2023-06-06 06:15:00,2023-06-06 08:30:00
8282,8284,-1,"SL",-0.00004,2023,2023-06-06 08:45:00,2023-06-06 09:15:00
8320,8359,1,"SL",-0.00004,2023,2023-06-06 18:15:00,2023-06-07 05:00:00
8372,8379,-1,"SL",-0.00458135254515486,2023,2023-06-07 08:15:00,2023-06-07 10:00:00
8380,8390,1,"SL",-0.00004,2023,2023-06-07 10:15:00,2023-06-07 12:45:00
8410,8489,-1,"SL",-0.00004,2023,2023-06-07 17:45:00,2023-06-08 14:30:00
8496,8581,1,"Trail_SL",0.00826610485213837,2023,2023-06-08 16:15:00,2023-06-09 14:30:00
8594,8654,-1,"Trail_SL",0.00925986936019606,2023,2023-06-09 17:45:00,2023-06-12 09:45:00
8680,8738,-1,"SL",-0.00758470618560871,2023,2023-06-12 16:15:00,2023-06-13 07:45:00
8785,8835,1,"SL",-0.00622614825377909,2023,2023-06-13 19:30:00,2023-06-14 09:00:00
8848,8879,1,"Trail_SL",0.00515408001165023,2023,2023-06-14 12:15:00,2023-06-14 20:00:00
8903,8920,-1,"SL",-0.00004,2023,2023-06-15 03:00:00,2023-06-15 07:15:00
8932,8952,1,"TP2",0.00832513362429861,2023,2023-06-15 10:15:00,2023-06-15 15:15:00
9004,9023,1,"SL",-0.00004,2023,2023-06-16 05:15:00,2023-06-16 10:00:00
9041,9100,-1,"Trail_SL",0.00648784886395115,2023,2023-06-16 14:30:00,2023-06-19 07:30:00
9108,9172,-1,"Trail_SL",0.00578394442530429,2023,2023-06-19 09:30:00,2023-06-20 05:00:00
9190,9212,1,"Trail_SL",0.00474972481543139,2023,2023-06-20 09:30:00,2023-06-20 15:00:00
9230,9276,1,"SL",-0.00004,2023,2023-06-20 19:30:00,2023-06-21 08:00:00
9282,9304,-1,"Trail_SL",0.00507408557176257,2023,2023-06-21 09:30:00,2023-06-21 15:00:00
9306,9310,-1,"SL",-0.006346991010471,2023,2023-06-21 15:30:00,2023-06-21 16:30:00
9347,9350,1,"SL",-0.00004,2023,2023-06-22 02:45:00,2023-06-22 03:30:00
9352,9362,1,"SL",-0.00280492261287133,2023,2023-06-22 04:00:00,2023-06-22 06:30:00
9373,9377,1,"TP2",0.00687062842038147,2023,2023-06-22 09:15:00,2023-06-22 10:15:00
9403,9464,-1,"TP2",0.0116808984155516,2023,2023-06-22 17:15:00,2023-06-23 09:30:00
9469,9484,-1,"SL",-0.00004,2023,2023-06-23 10:45:00,2023-06-23 14:30:00
9485,9501,-1,"SL",-0.00004,2023,2023-06-23 14:45:00,2023-06-23 18:45:00
9531,9546,1,"SL",-0.00397978434609874,2023,2023-06-26 03:15:00,2023-06-26 07:00:00
9550,9558,-1,"SL",-0.00472605390097417,2023,2023-06-26 08:00:00,2023-06-26 10:00:00
9559,9624,-1,"SL",-0.00004,2023,2023-06-26 10:15:00,2023-06-27 03:30:00
9628,9645,1,"Trail_SL",0.00431878988883069,2023,2023-06-27 04:30:00,2023-06-27 08:45:00
9653,9668,-1,"Trail_SL",0.00496408980748208,2023,2023-06-27 10:45:00,2023-06-27 14:30:00
9685,9757,-1,"TP2",0.00933084775610305,2023,2023-06-27 18:45:00,2023-06-28 13:45:00
9787,9807,-1,"SL",-0.00412085175742093,2023,2023-06-28 21:15:00,2023-06-29 03:15:00
9821,9834,-1,"SL",-0.00004,2023,2023-06-29 06:45:00,2023-06-29 10:00:00
9838,9858,-1,"SL",-0.00004,2023,2023-06-29 11:00:00,2023-06-29 16:00:00
9906,9922,1,"SL",-0.00444783890326838,2023,2023-06-30 05:00:00,2023-06-30 09:00:00
9948,9953,1,"SL",-0.00004,2023,2023-06-30 15:30:00,2023-06-30 16:45:00
9977,9989,1,"SL",-0.00004,2023,2023-06-30 22:45:00,2023-07-03 02:45:00
9997,10018,1,"SL",-0.0048681554551557,2023,2023-07-03 04:45:00,2023-07-03 10:00:00
10036,10059,1,"SL",-0.00004,2023,2023-07-03 14:30:00,2023-07-03 20:15:00
10060,10084,1,"SL",-0.00004,2023,2023-07-03 20:30:00,2023-07-04 03:30:00
10100,10104,-1,"SL",-0.00296587890424756,2023,2023-07-04 07:30:00,2023-07-04 08:30:00
10113,10126,-1,"SL",-0.00004,2023,2023-07-04 10:45:00,2023-07-04 14:00:00
10129,10188,-1,"Trail_SL",0.00449402470773202,2023,2023-07-04 14:45:00,2023-07-05 09:00:00
10213,10264,1,"SL",-0.00577862661729091,2023,2023-07-05 15:15:00,2023-07-06 05:00:00
10267,10279,-1,"SL",-0.00394419508548156,2023,2023-07-06 05:45:00,2023-07-06 08:45:00
10286,10298,-1,"SL",-0.00506047150445989,2023,2023-07-06 10:30:00,2023-07-06 13:30:00
10313,10364,-1,"SL",-0.0076361410174695,2023,2023-07-06 17:15:00,2023-07-07 07:00:00
10373,10379,-1,"SL",-0.00426484687325873,2023,2023-07-07 09:15:00,2023-07-07 10:45:00
10379,10389,1,"SL",-0.00004,2023,2023-07-07 10:45:00,2023-07-07 13:15:00
10394,10442,1,"Trail_SL",0.00767762422704454,2023,2023-07-07 14:30:00,2023-07-10 03:30:00
10458,10488,-1,"SL",-0.00004,2023,2023-07-10 07:30:00,2023-07-10 15:00:00
10493,10548,1,"TP2",0.00986568014204041,2023,2023-07-10 16:15:00,2023-07-11 07:00:00
10573,10580,-1,"Trail_SL",0.0043695096342904,2023,2023-07-11 13:15:00,2023-07-11 15:00:00
10629,10642,1,"SL",-0.00004,2023,2023-07-12 04:15:00,2023-07-12 07:30:00
10648,10666,-1,"SL",-0.00426766436089848,2023,2023-07-12 09:00:00,2023-07-12 13:30:00
10667,10670,1,"SL",-0.00004,2023,2023-07-12 13:45:00,2023-07-12 14:30:00
10708,10717,1,"SL",-0.00244029408425224,2023,2023-07-13 01:00:00,2023-07-13 03:15:00
10725,10731,1,"SL",-0.00004,2023,2023-07-13 05:15:00,2023-07-13 06:45:00
10734,10756,1,"TP2",0.00731688716537732,2023,2023-07-13 07:30:00,2023-07-13 13:00:00
10834,10846,-1,"SL",-0.00471019722042011,2023,2023-07-14 09:30:00,2023-07-14 12:30:00
10857,10888,1,"SL",-0.0053249533665023,2023,2023-07-14 15:15:00,2023-07-17
10900,10902,-1,"SL",-0.00004,2023,2023-07-17 03:00:00,2023-07-17 03:30:00
10950,10955,-1,"SL",-0.00622834415403002,2023,2023-07-17 15:30:00,2023-07-17 16:45:00
10988,10993,-1,"SL",-0.00234619344892519,2023,2023-07-18 02:00:00,2023-07-18 03:15:00
11004,11012,1,"SL",-0.0037986233353448,2023,2023-07-18 06:00:00,2023-07-18 08:00:00
11018,11020,-1,"SL",-0.00004,2023,2023-07-18 09:30:00,2023-07-18 10:00:00
11022,11040,-1,"SL",-0.00004,2023,2023-07-18 10:30:00,2023-07-18 15:00:00
11048,11098,1,"SL",-0.00612688072187006,2023,2023-07-18 17:00:00,2023-07-19 06:30:00
11105,11120,-1,"Trail_SL",0.00438409271975764,2023,2023-07-19 08:15:00,2023-07-19 12:00:00
11146,11180,1,"Trail_SL",0.00645334537159824,2023,2023-07-19 18:30:00,2023-07-20 04:00:00
11207,11229,1,"SL",-0.00636379781659254,2023,2023-07-20 10:45:00,2023-07-20 16:15:00
11233,11270,-1,"SL",-0.00004,2023,2023-07-20 17:15:00,2023-07-21 03:30:00
11274,11294,1,"SL",-0.00004,2023,2023-07-21 04:30:00,2023-07-21 09:30:00
11299,11302,-1,"SL",-0.00004,2023,2023-07-21 10:45:00,2023-07-21 11:30:00
11324,11384,-1,"SL",-0.00004,2023,2023-07-21 17:00:00,2023-07-24 09:00:00
11401,11405,1,"SL",-0.00644624962746061,2023,2023-07-24 13:15:00,2023-07-24 14:15:00
11409,11414,1,"SL",-0.00004,2023,2023-07-24 15:15:00,2023-07-24 16:30:00
11414,11471,1,"TP2",0.0118786352726982,2023,2023-07-24 16:30:00,2023-07-25 07:45:00
11512,11558,1,"SL",-0.00626357869393668,2023,2023-07-25 18:00:00,2023-07-26 07:45:00
11568,11596,-1,"SL",-0.00523889189804332,2023,2023-07-26 10:15:00,2023-07-26 17:15:00
11615,11638,1,"Trail_SL",0.00680628583636619,2023,2023-07-26 22:00:00,2023-07-27 04:45:00
11669,11681,-1,"TP2",0.0082084158460431,2023,2023-07-27 12:30:00,2023-07-27 15:30:00
11699,11722,-1,"SL",-0.00004,2023,2023-07-27 20:00:00,2023-07-28 02:45:00
11742,11752,1,"SL",-0.00004,2023,2023-07-28 07:45:00,2023-07-28 10:15:00
11774,11812,1,"Trail_SL",0.00693157751006119,2023,2023-07-28 15:45:00,2023-07-31 02:15:00
