"entry_i","exit_i","direction","exit_reason","ret","year","entry_date","exit_date"
56608,56630,-1,"SL",-0.00619577563598386,2025,2025-06-23,2025-06-23 05:30:00
56633,56685,1,"TP2",0.0102535101529086,2025,2025-06-23 06:15:00,2025-06-23 19:15:00
56725,56739,1,"SL",-0.00004,2025,2025-06-24 06:00:00,2025-06-24 09:30:00
56747,56762,1,"SL",-0.00886423281570572,2025,2025-06-24 11:30:00,2025-06-24 15:15:00
56762,56806,-1,"SL",-0.0101758763334444,2025,2025-06-24 15:15:00,2025-06-25 03:15:00
56819,56824,-1,"SL",-0.00536837362090059,2025,2025-06-25 06:30:00,2025-06-25 07:45:00
56828,56837,1,"SL",-0.00578363525202331,2025,2025-06-25 08:45:00,2025-06-25 11:00:00
56838,56850,-1,"SL",-0.00725769392253397,2025,2025-06-25 11:15:00,2025-06-25 14:15:00
56861,56867,-1,"SL",-0.0062480958627689,2025,2025-06-25 17:00:00,2025-06-25 18:30:00
56867,56924,1,"TP2",0.00997952511182706,2025,2025-06-25 18:30:00,2025-06-26 09:30:00
56951,57023,1,"SL",-0.0101276957862553,2025,2025-06-26 16:15:00,2025-06-27 11:15:00
57024,57040,-1,"SL",-0.00004,2025,2025-06-27 11:30:00,2025-06-27 15:30:00
57047,57130,1,"SL",-0.00992334358531148,2025,2025-06-27 17:15:00,2025-06-30 15:00:00
57136,57141,-1,"SL",-0.00004,2025,2025-06-30 16:30:00,2025-06-30 17:45:00
57143,57174,-1,"SL",-0.00700978011595557,2025,2025-06-30 18:15:00,2025-07-01 03:00:00
57181,57193,-1,"SL",-0.00455288193492387,2025,2025-07-01 04:45:00,2025-07-01 07:45:00
57193,57196,1,"TP2",0.00636013020564202,2025,2025-07-01 07:45:00,2025-07-01 08:30:00
57219,57229,1,"SL",-0.00004,2025,2025-07-01 14:15:00,2025-07-01 16:45:00
57234,57315,-1,"SL",-0.00955707366752625,2025,2025-07-01 18:00:00,2025-07-02 15:00:00
57390,57393,1,"SL",-0.00479988483992112,2025,2025-07-03 10:30:00,2025-07-03 11:15:00
57394,57398,-1,"SL",-0.00598924384276364,2025,2025-07-03 11:30:00,2025-07-03 12:30:00
57400,57410,-1,"SL",-0.00004,2025,2025-07-03 13:00:00,2025-07-03 15:30:00
57410,57447,-1,"Trail_SL",0.00816163962939632,2025,2025-07-03 15:30:00,2025-07-04 01:45:00
57460,57472,-1,"SL",-0.00004,2025,2025-07-04 05:00:00,2025-07-04 08:00:00
57477,57516,-1,"SL",-0.00660448294441338,2025,2025-07-04 09:15:00,2025-07-07
57517,57528,1,"SL",-0.00570559575162757,2025,2025-07-07 00:15:00,2025-07-07 03:00:00
57528,57558,-1,"Trail_SL",0.00585193466005908,2025,2025-07-07 03:00:00,2025-07-07 10:30:00
57578,57586,-1,"SL",-0.00624474858318559,2025,2025-07-07 15:30:00,2025-07-07 17:30:00
57588,57597,1,"SL",-0.00672910820693717,2025,2025-07-07 18:00:00,2025-07-07 20:15:00
57597,57644,-1,"SL",-0.00581478996658954,2025,2025-07-07 20:15:00,2025-07-08 08:45:00
57648,57650,1,"SL",-0.00525321519260052,2025,2025-07-08 09:45:00,2025-07-08 10:15:00
57666,57671,1,"SL",-0.00684301201641891,2025,2025-07-08 14:15:00,2025-07-08 15:30:00
57671,57684,-1,"SL",-0.00770954768807661,2025,2025-07-08 15:30:00,2025-07-08 18:45:00
57684,57688,1,"SL",-0.0386232743592218,2025,2025-07-08 18:45:00,2025-07-08 19:45:00
57705,57739,1,"SL",-0.00004,2025,2025-07-09 01:00:00,2025-07-09 09:30:00
57769,57802,-1,"SL",-0.0188770233092676,2025,2025-07-09 17:00:00,2025-07-10 02:15:00
57802,57803,1,"SL",-0.00004,2025,2025-07-10 02:15:00,2025-07-10 02:30:00
57832,57848,1,"SL",-0.00962629629411686,2025,2025-07-10 09:45:00,2025-07-10 13:45:00
57868,57891,-1,"SL",-0.0102570232627017,2025,2025-07-10 18:45:00,2025-07-11 01:30:00
57891,57894,1,"SL",-0.00651359320449773,2025,2025-07-11 01:30:00,2025-07-11 02:15:00
57902,57925,-1,"TP2",0.0123982331492738,2025,2025-07-11 04:15:00,2025-07-11 10:00:00
57956,57970,1,"SL",-0.00004,2025,2025-07-11 17:45:00,2025-07-11 21:15:00
58018,58041,-1,"Trail_SL",0.00853529774288193,2025,2025-07-14 10:15:00,2025-07-14 16:00:00
58061,58069,1,"SL",-0.00691745416404262,2025,2025-07-14 21:00:00,2025-07-15
58091,58102,-1,"SL",-0.00598268446517069,2025,2025-07-15 05:30:00,2025-07-15 08:15:00
58111,58133,1,"SL",-0.00722643451241987,2025,2025-07-15 10:30:00,2025-07-15 16:00:00
58135,58143,-1,"SL",-0.00878173857030209,2025,2025-07-15 16:30:00,2025-07-15 18:30:00
58144,58159,1,"SL",-0.0102032059927411,2025,2025-07-15 18:45:00,2025-07-15 22:30:00
58160,58219,-1,"SL",-0.00813525706268325,2025,2025-07-15 22:45:00,2025-07-16 14:15:00
58219,58224,1,"SL",-0.00677155876536574,2025,2025-07-16 14:15:00,2025-07-16 15:30:00
58226,58232,-1,"SL",-0.00809190955534368,2025,2025-07-16 16:00:00,2025-07-16 17:30:00
58238,58313,1,"SL",-0.00897001525811488,2025,2025-07-16 19:00:00,2025-07-17 14:45:00
58325,58364,-1,"SL",-0.00638856401118573,2025,2025-07-17 17:45:00,2025-07-18 04:30:00
58380,58381,1,"SL",-0.00004,2025,2025-07-18 08:30:00,2025-07-18 08:45:00
58384,58398,1,"Trail_SL",0.00471906692359035,2025,2025-07-18 09:30:00,2025-07-18 13:00:00
58415,58482,1,"Trail_SL",0.00945093041970734,2025,2025-07-18 17:15:00,2025-07-21 11:00:00
58485,58556,1,"SL",-0.00737186879616075,2025,2025-07-21 11:45:00,2025-07-22 06:30:00
58568,58591,1,"Trail_SL",0.00640312190308193,2025,2025-07-22 09:30:00,2025-07-22 15:15:00
58601,58633,1,"TP2",0.0136473457675172,2025,2025-07-22 17:45:00,2025-07-23 02:45:00
58646,58658,1,"SL",-0.006565581696059,2025,2025-07-23 06:00:00,2025-07-23 09:00:00
58665,58683,1,"TP2",0.0127670791226552,2025,2025-07-23 10:45:00,2025-07-23 15:15:00
58734,58748,1,"Trail_SL",0.00864847254053244,2025,2025-07-24 05:00:00,2025-07-24 08:30:00
58772,58773,-1,"SL",-0.00004,2025,2025-07-24 14:30:00,2025-07-24 14:45:00
58824,58835,-1,"SL",-0.00004,2025,2025-07-25 04:30:00,2025-07-25 07:15:00
58838,58839,-1,"SL",-0.00004,2025,2025-07-25 08:00:00,2025-07-25 08:15:00
58855,58881,-1,"SL",-0.00004,2025,2025-07-25 12:15:00,2025-07-25 18:45:00
58882,58898,-1,"SL",-0.00904750299644471,2025,2025-07-25 19:00:00,2025-07-28
58898,58912,1,"SL",-0.00671515953210976,2025,2025-07-28,2025-07-28 03:30:00
58922,58930,-1,"SL",-0.00504463850154564,2025,2025-07-28 06:00:00,2025-07-28 08:00:00
58938,58953,-1,"SL",-0.00658502057860928,2025,2025-07-28 10:00:00,2025-07-28 13:45:00
58953,58957,1,"SL",-0.00607456018339204,2025,2025-07-28 13:45:00,2025-07-28 14:45:00
58960,58964,-1,"Trail_SL",0.0122885281056367,2025,2025-07-28 15:30:00,2025-07-28 16:30:00
58972,59162,-1,"SL",-0.00004,2025,2025-07-28 18:30:00,2025-07-30 20:00:00
59169,59976,-1,"SL",-0.00004,2025,2025-07-30 21:45:00,2025-08-12 16:30:00
60029,60042,1,"Trail_SL",0.00301638615262977,2025,2025-08-13 06:45:00,2025-08-13 10:00:00
60062,60102,-1,"SL",-0.00004,2025,2025-08-13 15:00:00,2025-08-14 02:00:00
60123,60130,-1,"SL",-0.00004,2025,2025-08-14 07:15:00,2025-08-14 09:00:00
60149,60154,-1,"Trail_SL",0.00237834244769704,2025,2025-08-14 13:45:00,2025-08-14 15:00:00
60155,60161,-1,"SL",-0.00004,2025,2025-08-14 15:15:00,2025-08-14 16:45:00
60164,60178,-1,"SL",-0.00601778664909354,2025,2025-08-14 17:30:00,2025-08-14 21:00:00
60212,60223,1,"SL",-0.00315978334883119,2025,2025-08-15 06:30:00,2025-08-15 09:15:00
60234,60246,-1,"SL",-0.00434863979864554,2025,2025-08-15 12:00:00,2025-08-15 15:00:00
60247,60257,1,"SL",-0.00004,2025,2025-08-15 15:15:00,2025-08-15 17:45:00
60261,60315,1,"SL",-0.00598774599744507,2025,2025-08-15 18:45:00,2025-08-18 10:00:00
60328,60336,-1,"SL",-0.00004,2025,2025-08-18 13:15:00,2025-08-18 15:15:00
60359,60403,1,"SL",-0.00004,2025,2025-08-18 21:00:00,2025-08-19 09:00:00
60406,60419,1,"SL",-0.00374681463965386,2025,2025-08-19 09:45:00,2025-08-19 13:00:00
60481,60490,-1,"SL",-0.00267872067030335,2025,2025-08-20 05:30:00,2025-08-20 07:45:00
60503,60521,-1,"SL",-0.00379256379829848,2025,2025-08-20 11:00:00,2025-08-20 15:30:00
60527,60539,1,"SL",-0.00004,2025,2025-08-20 17:00:00,2025-08-20 20:00:00
60562,60567,1,"SL",-0.00208281083915153,2025,2025-08-21 02:45:00,2025-08-21 04:00:00
60585,60588,-1,"SL",-0.00004,2025,2025-08-21 08:30:00,2025-08-21 09:15:00
60611,60615,1,"SL",-0.00004,2025,2025-08-21 15:00:00,2025-08-21 16:00:00
60641,60677,1,"SL",-0.00292964203581658,2025,2025-08-21 22:30:00,2025-08-22 08:30:00
60684,60690,1,"SL",-0.00331624907444248,2025,2025-08-22 10:15:00,2025-08-22 11:45:00
60699,60707,-1,"SL",-0.00342772173951323,2025,2025-08-22 14:00:00,2025-08-22 16:00:00
60709,60777,1,"SL",-0.00004,2025,2025-08-22 16:30:00,2025-08-25 10:15:00
60791,60793,1,"SL",-0.00004,2025,2025-08-25 13:45:00,2025-08-25 14:15:00
60798,60817,1,"SL",-0.00565518774645003,2025,2025-08-25 15:30:00,2025-08-25 20:15:00
60839,60859,1,"SL",-0.00311195482253868,2025,2025-08-26 02:45:00,2025-08-26 07:45:00
60861,60868,-1,"Trail_SL",0.00307289169590273,2025,2025-08-26 08:15:00,2025-08-26 10:00:00
60890,60938,1,"SL",-0.00004,2025,2025-08-26 15:30:00,2025-08-27 04:30:00
60945,60950,-1,"SL",-0.00004,2025,2025-08-27 06:15:00,2025-08-27 07:30:00
61007,61048,1,"SL",-0.00004,2025,2025-08-27 21:45:00,2025-08-28 09:00:00
61053,61078,1,"TP2",0.00700015923454088,2025,2025-08-28 10:15:00,2025-08-28 16:30:00
61120,61136,1,"TP2",0.00458766028827028,2025,2025-08-29 04:00:00,2025-08-29 08:00:00
61158,61231,1,"Trail_SL",0.00571695689437531,2025,2025-08-29 13:30:00,2025-09-01 08:45:00
61257,61288,-1,"SL",-0.00004,2025,2025-09-01 15:15:00,2025-09-02 02:30:00
61291,61298,1,"SL",-0.00004,2025,2025-09-02 03:15:00,2025-09-02 05:00:00
61299,61311,1,"SL",-0.00344926172400439,2025,2025-09-02 05:15:00,2025-09-02 08:15:00
61311,61315,-1,"SL",-0.00004,2025,2025-09-02 08:15:00,2025-09-02 09:15:00
61338,61342,-1,"SL",-0.00604832736979129,2025,2025-09-02 15:00:00,2025-09-02 16:00:00
61345,61382,1,"Trail_SL",0.00925665675671716,2025,2025-09-02 16:45:00,2025-09-03 03:00:00
61411,61420,1,"SL",-0.0052001763417459,2025,2025-09-03 10:15:00,2025-09-03 12:30:00
61428,61432,-1,"SL",-0.00577092728211168,2025,2025-09-03 14:30:00,2025-09-03 15:30:00
61434,61482,-1,"Trail_SL",0.00885304385936288,2025,2025-09-03 16:00:00,2025-09-04 05:00:00
61511,61520,-1,"SL",-0.00004,2025,2025-09-04 12:15:00,2025-09-04 14:30:00
61534,61571,-1,"SL",-0.00493754516397918,2025,2025-09-04 18:00:00,2025-09-05 04:15:00
61572,61585,1,"TP2",0.00442085506231356,2025,2025-09-05 04:30:00,2025-09-05 07:45:00
61612,61614,1,"SL",-0.00489384500025692,2025,2025-09-05 14:30:00,2025-09-05 15:00:00
61619,61647,-1,"SL",-0.00004,2025,2025-09-05 16:15:00,2025-09-08 00:15:00
61660,61669,1,"SL",-0.00414149257498778,2025,2025-09-08 03:30:00,2025-09-08 05:45:00
61707,61714,-1,"SL",-0.00467744957571073,2025,2025-09-08 15:15:00,2025-09-08 17:00:00
61714,61759,1,"SL",-0.00004,2025,2025-09-08 17:00:00,2025-09-09 05:15:00
61759,61773,1,"SL",-0.00004,2025,2025-09-09 05:15:00,2025-09-09 08:45:00
61786,61789,1,"SL",-0.00464662740909278,2025,2025-09-09 12:00:00,2025-09-09 12:45:00
61794,61850,-1,"SL",-0.00469099347132191,2025,2025-09-09 14:00:00,2025-09-10 05:00:00
61851,61865,1,"SL",-0.00004,2025,2025-09-10 05:15:00,2025-09-10 08:45:00
61881,61885,-1,"SL",-0.00303769222604186,2025,2025-09-10 12:45:00,2025-09-10 13:45:00
61889,61903,1,"TP2",0.00551103418063972,2025,2025-09-10 14:45:00,2025-09-10 18:15:00
61957,61958,1,"SL",-0.00004,2025,2025-09-11 08:45:00,2025-09-11 09:00:00
61986,62022,1,"Trail_SL",0.00778063116029396,2025,2025-09-11 16:00:00,2025-09-12 02:00:00
62032,62046,1,"SL",-0.00004,2025,2025-09-12 04:30:00,2025-09-12 08:00:00
62062,62070,1,"SL",-0.00430582515242821,2025,2025-09-12 12:00:00,2025-09-12 14:00:00
62072,62078,-1,"SL",-0.00502115941837402,2025,2025-09-12 14:30:00,2025-09-12 16:00:00
62102,62122,-1,"SL",-0.00297109925882538,2025,2025-09-12 22:00:00,2025-09-15 04:00:00
62151,62166,-1,"SL",-0.00376079212099594,2025,2025-09-15 11:15:00,2025-09-15 15:00:00
62205,62213,1,"SL",-0.00224497164596865,2025,2025-09-16 01:45:00,2025-09-16 03:45:00
62217,62234,-1,"SL",-0.00356171105480198,2025,2025-09-16 04:45:00,2025-09-16 09:00:00
62242,62256,1,"SL",-0.00417134044277636,2025,2025-09-16 11:00:00,2025-09-16 14:30:00
62265,62304,1,"SL",-0.00559180039024994,2025,2025-09-16 16:45:00,2025-09-17 03:30:00
62330,62332,-1,"SL",-0.00004,2025,2025-09-17 10:00:00,2025-09-17 10:30:00
62378,62420,-1,"SL",-0.00004,2025,2025-09-17 22:00:00,2025-09-18 09:30:00
62422,62439,1,"SL",-0.00456699939430204,2025,2025-09-18 10:00:00,2025-09-18 14:15:00
62444,62454,-1,"SL",-0.00520141870164244,2025,2025-09-18 15:30:00,2025-09-18 18:00:00
62481,62487,-1,"SL",-0.00195488782487138,2025,2025-09-19 01:45:00,2025-09-19 03:15:00
62490,62504,1,"Trail_SL",0.00240296957293793,2025,2025-09-19 04:00:00,2025-09-19 07:30:00
62517,62562,1,"Trail_SL",0.00414175309177556,2025,2025-09-19 10:45:00,2025-09-19 22:00:00
62616,62626,1,"SL",-0.00368991104094201,2025,2025-09-22 12:30:00,2025-09-22 15:00:00
62626,62633,-1,"SL",-0.00004,2025,2025-09-22 15:00:00,2025-09-22 16:45:00
62648,62674,1,"SL",-0.00004,2025,2025-09-22 20:30:00,2025-09-23 04:00:00
62689,62703,-1,"SL",-0.00248051627923537,2025,2025-09-23 07:45:00,2025-09-23 11:15:00
62715,62720,1,"SL",-0.00290147830070792,2025,2025-09-23 14:15:00,2025-09-23 15:30:00
62729,62799,1,"SL",-0.00390185799439209,2025,2025-09-23 17:45:00,2025-09-24 12:15:00
62813,62854,1,"Trail_SL",0.0158177524297682,2025,2025-09-24 15:45:00,2025-09-25 03:00:00
62858,62881,1,"SL",-0.00004,2025,2025-09-25 04:00:00,2025-09-25 09:45:00
62889,62896,1,"SL",-0.0115234926798543,2025,2025-09-25 11:45:00,2025-09-25 13:30:00
62899,62964,-1,"SL",-0.00004,2025,2025-09-25 14:15:00,2025-09-26 07:30:00
62971,62975,-1,"SL",-0.00004,2025,2025-09-26 09:15:00,2025-09-26 10:15:00
63000,63009,-1,"SL",-0.0080161262850158,2025,2025-09-26 16:30:00,2025-09-26 18:45:00
63009,63083,1,"Trail_SL",0.0103361165271128,2025,2025-09-26 18:45:00,2025-09-29 14:00:00
63087,63091,1,"Trail_SL",0.00883957731946117,2025,2025-09-29 15:00:00,2025-09-29 16:00:00
63094,63179,1,"SL",-0.0102476960733818,2025,2025-09-29 16:45:00,2025-09-30 15:00:00
63183,63198,-1,"SL",-0.00004,2025,2025-09-30 16:00:00,2025-09-30 19:45:00
63202,63231,1,"SL",-0.00711389759526152,2025,2025-09-30 20:45:00,2025-10-01 05:00:00
63259,63269,1,"SL",-0.00004,2025,2025-10-01 12:00:00,2025-10-01 14:30:00
63276,63283,-1,"SL",-0.00893124675518269,2025,2025-10-01 16:15:00,2025-10-01 18:00:00
63308,63315,1,"SL",-0.00423796035919344,2025,2025-10-02 01:15:00,2025-10-02 03:00:00
63322,63351,1,"TP2",0.00974148891259241,2025,2025-10-02 04:45:00,2025-10-02 12:00:00
63370,63411,-1,"SL",-0.011713816405635,2025,2025-10-02 16:45:00,2025-10-03 04:00:00
63414,63438,1,"TP2",0.00896663752704271,2025,2025-10-03 04:45:00,2025-10-03 10:45:00
63456,63457,1,"SL",-0.00004,2025,2025-10-03 15:15:00,2025-10-03 15:30:00
63500,63507,1,"SL",-0.00004,2025,2025-10-06 03:15:00,2025-10-06 05:00:00
63526,63545,-1,"SL",-0.00004,2025,2025-10-06 09:45:00,2025-10-06 14:30:00
63563,63599,-1,"SL",-0.0071886832583683,2025,2025-10-06 19:00:00,2025-10-07 05:00:00
63635,63640,1,"Trail_SL",0.00448342337302014,2025,2025-10-07 14:00:00,2025-10-07 15:15:00
63664,63705,-1,"SL",-0.00791047569201917,2025,2025-10-07 21:15:00,2025-10-08 08:30:00
63733,63775,-1,"SL",-0.00004,2025,2025-10-08 15:30:00,2025-10-09 03:00:00
63782,63820,1,"TP2",0.0148724666733202,2025,2025-10-09 04:45:00,2025-10-09 14:15:00
63839,63926,-1,"TP2",0.0234659424688913,2025,2025-10-09 19:00:00,2025-10-10 17:45:00
63958,63971,1,"SL",-0.0199242944480779,2025,2025-10-13 02:30:00,2025-10-13 05:45:00
63996,64009,1,"TP2",0.0173232539614852,2025,2025-10-13 12:00:00,2025-10-13 15:15:00
64047,64055,1,"SL",-0.00823480567761599,2025,2025-10-14 01:45:00,2025-10-14 03:45:00
64070,64080,-1,"Trail_SL",0.0119278713917157,2025,2025-10-14 07:30:00,2025-10-14 10:00:00
64148,64169,1,"SL",-0.00004,2025,2025-10-15 04:00:00,2025-10-15 09:15:00
64194,64208,-1,"SL",-0.00004,2025,2025-10-15 15:30:00,2025-10-15 19:00:00
64231,64240,-1,"SL",-0.00613132404705281,2025,2025-10-16 01:45:00,2025-10-16 04:00:00
64251,64256,-1,"SL",-0.00004,2025,2025-10-16 06:45:00,2025-10-16 08:00:00
64271,64279,-1,"SL",-0.00004,2025,2025-10-16 11:45:00,2025-10-16 13:45:00
64279,64285,-1,"SL",-0.00850678208367004,2025,2025-10-16 13:45:00,2025-10-16 15:15:00
64290,64328,1,"SL",-0.00004,2025,2025-10-16 16:30:00,2025-10-17 03:00:00
64334,64356,-1,"SL",-0.00004,2025,2025-10-17 04:30:00,2025-10-17 10:00:00
64376,64438,1,"Trail_SL",0.0139908695936068,2025,2025-10-17 15:00:00,2025-10-20 07:30:00
64452,64473,-1,"SL",-0.00686156808001683,2025,2025-10-20 11:00:00,2025-10-20 16:15:00
64473,64529,1,"SL",-0.00004,2025,2025-10-20 16:15:00,2025-10-21 07:15:00
64530,64531,-1,"SL",-0.00004,2025,2025-10-21 07:30:00,2025-10-21 07:45:00
64566,64568,-1,"SL",-0.00996499780595543,2025,2025-10-21 16:30:00,2025-10-21 17:00:00
64572,64622,-1,"SL",-0.00004,2025,2025-10-21 18:00:00,2025-10-22 07:30:00
64654,64723,1,"TP2",0.0109991113144718,2025,2025-10-22 15:30:00,2025-10-23 09:45:00
