datetime,open,close,high,low,volume,rsi,ema_fast,ema_slow,ema_velocity,ema_acceleration,is_local_min_candidate,is_local_max_candidate,extrema_confirmed,extrema_type,confirmation_bar,atr,primary_signal,signal_bar,meta_label,exit_reason,bars_held,realized_pnl,profit_target,stop_loss
2025-01-02T03:30:00Z,2635.58,2633.36,2635.68,2632.62,1867,68.9189189189206,2633.3499054006,2631.0741619487,0.00504729969998152,-1.10752364985046,FALSE,FALSE,FALSE,,,2.71428571428571,-1,15,0,max_holding_negative,20,-4.17717288937603e-05,2627.93142857143,2637.43142857143
2025-01-02T11:30:00Z,2644.66,2643.97,2645.59,2643.1,1651,71.2468587253389,2641.18052003631,2639.1110657673,1.39473998184576,-1.07736999092276,FALSE,FALSE,FALSE,,,3.09575846768214,-1,47,1,profit_target,11,0.00234175007105385,2637.77848306464,2648.61363770152
2025-01-02T18:15:00Z,2659.05,2656.25,2659.88,2655.95,1717,67.0741038642602,2656.87492582672,2654.65029959992,-0.312462913361742,-1.25376854331944,FALSE,FALSE,FALSE,,,3.79843197082749,-1,74,0,max_holding_negative,20,-0.000926117647058837,2648.65313605835,2661.94764795624
2025-01-03T14:45:00Z,2645.52,2649.75,2651.3,2645.51,2027,39.096315585815,2650.6129549709,2652.61740833877,-0.431477485450159,2.32573874272521,FALSE,FALSE,FALSE,,,3.41137637168431,1,152,0,stop_loss,5,-0.00193114994151397,2656.57275274337,2644.63293544247
2025-01-06T08:45:00Z,2625.67,2626.79,2627.71,2625.41,1043,25.417231974016,2628.77891366972,2630.84420957529,-0.994456834857374,1.05222841742898,FALSE,FALSE,FALSE,,,2.65563050569465,1,221,1,profit_target,4,0.00202195874485187,2632.10126101139,2622.80655424146
2025-01-07T07:15:00Z,2645.33,2645.36,2645.77,2643.23,1423,77.5177453093651,2644.05622200352,2642.39493736284,0.651888998242612,-0.305944499120415,FALSE,FALSE,FALSE,,,2.17563960262404,-1,307,1,profit_target,2,0.00164487223109441,2641.00872079475,2648.62345940394
2025-01-07T15:00:00Z,2662.54,2658.51,2662.78,2658.49,2348,71.304758303922,2658.46443894954,2655.25503304353,0.022780525230246,-1.92639026261531,FALSE,FALSE,FALSE,,,3.4007160779055,-1,338,1,profit_target,4,0.00255836244957183,2651.70856784419,2663.61107411686
2025-01-08T18:00:00Z,2669.64,2669.18,2669.7,2667.41,1749,70.8574573012254,2667.77347438509,2665.86604979013,0.703262807456667,-0.546631403728497,FALSE,FALSE,FALSE,,,3.45892401920932,-1,442,1,profit_target,2,0.00259175028975883,2662.26215196158,2674.36838602881
2025-01-09T14:45:00Z,2677.14,2672.59,2677.76,2671.95,2268,58.7092547392452,2673.94019104762,2672.70616672003,-0.675095523808523,-1.96745223809603,FALSE,FALSE,FALSE,,,3.35262324637593,-1,521,1,profit_target,13,0.00250889455275667,2665.88475350725,2677.61893486956
2025-01-13T14:45:00Z,2665.01,2669.15,2669.95,2663.94,2546,34.7546607721098,2668.74297486535,2670.93313441746,0.203512567325561,1.94824371633786,FALSE,FALSE,FALSE,,,4.2255432473378,1,705,0,stop_loss,8,-0.00237465667759653,2677.60108649468,2662.81168512899
