datetime,open,close,high,low,volume,rsi,ema_fast,ema_slow,ema_velocity,ema_acceleration,is_local_min_candidate,is_local_max_candidate,extrema_confirmed,extrema_type,confirmation_bar,atr,primary_signal,signal_bar,meta_label,exit_reason,bars_held,realized_pnl,profit_target,stop_loss
2025-01-02T03:30:00Z,2635.58,2633.36,2635.68,2632.62,1867,68.9189189189206,2633.3499054006,2631.0741619487,0.00504729969998152,-1.10752364985046,FALSE,FALSE,FALSE,,,,-1,15,,,,,,
2025-01-02T18:15:00Z,2659.05,2656.25,2659.88,2655.95,1717,67.0741038642602,2656.87492582672,2654.65029959992,-0.312462913361742,-1.25376854331944,FALSE,FALSE,FALSE,,,3.65812243638538,-1,74,0,max_holding_negative,30,-0.00118211764705878,2645.27563269084,2663.56624487277
2025-01-06T08:45:00Z,2625.67,2626.79,2627.71,2625.41,1043,25.417231974016,2628.77891366972,2630.84420957529,-0.994456834857374,1.05222841742898,FALSE,FALSE,FALSE,,,2.61373362213474,1,221,1,profit_target,5,0.00298508859345591,2634.6312008664,2621.56253275573
2025-01-07T07:15:00Z,2645.33,2645.36,2645.77,2643.23,1423,77.5177453093651,2644.05622200352,2642.39493736284,0.651888998242612,-0.305944499120415,FALSE,FALSE,FALSE,,,2.26936077300895,-1,307,1,profit_target,6,0.00257359388477434,2638.55191768097,2649.89872154602
2025-01-07T15:00:00Z,2662.54,2658.51,2662.78,2658.49,2348,71.304758303922,2658.46443894954,2655.25503304353,0.022780525230246,-1.92639026261531,FALSE,FALSE,FALSE,,,3.16057934893957,-1,338,1,profit_target,4,0.00356656098597294,2649.02826195318,2664.83115869788
2025-01-22T07:00:00Z,2757.99,2752.17,2758.12,2752.06,2506,56.8703245544137,2753.88080701148,2752.80054757803,-0.85540350573956,-2.4672982471302,FALSE,FALSE,FALSE,,,2.4888395456024,-1,1310,0,stop_loss,12,-0.00180863794431473,2744.70348136319,2757.14767909121
2025-01-23T10:45:00Z,2743.1,2745.85,2747.22,2742.6,2151,34.7049998824774,2746.96658591605,2749.02909887824,-0.55829295802323,1.65914647901172,FALSE,FALSE,FALSE,,,2.42449948804817,1,1417,1,profit_target,5,0.00264890597233799,2753.12349846414,2741.0010010239
2025-01-24T04:15:00Z,2775.09,2771.96,2775.09,2771.7,2378,70.6471306250255,2771.61311233616,2768.30432734715,0.173443831920395,-1.57672191596066,FALSE,FALSE,FALSE,,,2.97622855186022,-1,1483,0,stop_loss,11,-0.00214738203427195,2763.03131434442,2777.91245710372
2025-01-24T07:15:00Z,2777.67,2776.12,2778.19,2775.92,1811,69.8412095592061,2775.79005245762,2774.45264616989,0.164973771190944,-0.852486885595681,FALSE,FALSE,FALSE,,,2.78682975405192,-1,1495,0,stop_loss,27,-0.00200771562760396,2767.75951073784,2781.6936595081
2025-01-27T03:30:00Z,2757.84,2757.34,2758.5,2754.57,2461,22.9771656180935,2760.08191033553,2762.89266597435,-1.37095516776253,0.45547758388102,FALSE,FALSE,FALSE,,,3.11982277377783,1,1572,0,stop_loss,15,-0.00226292207256105,2766.69946832133,2751.10035445245
