datetime,open,close,high,low,volume,ema_fast,ema_slow,ema_velocity,ema_acceleration,is_local_min_candidate,is_local_max_candidate,extrema_confirmed,extrema_type,confirmation_bar,atr,primary_signal,signal_bar,meta_label,exit_reason,bars_held,realized_pnl,profit_target,stop_loss
2025-01-06T13:00:00Z,2645.57,2643.84,2646.93,2642.47,2167,2643.08942452003,2639.97179743656,0.375287739986561,-1.04764386999295,FALSE,FALSE,FALSE,,,3.84484307178595,-1,238,0,stop_loss,3,-0.00145426465738691,2638.07273539232,2647.68484307179
2025-01-06T14:15:00Z,2645.9,2642.27,2646.25,2641.86,2631,2643.86943038947,2642.57606588491,-0.79971519473429,-1.41014240263257,FALSE,FALSE,FALSE,,,4.16126368545888,-1,243,1,profit_target,1,0.00236232312677669,2636.02810447181,2646.43126368546
2025-01-06T15:30:00Z,2625.65,2624.09,2628.33,2622.55,2994,2627.50334062742,2631.50045385895,-1.70667031370976,0.098335156855228,FALSE,FALSE,FALSE,,,6.46491269362661,1,248,1,profit_target,1,0.00369551693746775,2633.78736904044,2617.62508730637
2025-01-06T16:30:00Z,2639.04,2635.06,2639.46,2633.07,2763,2633.55868456838,2633.26128527891,0.750657715810121,-2.31032885790501,FALSE,FALSE,FALSE,,,7.01185621828837,-1,252,0,max_holding_negative,10,-9.10795200110193e-05,2624.54221567257,2642.07185621829
2025-01-06T18:00:00Z,2640.83,2639.41,2641,2638.85,1369,2638.80958273303,2637.20440545367,0.300208633486818,-0.795104316743164,FALSE,FALSE,FALSE,,,5.23602987050343,-1,258,1,max_holding_positive,10,0.00166325049916454,2631.55595519424,2644.6460298705
2025-01-06T19:15:00Z,2635.32,2636.22,2638.5,2635,1580,2636.45253764386,2636.54513264515,-0.116268821927861,0.518134410963739,FALSE,TRUE,TRUE,max,264,4.33056517823356,1,263,0,max_holding_negative,10,-0.000633482789751849,2642.71584776735,2631.88943482177
2025-01-06T19:30:00Z,2636.18,2636.09,2636.95,2634.64,1503,2636.33169176257,2636.46238125512,-0.120845881284822,-0.0045770593569614,FALSE,FALSE,FALSE,,,4.1285086604102,-1,264,0,max_holding_negative,10,-3.03479774969471e-05,2629.89723700938,2640.21850866041
2025-01-06T20:15:00Z,2633.86,2634.42,2634.88,2633.41,1403,2634.86864941113,2635.46113894439,-0.224324705565778,0.397162352783198,FALSE,FALSE,FALSE,,,3.49184281343905,1,267,1,max_holding_positive,10,0.000554201683862116,2639.65776422016,2630.92815718656
2025-01-06T21:00:00Z,2634.29,2634.01,2634.82,2633.04,1234,2634.47404426997,2634.96789653678,-0.232022134982344,-0.0189889325083641,TRUE,FALSE,TRUE,min,271,3.00129341099711,-1,270,0,max_holding_negative,10,-3.79649279994795e-05,2629.50805988351,2637.011293411
2025-01-06T21:15:00Z,2634.02,2634.07,2635.34,2633.48,1097,2634.33936284664,2634.80464262101,-0.134681423322036,0.0973407116603084,FALSE,FALSE,FALSE,,,2.88716406989741,1,271,1,max_holding_positive,10,0.000178431097123387,2638.40074610485,2631.1828359301
2025-01-06T22:30:00Z,2636.62,2635.95,2636.89,2635.89,352,2635.70078029256,2635.40758642994,0.124609853718994,-0.437304926859269,FALSE,FALSE,FALSE,,,2.20969301163371,-1,276,0,max_holding_negative,10,-0.000489387127980411,2632.63546048255,2638.15969301163
2025-01-07T01:30:00Z,2632.99,2633.23,2633.97,2632.89,517,2633.81567287836,2634.32259447283,-0.292836439178245,0.25641821958925,TRUE,FALSE,TRUE,min,285,1.5899186748745,1,284,1,profit_target,2,0.000905685417647404,2635.61487801231,2631.64008132513
2025-01-07T01:45:00Z,2633.2,2634.97,2635.06,2633.04,692,2634.20044858557,2634.44030456868,0.38477570721443,0.677612146392676,FALSE,FALSE,FALSE,,,1.63292680738704,1,285,1,profit_target,1,0.000929570435747183,2637.41939021108,2633.33707319261
2025-01-07T03:00:00Z,2638.87,2637.97,2640.03,2637.75,1190,2637.68306318822,2636.78666623912,0.143468405888143,-0.556734202944426,FALSE,FALSE,FALSE,,,2.150870050494,-1,290,0,stop_loss,6,-0.000815350459062907,2634.74369492426,2640.12087005049
2025-01-07T04:45:00Z,2639.25,2639.46,2639.49,2638.24,378,2638.94493465391,2638.33936741536,0.257532673047081,-0.0187663365231856,FALSE,FALSE,FALSE,,,1.80718198145414,-1,297,0,stop_loss,6,-0.000684678677249911,2636.74922702782,2641.26718198145
2025-01-07T06:15:00Z,2639.13,2643.13,2644.18,2639.13,1237,2640.1196238928,2639.28063373408,1.5051880536007,1.17740597319926,FALSE,FALSE,FALSE,,,2.10416057940592,1,303,1,profit_target,3,0.00119413001596926,2646.28624086911,2641.02583942059
2025-01-07T07:15:00Z,2645.33,2645.36,2645.77,2643.23,1423,2644.05622200352,2642.39493736284,0.651888998242612,-0.305944499120415,FALSE,FALSE,FALSE,,,2.19309775614821,-1,307,1,profit_target,2,0.00124355348013964,2642.07035336578,2647.55309775615
2025-01-07T09:00:00Z,2640.43,2642.77,2643.71,2640.05,2008,2641.29736918905,2641.31449597088,0.73631540547558,0.791842297262519,FALSE,FALSE,FALSE,,,2.52782312516263,1,314,0,stop_loss,4,-0.000956505153745025,2646.56173468774,2640.24217687484
2025-01-07T09:45:00Z,2643.11,2642.54,2643.65,2640.49,1401,2642.50810938935,2642.1261364108,0.0159453053261132,-0.287972652663029,FALSE,FALSE,FALSE,,,2.47081305824356,-1,317,0,stop_loss,9,-0.000935014439987093,2638.83378041263,2645.01081305824
2025-01-07T10:15:00Z,2640.24,2644.03,2644.11,2640.19,1285,2642.51804861749,2642.19617396095,0.755975691256026,1.50201215437164,FALSE,FALSE,FALSE,,,2.65255857717726,1,319,0,stop_loss,1,-0.00100322559773429,2648.00883786577,2641.37744142282
2025-01-07T12:30:00Z,2645.44,2646.56,2646.66,2644.55,1193,2645.03777883921,2644.07121499927,0.761110580395325,0.169444709802065,FALSE,FALSE,FALSE,,,2.48423797568119,1,328,1,profit_target,2,0.00140800018269829,2650.28635696352,2644.07576202432
2025-01-07T15:00:00Z,2662.54,2658.51,2662.78,2658.49,2348,2658.46443894954,2655.25503304353,0.022780525230246,-1.92639026261531,FALSE,FALSE,FALSE,,,3.67618168860966,-1,338,0,stop_loss,2,-0.00138279776589504,2652.99572746709,2662.18618168861
2025-01-07T16:15:00Z,2648.15,2651.25,2653.57,2647.8,3008,2654.22046109624,2654.9080848066,-1.48523054811767,2.14261527405915,FALSE,FALSE,FALSE,,,5.08443112530712,1,343,0,stop_loss,1,-0.00191774865641008,2658.87664668796,2646.16556887469
2025-01-07T18:45:00Z,2651.29,2652.4,2652.69,2650.19,1973,2652.37093553087,2652.36374814859,0.0145322345633758,0.537733882718385,FALSE,FALSE,FALSE,,,4.53155871866495,-1,353,1,max_holding_positive,10,0.00159478208415021,2645.602661922,2656.93155871867
2025-01-07T20:30:00Z,2647.47,2649.63,2649.89,2647.29,1687,2649.13453577867,2649.83940655719,0.247732110664856,0.961133944667381,FALSE,FALSE,FALSE,,,3.42469599830542,1,360,0,max_holding_negative,10,-0.000181157369142114,2654.76704399746,2646.2053040017
2025-01-07T21:00:00Z,2649.23,2649.01,2649.87,2647.37,1638,2649.11201590163,2649.59646224076,-0.0510079508158015,-0.0794960245925722,FALSE,FALSE,FALSE,,,3.1536037586274,-1,362,0,max_holding_negative,10,-0.000109474860419539,2644.27959436206,2652.16360375863
2025-01-07T21:45:00Z,2647.57,2650.26,2651.33,2647.47,1886,2649.01911582271,2649.2464920913,0.620442088646996,1.01977895567597,FALSE,TRUE,TRUE,max,366,2.94309714003938,1,365,1,max_holding_positive,10,0.000222619667504204,2654.67464571006,2647.31690285996
2025-01-07T22:00:00Z,2650.36,2649.79,2650.36,2649.77,397,2649.27607721514,2649.34531171106,0.256961392431549,-0.363480696215447,FALSE,FALSE,FALSE,,,2.70778742603546,-1,366,0,max_holding_negative,10,-0.000437770540306913,2645.72831886095,2652.49778742604
2025-01-08T00:00:00Z,2648.33,2649.15,2649.57,2647.94,430,2649.14354611657,2649.24707671172,0.00322694171518378,0.343386529143118,FALSE,FALSE,FALSE,,,2.23849633022188,1,370,0,max_holding_negative,10,-0.000173640601702447,2652.50774449533,2646.91150366978
2025-01-08T02:00:00Z,2650.5,2648.84,2650.79,2648.13,1884,2649.82021762016,2649.75316543183,-0.4901088100778,-0.579945594960918,FALSE,FALSE,FALSE,,,1.88539548926584,-1,378,1,profit_target,6,0.00106767235238781,2646.0119067661,2650.72539548927
2025-01-08T03:45:00Z,2648.37,2648.83,2650.32,2648.37,1318,2648.49433829693,2648.70992731845,0.16783085153611,0.116084574231536,FALSE,TRUE,TRUE,max,386,1.86810397278989,1,385,0,stop_loss,1,-0.000705256272690157,2651.63215595919,2646.96189602721
2025-01-08T04:00:00Z,2648.64,2647.11,2648.76,2646.75,1004,2648.03289219795,2648.41903144237,-0.461446098975557,-0.629276950511667,FALSE,FALSE,FALSE,,,1.88929357551089,-1,386,0,stop_loss,9,-0.000713719329952549,2644.27605963673,2648.99929357551
2025-01-08T04:45:00Z,2646.52,2646.72,2647.31,2646.5,839,2647.07344954013,2647.62880084259,-0.176724770066812,0.198362385033761,FALSE,FALSE,FALSE,,,1.75124501654744,1,389,1,profit_target,6,0.000992499215943181,2649.34686752482,2644.96875498345
2025-01-08T05:15:00Z,2647.96,2647.48,2648.03,2646.82,562,2647.40375535117,2647.64952783678,0.0381223244148714,-0.254061162207108,FALSE,FALSE,FALSE,,,1.7276084634034,-1,391,0,stop_loss,4,-0.000652548258496235,2644.8885873049,2649.2076084634
2025-01-08T06:00:00Z,2646.96,2647.06,2647.37,2646.62,581,2646.97592751146,2647.2338585973,0.0420362442710029,0.0339818778643348,FALSE,FALSE,FALSE,,,1.63448656982106,1,394,1,profit_target,1,0.000926208644583666,2649.51172985473,2645.42551343018
2025-01-08T08:15:00Z,2653.66,2652.81,2654.05,2652.21,972,2652.28514174089,2651.17089569658,0.262429129556949,-0.56621456477842,FALSE,FALSE,FALSE,,,1.86011378220405,-1,403,1,profit_target,4,0.00105177931073313,2650.01982932669,2654.6701137822
2025-01-08T09:30:00Z,2650.46,2652.75,2653.73,2649.99,1544,2651.85800220456,2651.53583498387,0.445998897719164,0.9070005511403,FALSE,FALSE,FALSE,,,2.14851438725369,1,408,0,max_holding_negative,10,-0.000490057487513027,2655.97277158088,2650.60148561275
2025-01-08T10:15:00Z,2653.43,2653.54,2654.14,2652.66,1248,2652.77644509765,2652.22714027291,0.381777451176276,-0.15088872558772,FALSE,FALSE,FALSE,,,2.16318698830795,-1,411,1,profit_target,8,0.00122281197285962,2650.29521951754,2655.70318698831
2025-01-08T11:45:00Z,2654.61,2653.07,2654.98,2653.06,904,2653.66367967936,2653.31578199891,-0.296839839677432,-0.626580080161602,FALSE,FALSE,FALSE,,,1.94374450625339,-1,417,1,profit_target,2,0.00109895960505381,2650.15438324062,2655.01374450625
2025-01-08T13:30:00Z,2647.58,2650.21,2650.76,2647.09,1583,2649.74466437995,2650.50867645445,0.232667810023486,1.21366609498818,FALSE,FALSE,FALSE,,,2.41397723873301,1,424,1,profit_target,2,0.00136629393825383,2653.8309658581,2647.79602276127
2025-01-08T15:45:00Z,2665.37,2661.33,2666.06,2660.59,2758,2661.53276625324,2659.1074024203,-0.101383126620476,-1.96430843669032,FALSE,FALSE,FALSE,,,3.82204560675481,-1,433,0,stop_loss,1,-0.00143614118006964,2655.59693158987,2665.15204560676
2025-01-08T16:15:00Z,2663.77,2664.14,2665.98,2662.84,2401,2662.91678500144,2660.72793054582,0.611607499280126,-0.160803749639399,FALSE,FALSE,FALSE,,,3.96065694147138,1,435,0,stop_loss,9,-0.00148665495862506,2670.08098541221,2660.17934305853
2025-01-08T16:45:00Z,2666.33,2665.77,2666.55,2663.75,2238,2664.60857111175,2662.46613532406,0.580714444124624,-0.530357222061866,FALSE,FALSE,FALSE,,,3.83643212259182,-1,437,0,stop_loss,4,-0.00143914595880056,2660.01535181611,2669.60643212259
2025-01-08T17:15:00Z,2664.65,2666.23,2667.22,2664.05,1997,2665.16047604967,2663.47683439049,0.534761975166475,0.517619012417072,FALSE,FALSE,FALSE,,,3.79081001929935,1,439,0,stop_loss,5,-0.00142178657478891,2671.91621502895,2662.4391899807
2025-01-08T18:00:00Z,2669.64,2669.18,2669.7,2667.41,1749,2667.77347438509,2665.86604979013,0.703262807456667,-0.546631403728497,FALSE,FALSE,FALSE,,,3.55896050406921,-1,442,1,profit_target,1,0.00200003025502359,2663.8415592439,2672.73896050407
2025-01-08T18:45:00Z,2653.14,2655.57,2656.53,2649.78,2169,2659.76732574373,2661.76099947183,-2.09866287186469,2.1443314359326,FALSE,FALSE,FALSE,,,5.03177220746646,1,445,1,max_holding_positive,10,0.00159287836509677,2663.1176583112,2650.53822779253
2025-01-08T20:00:00Z,2652.99,2656.57,2658.12,2652.33,1548,2656.06709639424,2657.7737732632,0.251451802882457,1.6842740985594,FALSE,FALSE,FALSE,,,4.74767917078687,1,450,1,profit_target,7,0.00268071940742393,2663.69151875618,2651.82232082921
2025-01-08T20:30:00Z,2660.09,2657.35,2660.09,2656.26,2033,2657.38426506411,2658.03831102743,-0.0171325320525284,-1.35143373397386,FALSE,FALSE,FALSE,,,4.58682012833736,-1,452,0,stop_loss,5,-0.00172608806831521,2650.46976980749,2661.93682012834
2025-01-08T22:00:00Z,2663.43,2662.98,2663.89,2662.03,668,2661.42484631564,2660.30197279728,0.777576842179315,-0.593788421089357,FALSE,FALSE,FALSE,,,3.41214046582367,-1,458,1,max_holding_positive,10,0.0010326776768883,2657.86178930127,2666.39214046582
2025-01-09T00:00:00Z,2661.09,2662.26,2662.92,2661.08,492,2662.06466100062,2661.40251236411,0.0976694996898004,0.2961652501549,FALSE,FALSE,FALSE,,,2.89930035962691,1,462,0,stop_loss,5,-0.00108903726894705,2666.60895053944,2659.36069964037
2025-01-09T01:00:00Z,2662.56,2660.45,2662.8,2660.43,482,2661.70524167914,2661.60771283525,-0.627620839567499,-0.736189580215978,FALSE,FALSE,FALSE,,,2.31194096595124,-1,466,1,profit_target,9,0.00130350559075599,2656.98208855107,2662.76194096595
2025-01-09T02:15:00Z,2658.09,2657.72,2659.25,2657.71,1316,2659.04217174375,2659.8929661735,-0.661085871877276,0.130542935938593,FALSE,FALSE,FALSE,,,2.19683932098451,-1,471,0,stop_loss,1,-0.000826587947934511,2654.42474101852,2659.91683932098
2025-01-09T03:45:00Z,2657.53,2658.67,2658.76,2656.82,940,2658.099518507,2658.56866511298,0.285240746501586,0.43237962674857,FALSE,FALSE,FALSE,,,2.16023184558335,1,477,1,profit_target,3,0.00121878524539531,2661.91034776838,2656.50976815442
2025-01-09T04:45:00Z,2661.55,2659.32,2661.57,2659.14,568,2659.78113945817,2659.50674761329,-0.230569729085801,-0.994715135456772,FALSE,FALSE,FALSE,,,2.17802611388727,-1,481,1,profit_target,3,0.00122852427343482,2656.05296082917,2661.49802611389
2025-01-09T05:45:00Z,2656.02,2658.93,2659.17,2655.79,929,2658.1159040905,2658.47800772425,0.407047954748577,1.25647602262598,FALSE,FALSE,FALSE,,,2.19551993332146,1,485,1,profit_target,7,0.0012385733734932,2662.22327989998,2656.73448006668
2025-01-09T06:15:00Z,2659.65,2659.05,2660.17,2658.87,822,2658.77262404022,2658.75932748483,0.138687979888346,-0.379343989943663,FALSE,FALSE,FALSE,,,2.0937711459904,-1,487,0,stop_loss,5,-0.000787413228781166,2655.90934328101,2661.14377114599
2025-01-09T07:00:00Z,2658.26,2659,2659.5,2658.26,1047,2658.6444811971,2658.65680671408,0.177759401448384,0.286120299275808,FALSE,FALSE,FALSE,,,2.01954916542696,1,490,1,profit_target,2,0.00113927181201224,2662.02932374814,2656.98045083457
