datetime,open,close,high,low,volume,hour,date,atr,atr_pct,in_session,bars_until_session_end,label,barrier_touched,bars_to_exit,realized_return,upper_barrier,lower_barrier,effective_horizon,n_concurrent,sample_weight,label_original,entry_time,exit_time,log_return,realized_return_adj,log_return_adj
2019-09-23T10:45:00Z,1519.91,1520.56,1521.22,1519.49,6231,10,2019-09-23,1.95790122973407,0.128761852852507,TRUE,33,0,vertical,20,0.00108512653233025,1525.45475307434,1515.66524692566,20,2,0.5,0,2019-09-23T10:45:00Z,2019-09-23T15:45:00Z,0.00108453820810028,0.000955126532330254,0.000954670689219303
2019-09-23T15:45:00Z,1517.46,1522.21,1522.44,1517.46,12986,15,2019-09-23,2.38455364156402,0.156650767079708,TRUE,13,0,vertical,12,0.00041387193619795,1528.17138410391,1516.24861589609,12,2,0.5,0,2019-09-23T15:45:00Z,2019-09-23T18:45:00Z,0.000413786314831494,0.00028387193619795,0.00028383165218335
2019-09-24T02:00:00Z,1520.78,1521.52,1522.15,1520.41,3772,2,2019-09-24,1.36584084012666,0.0897681818265067,TRUE,68,0,vertical,20,-0.00132104737367895,1524.93460210032,1518.10539789968,20,1,1,0,2019-09-24T02:00:00Z,2019-09-24T07:00:00Z,-0.00132192072600535,-0.00145104737367895,-0.00145210116244093
2019-09-24T07:00:00Z,1520.19,1519.51,1520.75,1519.33,2173,7,2019-09-24,1.01284563524685,0.0666560690779825,TRUE,48,1,upper,7,0.00166640172694959,1522.04211408812,1516.97788591188,20,2,0.5,1,2019-09-24T07:00:00Z,2019-09-24T08:45:00Z,0.00166501482014069,0.00153640172694959,0.00153522266933268
2019-09-24T08:45:00Z,1520.99,1522.28,1522.38,1520.59,2630,8,2019-09-24,1.21988138951713,0.0801351518457267,TRUE,41,0,vertical,20,-0.00109703865254754,1525.32970347379,1519.23029652621,20,2,0.5,0,2019-09-24T08:45:00Z,2019-09-24T13:45:00Z,-0.00109764083990559,-0.00122703865254754,-0.00122779208086185
2019-09-24T13:45:00Z,1519.93,1520.61,1520.95,1519.92,2093,13,2019-09-24,1.17500625903423,0.0772720328706395,TRUE,21,-1,lower,6,-0.00193180082176596,1523.54751564759,1517.67248435241,20,2,0.5,-1,2019-09-24T13:45:00Z,2019-09-24T15:15:00Z,-0.00193366915552695,-0.00206180082176596,-0.00206392925919289
2019-09-24T15:15:00Z,1518.22,1518.85,1520.39,1516.96,9760,15,2019-09-24,1.85628947130743,0.122216773961052,TRUE,15,1,upper,4,0.00305541934902631,1523.49072367827,1514.20927632173,14,2,0.5,1,2019-09-24T15:15:00Z,2019-09-24T16:15:00Z,0.00305076104163684,0.00292541934902631,0.00292114863689766
2019-09-24T16:15:00Z,1520.99,1523.45,1524.18,1520.25,14202,16,2019-09-24,2.58466652212482,0.169658769380342,TRUE,11,1,upper,8,0.00424146923450856,1529.91166630531,1516.98833369469,10,2,0.5,1,2019-09-24T16:15:00Z,2019-09-24T18:15:00Z,0.00423249955800168,0.00411146923450856,0.00410304024067608
2019-09-25T02:00:00Z,1531.65,1533.76,1534,1531.33,3368,2,2019-09-25,1.68213537568017,0.109673963050293,TRUE,68,-1,lower,8,-0.00274184907625732,1537.9653384392,1529.5546615608,20,1,1,-1,2019-09-25T02:00:00Z,2019-09-25T04:00:00Z,-0.00274561482942876,-0.00287184907625732,-0.00287598074706846
2019-09-25T04:00:00Z,1529.79,1530.48,1530.86,1529.6,3250,4,2019-09-25,1.68725465578022,0.110243495882352,TRUE,60,0,vertical,20,-0.000169881344414818,1534.69813663945,1526.26186336055,20,2,0.5,0,2019-09-25T04:00:00Z,2019-09-25T09:00:00Z,-0.000169895775884907,-0.000299881344414818,-0.000299926317816543
2019-09-25T09:00:00Z,1528.95,1530.22,1530.37,1527.85,4803,9,2019-09-25,1.45180966186241,0.0948758781000383,TRUE,40,-1,lower,20,-0.00237189695250102,1533.84952415466,1526.59047584534,20,2,0.5,-1,2019-09-25T09:00:00Z,2019-09-25T14:00:00Z,-0.00237471435601995,-0.00250189695250102,-0.00250503192669472
2019-09-25T14:00:00Z,1528.14,1527.26,1528.86,1525.99,5909,14,2019-09-25,1.48531454019551,0.0972535481971317,TRUE,20,-1,lower,10,-0.00243133870492825,1530.97328635049,1523.54671364951,19,2,0.5,-1,2019-09-25T14:00:00Z,2019-09-25T16:30:00Z,-0.00243429920850882,-0.00256133870492825,-0.00256462454487418
2019-09-25T16:30:00Z,1524.96,1519.5,1525.24,1518.88,14917,16,2019-09-25,2.71279436262121,0.1785320409754,TRUE,10,-1,lower,5,-0.00446330102438501,1526.28198590655,1512.71801409345,9,2,0.5,-1,2019-09-25T16:30:00Z,2019-09-25T17:45:00Z,-0.00447329128985973,-0.00459330102438501,-0.00460388264702097
2019-09-25T17:45:00Z,1513.5,1508.37,1513.93,1508.26,13124,17,2019-09-25,3.4691916431842,0.229996064837156,TRUE,5,0,vertical,4,-0.00194912388870093,1517.04297910796,1499.69702089204,4,2,0.5,0,2019-09-25T17:45:00Z,2019-09-25T18:45:00Z,-0.00195102590257667,-0.00207912388870093,-0.00208128826730105
2019-09-26T02:00:00Z,1506.5,1508.31,1508.61,1506.43,3835,2,2019-09-26,1.55313303715939,0.102971739042994,TRUE,68,0,vertical,20,0.00120001856382305,1512.1928325929,1504.4271674071,20,1,1,0,2019-09-26T02:00:00Z,2019-09-26T07:00:00Z,0.00119929911705505,0.00107001856382305,0.00106944650200107
2019-09-26T07:00:00Z,1509.77,1510.12,1510.56,1509.75,1885,7,2019-09-26,0.961109931987729,0.0636446065205235,TRUE,48,-1,lower,6,-0.00159111516301307,1512.52277482997,1507.71722517003,20,2,0.5,-1,2019-09-26T07:00:00Z,2019-09-26T08:30:00Z,-0.00159238233106258,-0.00172111516301307,-0.00172259798336258
2019-09-26T08:30:00Z,1509.54,1507.81,1509.55,1507.28,3704,8,2019-09-26,1.27646822336553,0.0846571002557039,TRUE,42,0,vertical,20,-0.000145906977669618,1511.00117055841,1504.61882944159,20,2,0.5,0,2019-09-26T08:30:00Z,2019-09-26T13:30:00Z,-0.000145917623128162,-0.000275906977669618,-0.000275945047002381
2019-09-26T13:30:00Z,1507,1507.59,1507.62,1506.63,3338,13,2019-09-26,1.42725943917033,0.094671591027423,TRUE,22,-1,lower,2,-0.00236678977568554,1511.15814859793,1504.02185140207,20,2,0.5,-1,2019-09-26T13:30:00Z,2019-09-26T14:00:00Z,-0.00236959504981017,-0.00249678977568554,-0.00249991195330775
2019-09-26T14:00:00Z,1505.62,1505.29,1505.99,1502.79,7260,14,2019-09-26,1.71458014572796,0.113903642868016,TRUE,20,-1,lower,2,-0.00284759107170046,1509.57645036432,1501.00354963568,19,2,0.5,-1,2019-09-26T14:00:00Z,2019-09-26T14:30:00Z,-0.00285165317245694,-0.00297759107170046,-0.00298203291551662
2019-09-26T14:30:00Z,1502.85,1506.69,1507.69,1499.94,16374,14,2019-09-26,2.46530991803964,0.163624230468088,TRUE,18,0,vertical,17,-0.000378312725245514,1512.8532747951,1500.5267252049,17,2,0.5,0,2019-09-26T14:30:00Z,2019-09-26T18:45:00Z,-0.000378384303557735,-0.000508312725245514,-0.000508441959955152
2019-09-27T02:00:00Z,1506.77,1506.48,1507.23,1505.96,2567,2,2019-09-27,1.2288592420412,0.081571560328793,TRUE,68,0,vertical,20,-3.98279432849725e-05,1509.5521481051,1503.4078518949,20,1,1,0,2019-09-27T02:00:00Z,2019-09-27T07:00:00Z,-3.98287364385354e-05,-0.000169827943284973,-0.000169842365683084
2019-09-27T07:00:00Z,1506.73,1506.42,1506.96,1506.33,1006,7,2019-09-27,0.923594640742428,0.0613105668234907,TRUE,48,-1,lower,4,-0.00153276417058727,1508.72898660186,1504.11101339814,20,2,0.5,-1,2019-09-27T07:00:00Z,2019-09-27T08:00:00Z,-0.00153394005531147,-0.00166276417058727,-0.00166414809723933
2019-09-27T08:00:00Z,1504.67,1503.52,1505.25,1503.33,3973,8,2019-09-27,1.0172554437911,0.0676582582068148,TRUE,44,-1,lower,2,-0.00169145645517044,1506.06313860948,1500.97686139052,20,2,0.5,-1,2019-09-27T08:00:00Z,2019-09-27T08:30:00Z,-0.00169288858278915,-0.00182145645517044,-0.00182311732408614
2019-09-27T08:30:00Z,1504.37,1499.26,1504.43,1496.92,10968,8,2019-09-27,1.68747690947079,0.112553987265104,TRUE,42,-1,lower,13,-0.00281384968162752,1503.47869227368,1495.04130772632,20,2,0.5,-1,2019-09-27T08:30:00Z,2019-09-27T11:45:00Z,-0.00281781599880382,-0.00294384968162752,-0.00294819132996854
2019-09-27T11:45:00Z,1497.22,1494.09,1497.22,1493.23,5281,11,2019-09-27,1.97849607297812,0.132421478825112,TRUE,29,-1,lower,14,-0.00331053697062781,1499.03624018245,1489.14375981755,20,2,0.5,-1,2019-09-27T11:45:00Z,2019-09-27T15:15:00Z,-0.00331602892236737,-0.00344053697062781,-0.00344646922862801
2019-09-27T15:15:00Z,1491.01,1488.97,1491.35,1487.45,14424,15,2019-09-27,2.76883584347777,0.185956456038589,TRUE,15,1,upper,9,0.00464891140096475,1495.89208960869,1482.04791039131,14,2,0.5,1,2019-09-27T15:15:00Z,2019-09-27T17:30:00Z,0.00463813858735886,0.00451891140096475,0.00450873177653299
2019-09-27T17:30:00Z,1492.12,1496.16,1499.08,1490.81,25634,17,2019-09-27,3.3785373246109,0.225813905238136,TRUE,6,0,vertical,5,0.00400358250454497,1504.60634331153,1487.71365668847,5,2,0.5,1,2019-09-27T17:30:00Z,2019-09-27T18:45:00Z,0.00399558949478988,0.00387358250454498,0.00386609950162984
2019-09-30T02:00:00Z,1496.27,1496.85,1497.22,1495.6,3356,2,2019-09-30,1.67243469316325,0.11173027979846,TRUE,68,-1,lower,9,-0.00279325699496153,1501.03108673291,1492.66891326709,20,1,1,-1,2019-09-30T02:00:00Z,2019-09-30T04:15:00Z,-0.00279716541712991,-0.00292325699496153,-0.0029275380558205
2019-09-30T04:15:00Z,1493.26,1493.27,1493.5,1492.7,1658,4,2019-09-30,1.50967419511926,0.101098541798822,TRUE,59,-1,lower,16,-0.00252746354497053,1497.0441854878,1489.4958145122,20,2,0.5,-1,2019-09-30T04:15:00Z,2019-09-30T08:15:00Z,-0.0025306629730517,-0.00265746354497053,-0.00266100086948072
2019-09-30T08:15:00Z,1490.86,1489.67,1491.05,1488.45,6075,8,2019-09-30,1.54552060302971,0.10374919297762,TRUE,43,1,upper,4,0.00259372982444043,1493.53380150757,1485.80619849243,20,2,0.5,1,2019-09-30T08:15:00Z,2019-09-30T09:15:00Z,0.00259037191233066,0.00246372982444043,0.00246069981784127
2019-09-30T09:15:00Z,1493.07,1492.95,1494.45,1492.38,6021,9,2019-09-30,1.76734306764777,0.118379253668761,TRUE,39,-1,lower,3,-0.00295948134171899,1497.36835766912,1488.53164233088,20,2,0.5,-1,2019-09-30T09:15:00Z,2019-09-30T10:00:00Z,-0.00296386926608363,-0.00308948134171899,-0.00309426364162368
2019-09-30T10:00:00Z,1490.31,1489.63,1490.6,1486.85,7004,10,2019-09-30,2.07946309631523,0.139595946397107,TRUE,36,-1,lower,14,-0.00348989865992771,1494.82865774079,1484.43134225921,20,2,0.5,-1,2019-09-30T10:00:00Z,2019-09-30T13:30:00Z,-0.00349600256172622,-0.00361989865992771,-0.00362646634744772
2019-09-30T13:30:00Z,1487.02,1483.69,1487.21,1479.98,6526,13,2019-09-30,2.16685235493081,0.146044817645924,TRUE,22,-1,lower,14,-0.00365112044114805,1489.10713088733,1478.27286911267,20,2,0.5,-1,2019-09-30T13:30:00Z,2019-09-30T17:00:00Z,-0.00365780204991615,-0.00378112044114805,-0.00378828694769658
2019-09-30T17:00:00Z,1480.82,1474.33,1482.27,1473.06,14221,17,2019-09-30,3.63281650989099,0.246404570882434,TRUE,8,0,vertical,7,-0.00266561760257191,1483.41204127473,1465.24795872527,7,2,0.5,0,2019-09-30T17:00:00Z,2019-09-30T18:45:00Z,-0.00266917668735311,-0.00279561760257191,-0.0027995326397955
2019-10-01T02:00:00Z,1473.61,1474.17,1474.79,1472.95,1976,2,2019-10-01,1.3908315760757,0.0943467562137138,TRUE,68,-1,lower,3,-0.00235866890534291,1477.64707894019,1470.69292105981,20,1,1,-1,2019-10-01T02:00:00Z,2019-10-01T02:45:00Z,-0.00236145494660682,-0.00248866890534291,-0.00249177078924655
2019-10-01T02:45:00Z,1471.9,1471.04,1472.15,1469.65,4211,2,2019-10-01,1.49629621895918,0.101716895458939,TRUE,65,-1,lower,7,-0.00254292238647351,1474.7807405474,1467.2992594526,20,2,0.5,-1,2019-10-01T02:45:00Z,2019-10-01T04:30:00Z,-0.00254616110531079,-0.00267292238647351,-0.00267650102188118
2019-10-01T04:30:00Z,1467.69,1466.68,1467.85,1466.61,2297,4,2019-10-01,1.4682570720099,0.100107526659524,TRUE,58,-1,lower,5,-0.00250268816648804,1470.35064268002,1463.00935731998,20,2,0.5,-1,2019-10-01T04:30:00Z,2019-10-01T05:45:00Z,-0.00250582512549718,-0.00263268816648804,-0.00263615978444274
2019-10-01T05:45:00Z,1467.29,1463.42,1467.4,1462.54,4758,5,2019-10-01,1.72611401845114,0.11795069210829,TRUE,53,-1,lower,15,-0.00294876730270728,1467.73528504613,1459.10471495387,20,2,0.5,-1,2019-10-01T05:45:00Z,2019-10-01T09:30:00Z,-0.0029531234826918,-0.00307876730270728,-0.0030835164569583
