datetime,open,close,high,low,volume,hour,date,atr,atr_pct,in_session,bars_until_session_end,label,barrier_touched,bars_to_exit,realized_return,upper_barrier,lower_barrier,effective_horizon,n_concurrent,sample_weight,label_original,entry_time,exit_time,log_return,realized_return_adj,log_return_adj
2019-02-26T08:00:00Z,1327.67,1327.45,1327.81,1327.06,2518,8,2019-02-26,0.670168289732185,0.0504853885066997,TRUE,48,-1,lower,2,-0.0012621347126675,1329.12542072433,1325.77457927567,20,2,0.5,-1,2019-02-26T08:00:00Z,2019-02-26T08:30:00Z,-0.00126293187550577,-0.0013921347126675,-0.00139310463247383
2019-02-26T08:30:00Z,1326.56,1325.14,1326.84,1324.84,3994,8,2019-02-26,0.904836314683066,0.0682823184480935,TRUE,46,1,upper,12,0.00170705796120231,1327.40209078671,1322.87790921329,20,2,0.5,1,2019-02-26T08:30:00Z,2019-02-26T11:30:00Z,0.00170560259378991,0.00157705796120231,0.00157581571119107
2019-02-26T11:30:00Z,1326.91,1325.83,1327.42,1325.83,2433,11,2019-02-26,0.949170956037344,0.0715906983578094,TRUE,34,-1,lower,9,-0.0017897674589452,1328.20292739009,1323.45707260991,20,2,0.5,-1,2019-02-26T11:30:00Z,2019-02-26T13:45:00Z,-0.00179137100632735,-0.0019197674589452,-0.00192161257433322
2019-02-26T13:45:00Z,1324.26,1323.93,1324.4,1323.43,3573,13,2019-02-26,0.986910266282584,0.0745439914710433,TRUE,25,1,upper,3,0.00186359978677607,1326.39727566571,1321.46272433429,20,2,0.5,1,2019-02-26T13:45:00Z,2019-02-26T14:30:00Z,0.00186186543911233,0.00173359978677607,0.00173209883711262
2019-02-26T14:30:00Z,1324.63,1326.35,1327.21,1324.52,6323,14,2019-02-26,1.28095758412001,0.0965776442206063,TRUE,22,0,vertical,20,-0.000376974403438007,1329.5523939603,1323.1476060397,20,2,0.5,0,2019-02-26T14:30:00Z,2019-02-26T19:30:00Z,-0.000377045476150694,-0.000506974403438007,-0.000507102958412149
2019-02-27T02:00:00Z,1328.61,1328.72,1328.81,1328.61,90,2,2019-02-27,0.546549625102414,0.0411335439447298,TRUE,72,-1,lower,6,-0.00102833859861821,1330.08637406276,1327.35362593724,20,1,1,-1,2019-02-27T02:00:00Z,2019-02-27T03:30:00Z,-0.00102886770151727,-0.00115833859861821,-0.00115900999128955
2019-02-27T05:30:00Z,1327.72,1327.69,1327.73,1327.54,350,5,2019-02-27,0.609894662592179,0.0459365260408815,TRUE,58,-1,lower,14,-0.001148413151022,1329.21473665648,1326.16526334352,20,1,1,-1,2019-02-27T05:30:00Z,2019-02-27T09:00:00Z,-0.00114907308270257,-0.001278413151022,-0.00127923101823675
2019-02-27T09:00:00Z,1326.72,1325.82,1326.97,1325.64,3849,9,2019-02-27,0.704756626248984,0.0531562826212445,TRUE,44,1,upper,13,0.00132890706553104,1327.58189156562,1324.05810843438,20,2,0.5,1,2019-02-27T09:00:00Z,2019-02-27T12:15:00Z,0.00132802485003849,0.00119890706553104,0.00119818895036664
2019-02-27T12:15:00Z,1327.47,1327.44,1327.97,1327.11,2297,12,2019-02-27,0.722480402390415,0.0544265957324184,TRUE,31,-1,lower,9,-0.00136066489331038,1329.24620100598,1325.63379899402,20,2,0.5,-1,2019-02-27T12:15:00Z,2019-02-27T14:30:00Z,-0.00136159143835996,-0.00149066489331038,-0.00149177703958482
2019-02-27T14:30:00Z,1326.59,1326.05,1326.79,1325.27,5257,14,2019-02-27,1.19088980809699,0.0898073080273742,TRUE,22,-1,lower,5,-0.0022451827006844,1329.02722452024,1323.07277547976,20,2,0.5,-1,2019-02-27T14:30:00Z,2019-02-27T15:45:00Z,-0.0022477069022677,-0.0023751827006844,-0.00237800792161237
2019-02-27T15:45:00Z,1323.79,1323.02,1323.85,1322.41,5483,15,2019-02-27,1.29584592278317,0.0979460569593183,TRUE,17,-1,lower,7,-0.00244865142398292,1326.25961480696,1319.78038519304,16,2,0.5,-1,2019-02-27T15:45:00Z,2019-02-27T17:30:00Z,-0.00245165427383758,-0.00257865142398292,-0.00258198187217481
2019-02-27T17:30:00Z,1321.34,1319.8,1321.37,1319.4,5962,17,2019-02-27,1.5155964557448,0.114835312603788,TRUE,10,0,vertical,9,-0.00030307622367015,1323.58899113936,1316.01100886064,9,2,0.5,0,2019-02-27T17:30:00Z,2019-02-27T19:45:00Z,-0.000303122160550591,-0.00043307622367015,-0.000433170028261928
2019-02-28T02:00:00Z,1320.59,1320.45,1320.97,1320.22,2303,2,2019-02-28,0.650469073353783,0.0492611665230628,TRUE,72,-1,lower,1,-0.00123152916307663,1322.07617268338,1318.82382731662,20,1,1,-1,2019-02-28T02:00:00Z,2019-02-28T02:15:00Z,-0.00123228811829741,-0.00136152916307663,-0.00136245688608449
2019-02-28T02:15:00Z,1320.46,1318.91,1320.52,1318.77,2811,2,2019-02-28,0.760422166018405,0.0576553491912568,TRUE,71,0,vertical,20,-6.06561478798058e-05,1320.81105541505,1317.00894458495,20,2,0.5,0,2019-02-28T02:15:00Z,2019-02-28T07:15:00Z,-6.06579875382855e-05,-0.000190656147879806,-0.000190674325073626
2019-02-28T07:15:00Z,1318.77,1318.83,1318.95,1318.33,2786,7,2019-02-28,0.547659484000746,0.0415261621286099,TRUE,51,1,upper,3,0.00103815405321521,1320.19914871,1317.46085129,20,2,0.5,1,2019-02-28T07:15:00Z,2019-02-28T08:00:00Z,0.00103761554396754,0.000908154053215206,0.000907741930817895
2019-02-28T08:00:00Z,1319.91,1320.35,1320.38,1319.17,3376,8,2019-02-28,0.660553763836555,0.0500286866237403,TRUE,48,1,upper,1,0.00125071716559352,1322.00138440959,1318.69861559041,20,2,0.5,1,2019-02-28T08:00:00Z,2019-02-28T08:15:00Z,0.00124993567043113,0.00112071716559352,0.00112008963092645
