datetime,open,close,high,low,volume,hour,date,atr,atr_pct,in_session,bars_until_session_end,label,barrier_touched,bars_to_exit,realized_return,upper_barrier,lower_barrier,effective_horizon,n_concurrent,sample_weight,entry_time,exit_time
2019-03-08T14:45:00Z,1297.48,1297.99,1298.98,1296.05,11119,14,2019-03-08,1.64650467646834,0.126850336017099,TRUE,21,0,vertical,20,0.000885985254123754,1302.10626169117,1293.87373830883,20,1,1,2019-03-08T14:45:00Z,2019-03-08T19:45:00Z
2019-03-11T02:00:00Z,1298.23,1296.77,1298.31,1296.73,2917,2,2019-03-11,0.832273350343561,0.0641804907842995,TRUE,72,1,vertical,20,0.00117214309399507,1298.85068337586,1294.68931662414,20,1,1,2019-03-11T02:00:00Z,2019-03-11T07:00:00Z
2019-03-12T02:00:00Z,1293.35,1294.26,1294.26,1292.94,2379,2,2019-03-12,0.743263324471114,0.0574276671202938,TRUE,72,1,upper,8,0.00143569167800728,1296.11815831118,1292.40184168882,20,1,1,2019-03-12T02:00:00Z,2019-03-12T04:00:00Z
2019-03-12T13:45:00Z,1299.09,1298.24,1299.55,1298.06,6288,13,2019-03-12,1.12724803152756,0.0868289400671343,TRUE,25,0,vertical,20,0.000115541040177541,1301.05812007882,1295.42187992118,20,1,1,2019-03-12T13:45:00Z,2019-03-12T18:45:00Z
2019-03-13T02:00:00Z,1304.07,1304.01,1304.78,1303.4,3833,2,2019-03-13,0.875341165144479,0.0671268751884172,TRUE,72,0,vertical,20,-7.66865284774726e-06,1306.19835291286,1301.82164708714,20,1,1,2019-03-13T02:00:00Z,2019-03-13T07:00:00Z
2019-03-13T09:45:00Z,1306.08,1306.56,1306.58,1305.56,2868,9,2019-03-13,0.836191450219103,0.0639994680855914,TRUE,41,1,upper,5,0.00159998670213982,1308.65047862555,1304.46952137445,20,1,1,2019-03-13T09:45:00Z,2019-03-13T11:00:00Z
2019-03-14T02:00:00Z,1308.22,1307.29,1308.59,1306.67,3482,2,2019-03-14,0.770207676904907,0.0589163595609932,TRUE,72,-1,lower,6,-0.00147290898902485,1309.21551919226,1305.36448080774,20,1,1,2019-03-14T02:00:00Z,2019-03-14T03:30:00Z
2019-03-14T10:45:00Z,1299.01,1297.12,1299.07,1295.85,5718,10,2019-03-14,1.35184827175938,0.104219214240732,TRUE,37,-1,lower,13,-0.00260548035601825,1300.4996206794,1293.7403793206,20,1,1,2019-03-14T10:45:00Z,2019-03-14T14:00:00Z
2019-03-14T14:15:00Z,1293.58,1294.71,1295.02,1293.44,4881,14,2019-03-14,1.57045285499062,0.121297653914052,TRUE,23,0,vertical,20,0.00148295757351073,1298.63613213748,1290.78386786252,20,1,1,2019-03-14T14:15:00Z,2019-03-14T19:15:00Z
2019-03-15T02:00:00Z,1295.59,1295.23,1296.25,1295.2,2583,2,2019-03-15,0.729531263482612,0.0563244569290869,TRUE,72,1,upper,7,0.00140811142322709,1297.05382815871,1293.40617184129,20,1,1,2019-03-15T02:00:00Z,2019-03-15T03:45:00Z
2019-03-15T04:00:00Z,1298.83,1299.21,1299.91,1298.23,6356,4,2019-03-15,1.21046201589916,0.0931690808952483,TRUE,64,1,upper,17,0.00232922702238121,1302.23615503975,1296.18384496025,20,1,1,2019-03-15T04:00:00Z,2019-03-15T08:15:00Z
2019-03-18T02:00:00Z,1299.3,1299.29,1299.44,1298.15,3214,2,2019-03-18,0.704120979531372,0.0541927498504084,TRUE,72,0,vertical,20,-0.000246288357487502,1301.05030244883,1297.52969755117,20,1,1,2019-03-18T02:00:00Z,2019-03-18T07:00:00Z
2019-03-18T07:45:00Z,1301.44,1303.49,1303.95,1301.41,4951,7,2019-03-18,0.990495636825941,0.0759879735806136,TRUE,49,1,upper,17,0.00189969933951531,1305.96623909206,1301.01376090794,20,1,1,2019-03-18T07:45:00Z,2019-03-18T12:00:00Z
2019-03-19T02:00:00Z,1304.85,1305.27,1305.39,1304.51,1684,2,2019-03-19,0.761673583868824,0.0583537186841668,TRUE,72,1,upper,5,0.00145884296710419,1307.17418395967,1303.36581604033,20,1,1,2019-03-19T02:00:00Z,2019-03-19T03:15:00Z
2019-03-19T11:45:00Z,1307.99,1307.78,1308.28,1307.75,2331,11,2019-03-19,0.856922467969331,0.0655249711701762,TRUE,33,1,upper,6,0.00163812427925443,1309.92230616992,1305.63769383008,20,1,1,2019-03-19T11:45:00Z,2019-03-19T13:15:00Z
2019-03-19T14:15:00Z,1309.85,1309.83,1310.68,1308.94,4556,14,2019-03-19,1.19591805958117,0.0913033034501551,TRUE,23,-1,lower,5,-0.00228258258625387,1312.81979514895,1306.84020485105,20,1,1,2019-03-19T14:15:00Z,2019-03-19T15:30:00Z
2019-03-20T02:00:00Z,1304.65,1304.16,1304.7,1303.75,3145,2,2019-03-20,0.869489518838868,0.0666704636577466,TRUE,72,1,upper,20,0.00166676159144367,1306.3337237971,1301.9862762029,20,1,1,2019-03-20T02:00:00Z,2019-03-20T07:00:00Z
2019-03-20T08:45:00Z,1302.73,1303.31,1303.35,1302.52,3453,8,2019-03-20,0.7787162732242,0.0597491213313947,TRUE,45,1,upper,12,0.00149372803328487,1305.25679068306,1301.36320931694,20,1,1,2019-03-20T08:45:00Z,2019-03-20T11:45:00Z
2019-03-20T13:30:00Z,1306.5,1308.01,1308.16,1306.49,4220,13,2019-03-20,1.09400393154734,0.0836388048674961,TRUE,26,-1,lower,7,-0.00209097012168748,1310.74500982887,1305.27499017113,20,1,1,2019-03-20T13:30:00Z,2019-03-20T15:15:00Z
2019-03-20T16:00:00Z,1303.53,1303.53,1303.76,1303.24,3922,16,2019-03-20,1.27847849050418,0.0980781792904025,TRUE,16,-1,lower,3,-0.00245195448226014,1306.72619622626,1300.33380377374,15,1,1,2019-03-20T16:00:00Z,2019-03-20T16:45:00Z
