datetime,open,close,high,low,volume,rsi,ema_fast,ema_slow,ema_velocity,ema_acceleration,is_local_min_candidate,is_local_max_candidate,extrema_confirmed,extrema_type,confirmation_bar,atr,primary_signal,signal_bar,meta_label,exit_reason,bars_held,realized_pnl,profit_target,stop_loss
2025-01-02T03:30:00Z,2635.58,2633.36,2635.68,2632.62,1867,68.9189189189206,2633.3499054006,2631.0741619487,0.00504729969998152,-1.10752364985046,FALSE,FALSE,FALSE,,,2.71428571428571,-1,15,0,stop_loss,25,-0.00154609645905932,2627.93142857143,2637.43142857143
2025-01-02T06:45:00Z,2634.85,2633.9,2635.27,2633.88,1444,62.1891632802458,2634.01424421842,2633.5556558208,-0.0571221092091037,-0.451438945394784,FALSE,FALSE,FALSE,,,2.10019802400183,-1,28,0,stop_loss,12,-0.00119605795056872,2629.699603952,2637.050297036
2025-01-02T11:30:00Z,2644.66,2643.97,2645.59,2643.1,1651,71.2468587253389,2641.18052003631,2639.1110657673,1.39473998184576,-1.07736999092276,FALSE,FALSE,FALSE,,,3.09575846768214,-1,47,1,profit_target,11,0.00234175007105385,2637.77848306464,2648.61363770152
2025-01-02T18:15:00Z,2659.05,2656.25,2659.88,2655.95,1717,67.0741038642602,2656.87492582672,2654.65029959992,-0.312462913361742,-1.25376854331944,FALSE,FALSE,FALSE,,,3.79843197082749,-1,74,0,max_holding_negative,25,-0.00103152941176462,2648.65313605835,2661.94764795624
2025-01-02T21:30:00Z,2659.85,2659.07,2660.36,2658.75,1432,64.8900656562986,2657.72829165883,2656.72056709933,0.670854170587518,-0.730427085294195,FALSE,FALSE,FALSE,,,3.02757187050249,-1,87,0,stop_loss,19,-0.00170787448459563,2653.014856259,2663.61135780575
2025-01-03T04:30:00Z,2663.44,2662.39,2663.57,2661.94,1042,61.4920404231354,2662.2328812762,2661.33972000858,0.0785593618984422,-0.559279680949658,FALSE,FALSE,FALSE,,,2.672832209132,-1,111,1,profit_target,9,0.00200784423704409,2657.04433558174,2666.3992483137
2025-01-03T18:00:00Z,2639.81,2641.39,2642.57,2639.35,1255,36.3840359947613,2641.77200794138,2643.44612025604,-0.191003970689053,0.865501985344508,FALSE,FALSE,FALSE,,,3.54476055784109,1,165,0,max_holding_negative,25,-0.00085561011437151,2648.47952111568,2636.07285916324
2025-01-06T08:45:00Z,2625.67,2626.79,2627.71,2625.41,1043,25.417231974016,2628.77891366972,2630.84420957529,-0.994456834857374,1.05222841742898,FALSE,FALSE,FALSE,,,2.65563050569465,1,221,1,profit_target,4,0.00202195874485187,2632.10126101139,2622.80655424146
2025-01-06T13:00:00Z,2645.57,2643.84,2646.93,2642.47,2167,62.9239978985363,2643.08942452003,2639.97179743656,0.375287739986561,-1.04764386999295,FALSE,FALSE,FALSE,,,3.57410805014254,-1,238,1,profit_target,6,0.00270372492294731,2636.69178389972,2649.20116207521
2025-01-07T07:15:00Z,2645.33,2645.36,2645.77,2643.23,1423,77.5177453093651,2644.05622200352,2642.39493736284,0.651888998242612,-0.305944499120415,FALSE,FALSE,FALSE,,,2.17563960262404,-1,307,1,profit_target,2,0.00164487223109441,2641.00872079475,2648.62345940394
2025-01-07T15:00:00Z,2662.54,2658.51,2662.78,2658.49,2348,71.304758303922,2658.46443894954,2655.25503304353,0.022780525230246,-1.92639026261531,FALSE,FALSE,FALSE,,,3.4007160779055,-1,338,1,profit_target,4,0.00255836244957183,2651.70856784419,2663.61107411686
2025-01-08T08:15:00Z,2653.66,2652.81,2654.05,2652.21,972,64.3741286338481,2652.28514174089,2651.17089569658,0.262429129556949,-0.56621456477842,FALSE,FALSE,FALSE,,,1.88300038937103,-1,403,1,profit_target,16,0.00141962702897764,2649.04399922126,2655.63450058406
2025-01-08T18:00:00Z,2669.64,2669.18,2669.7,2667.41,1749,70.8574573012254,2667.77347438509,2665.86604979013,0.703262807456667,-0.546631403728497,FALSE,FALSE,FALSE,,,3.45892401920932,-1,442,1,profit_target,2,0.00259175028975883,2662.26215196158,2674.36838602881
2025-01-09T08:00:00Z,2666.68,2665.51,2666.68,2664.9,1157,64.3836041859558,2663.73360122412,2661.96849729193,0.888199387940404,-1.02409969397013,FALSE,FALSE,FALSE,,,2.28954412079135,-1,494,1,profit_target,4,0.00171790323112,2660.93091175842,2668.94431618119
2025-01-09T14:45:00Z,2677.14,2672.59,2677.76,2671.95,2268,58.7092547392452,2673.94019104762,2672.70616672003,-0.675095523808523,-1.96745223809603,FALSE,FALSE,FALSE,,,3.35262324637593,-1,521,1,profit_target,13,0.00250889455275667,2665.88475350725,2677.61893486956
2025-01-13T02:30:00Z,2680.65,2683.38,2684.65,2679.5,2464,40.5695784124406,2684.4582328444,2686.40899027026,-0.539116422198731,1.64955821109925,FALSE,FALSE,FALSE,,,3.728614644698,1,656,1,profit_target,19,0.00277904332945608,2690.8372292894,2677.78707803295
2025-01-13T14:45:00Z,2665.01,2669.15,2669.95,2663.94,2546,34.7546607721098,2668.74297486535,2670.93313441746,0.203512567325561,1.94824371633786,FALSE,FALSE,FALSE,,,4.2255432473378,1,705,0,stop_loss,8,-0.00237465667759653,2677.60108649468,2662.81168512899
2025-01-13T20:15:00Z,2657.52,2658.54,2658.61,2656.71,1360,35.9947385448967,2659.02546844043,2660.27368745868,-0.242734220212697,0.721367110106712,FALSE,FALSE,FALSE,,,3.51292465884449,1,727,1,profit_target,12,0.00264274726642777,2665.56584931769,2653.27061301173
2025-01-14T15:15:00Z,2661.22,2661,2663.88,2659.94,2516,32.0209609666934,2662.96717381894,2664.6378345154,-0.983586909471796,0.361793454736016,FALSE,FALSE,FALSE,,,3.85941527981633,1,799,1,profit_target,3,0.0029007255015531,2668.71883055963,2655.21087708028
