Strategy,Instrument,Symbol,Params,Param_period,Param_lower,Param_upper,Param_exit_mid,Param_atr_period,Param_sl_atr_mult,Param_tp_atr_mult,Cost_bps_side,Execution,Bars_per_Year,Bars_IS,Bars_OS,IS_Sharpe,IS_Sortino,IS_ProfitFactor,IS_Trades,OS_Sharpe,OS_Sortino,OS_Calmar,OS_CAGR,OS_MaxDD,OS_TotalReturn,OS_WinRate,OS_ProfitFactor,OS_Trades,OS_Exposure,Worst_Year_Ret,Yearly_Breakdown,Error,F1_OS_MaxDD_above_neg15,F2_OS_PF_gt_1.2,F3_OS_Sortino_gt_1.0,F4_OS_Calmar_gt_0.5,F5_IS_PF_gt_1.0,F6_OS_WinRate_band,F7_AllYearsProfitable,Active_Filters,PASSED_ALL,Param_entry_z,Param_exit_z,Param_ema_period,Param_mult,Param_cmo_period,Param_cmo_threshold,Param_vhf_period,Param_vhf_threshold,Param_stc_fast,Param_stc_slow,Param_stc_cycle,Param_stc_entry_long,Param_stc_entry_short,Param_lookback,Param_exit_n,Param_tenkan_n,Param_kijun_n,Param_senkou_b_n,Param_displacement,Param_cloud_filter,Param_fast,Param_slow,Param_min_session_bar,Param_flat_overnight,Param_signal,Param_trend_len,Param_session_start_h,Param_session_end_h,Param_or_bars,Param_last_entry_h,Param_bb_mult,Param_kc_mult,Param_ema_len,Param_rsi_len,Param_rsi_buy,Param_rsi_sell,Param_prev_close_h,Param_sess_start_h,Param_sess_start_m,Param_exit_h,Param_exit_m,Param_gap_thresh,Param_direction,Param_st_period,Param_st_mult,Param_or_candles,Param_gap_atr_mult,Param_atr_n,Param_adx_filter,Param_vol_lookback,Param_vol_threshold,Param_kc_length,Param_ma_fast_len,Param_ma_slow_len,Param_min_range,Param_breakout_window,Param_min_kc_dist_pct,Param_rsi_length,Param_div_lookback,Param_max_dtd_pct,Param_threshold,Param_exit_level
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.0, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",50.0,,,,14,1.5,2.0,4.01,next_open,72576,171774,73618,-10.239,-4.803,0.789,4485,-5.865,-2.746,-0.987,-0.7534,-0.7632,-0.7583,0.4781,0.835,1807,0.181,-0.7691,2023:-68.1% 2024:-76.9% 2025:-71.2% 2026:-47.7%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.0, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",50.0,,,,14,1.5,3.0,4.01,next_open,72576,171774,73618,-9.437,-4.678,0.804,4485,-5.939,-2.945,-0.988,-0.7869,-0.7964,-0.7916,0.4494,0.811,1807,0.209,-0.7569,2023:-68.8% 2024:-75.7% 2025:-69.0% 2026:-56.5%,,False,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.0, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",50.0,,,,14,2.5,2.0,4.01,next_open,72576,171774,73618,-8.543,-4.698,0.8,4485,-6.083,-3.238,-0.986,-0.8233,-0.8353,-0.8277,0.5789,0.784,1807,0.261,-0.7733,2023:-67.3% 2024:-77.3% 2025:-71.9% 2026:-62.0%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.0, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",50.0,,,,14,2.5,3.0,4.01,next_open,72576,171774,73618,-7.955,-4.6,0.812,4485,-6.167,-3.478,-0.986,-0.8533,-0.8654,-0.8572,0.5545,0.767,1807,0.298,-0.7614,2023:-67.5% 2024:-76.1% 2025:-70.7% 2026:-69.6%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",50.0,,,,10,1.5,2.0,4.01,next_open,72576,171774,73618,-12.206,-6.003,0.766,5478,-6.758,-3.298,-0.992,-0.817,-0.8235,-0.8214,0.5261,0.836,2218,0.193,-0.8449,2023:-76.2% 2024:-84.5% 2025:-76.3% 2026:-57.9%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",50.0,,,,10,1.5,3.0,4.01,next_open,72576,171774,73618,-11.823,-5.921,0.773,5478,-6.979,-3.448,-0.993,-0.8364,-0.8425,-0.8405,0.5158,0.817,2218,0.201,-0.8385,2023:-76.6% 2024:-83.8% 2025:-75.3% 2026:-63.1%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.5, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",50.0,,,,10,2.5,2.0,4.01,next_open,72576,171774,73618,-10.503,-5.916,0.77,5478,-6.766,-3.671,-0.991,-0.8695,-0.8771,-0.8732,0.6172,0.79,2218,0.267,-0.847,2023:-77.5% 2024:-84.7% 2025:-76.2% 2026:-69.1%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.5, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",50.0,,,,10,2.5,3.0,4.01,next_open,72576,171774,73618,-10.347,-5.92,0.771,5478,-6.801,-3.75,-0.991,-0.8791,-0.887,-0.8827,0.6105,0.781,2218,0.279,-0.8448,2023:-78.5% 2024:-84.5% 2025:-75.5% 2026:-71.7%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.5, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",50.0,,,,14,1.5,2.0,4.01,next_open,72576,171774,73618,-12.749,-6.199,0.757,5478,-6.651,-3.211,-0.992,-0.8033,-0.8101,-0.8078,0.5167,0.85,2218,0.186,-0.8438,2023:-77.4% 2024:-84.4% 2025:-76.6% 2026:-54.7%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.5, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",50.0,,,,14,1.5,3.0,4.01,next_open,72576,171774,73618,-12.082,-5.998,0.774,5478,-6.798,-3.339,-0.992,-0.8241,-0.8305,-0.8284,0.5072,0.831,2218,0.196,-0.8346,2023:-76.6% 2024:-83.5% 2025:-74.6% 2026:-61.7%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.5, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",50.0,,,,14,2.5,2.0,4.01,next_open,72576,171774,73618,-10.789,-6.007,0.764,5478,-6.484,-3.494,-0.99,-0.8502,-0.8585,-0.8542,0.6136,0.81,2218,0.26,-0.8477,2023:-77.2% 2024:-84.8% 2025:-78.2% 2026:-62.5%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=1.5, exit_z=0.5, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",50.0,,,,14,2.5,3.0,4.01,next_open,72576,171774,73618,-10.31,-5.844,0.778,5478,-6.577,-3.617,-0.99,-0.8669,-0.8756,-0.8707,0.6064,0.794,2218,0.275,-0.8408,2023:-76.7% 2024:-84.1% 2025:-76.7% 2026:-68.2%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.0, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",50.0,,,,10,1.5,2.0,4.01,next_open,72576,171774,73618,-7.926,-3.362,0.816,3305,-6.321,-2.539,-0.988,-0.759,-0.7685,-0.7638,0.4558,0.748,1325,0.144,-0.664,2023:-58.1% 2024:-66.4% 2025:-59.2% 2026:-58.1%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.0, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",50.0,,,,10,1.5,3.0,4.01,next_open,72576,171774,73618,-7.127,-3.23,0.839,3305,-5.957,-2.558,-0.986,-0.7609,-0.7717,-0.7658,0.4226,0.76,1325,0.169,-0.653,2023:-57.0% 2024:-65.3% 2025:-57.5% 2026:-59.0%,,False,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.0, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",50.0,,,,10,2.5,2.0,4.01,next_open,72576,171774,73618,-6.907,-3.412,0.815,3305,-5.914,-2.737,-0.99,-0.805,-0.8131,-0.8095,0.5562,0.735,1325,0.207,-0.6652,2023:-61.7% 2024:-66.5% 2025:-60.1% 2026:-65.1%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.0, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",50.0,,,,10,2.5,3.0,4.01,next_open,72576,171774,73618,-6.25,-3.29,0.838,3305,-5.781,-2.859,-0.989,-0.8182,-0.8276,-0.8225,0.5268,0.74,1325,0.241,-0.672,2023:-60.2% 2024:-65.6% 2025:-59.5% 2026:-67.2%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.0, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",50.0,,,,14,1.5,2.0,4.01,next_open,72576,171774,73618,-8.595,-3.529,0.799,3305,-6.331,-2.482,-0.987,-0.7474,-0.7569,-0.7523,0.4468,0.756,1325,0.135,-0.6679,2023:-59.1% 2024:-66.8% 2025:-61.7% 2026:-54.9%,,False,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.0, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",50.0,,,,14,1.5,3.0,4.01,next_open,72576,171774,73618,-7.151,-3.192,0.847,3305,-6.015,-2.553,-0.986,-0.7588,-0.7696,-0.7637,0.4106,0.759,1325,0.162,-0.6425,2023:-56.3% 2024:-64.3% 2025:-58.0% 2026:-57.8%,,False,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.0, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",50.0,,,,14,2.5,2.0,4.01,next_open,72576,171774,73618,-7.403,-3.554,0.8,3305,-5.801,-2.63,-0.99,-0.7843,-0.7925,-0.789,0.5509,0.749,1325,0.195,-0.6757,2023:-61.0% 2024:-67.6% 2025:-62.5% 2026:-60.7%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.0, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",50.0,,,,14,2.5,3.0,4.01,next_open,72576,171774,73618,-6.2,-3.214,0.847,3305,-5.61,-2.757,-0.988,-0.8023,-0.812,-0.8069,0.5192,0.751,1325,0.233,-0.6532,2023:-57.5% 2024:-65.3% 2025:-60.2% 2026:-63.6%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",50.0,,,,10,1.5,2.0,4.01,next_open,72576,171774,73618,-8.959,-3.839,0.809,3772,-6.265,-2.531,-0.989,-0.7587,-0.7674,-0.7636,0.4865,0.789,1521,0.143,-0.7074,2023:-62.5% 2024:-70.7% 2025:-64.4% 2026:-55.6%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",50.0,,,,10,1.5,3.0,4.01,next_open,72576,171774,73618,-8.531,-3.78,0.818,3772,-6.093,-2.535,-0.988,-0.7603,-0.7696,-0.7652,0.4694,0.793,1521,0.155,-0.7004,2023:-62.8% 2024:-70.0% 2025:-62.5% 2026:-57.3%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.5, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",50.0,,,,10,2.5,2.0,4.01,next_open,72576,171774,73618,-7.733,-3.782,0.812,3772,-6.431,-2.935,-0.992,-0.8311,-0.8379,-0.8354,0.5865,0.739,1521,0.2,-0.6963,2023:-66.0% 2024:-69.6% 2025:-64.7% 2026:-68.0%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.5, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",50.0,,,,10,2.5,3.0,4.01,next_open,72576,171774,73618,-7.456,-3.755,0.817,3772,-6.284,-2.958,-0.992,-0.8348,-0.8419,-0.839,0.5726,0.744,1521,0.216,-0.6961,2023:-66.6% 2024:-69.6% 2025:-63.6% 2026:-68.7%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.5, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",50.0,,,,14,1.5,2.0,4.01,next_open,72576,171774,73618,-9.471,-3.987,0.798,3772,-6.201,-2.461,-0.988,-0.7433,-0.7523,-0.7482,0.4773,0.802,1521,0.136,-0.7055,2023:-64.8% 2024:-70.5% 2025:-64.9% 2026:-51.9%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.5, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",50.0,,,,14,1.5,3.0,4.01,next_open,72576,171774,73618,-8.606,-3.768,0.825,3772,-6.072,-2.506,-0.988,-0.7533,-0.7627,-0.7582,0.4589,0.799,1521,0.15,-0.6895,2023:-63.0% 2024:-69.0% 2025:-62.2% 2026:-55.9%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.5, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",50.0,,,,14,2.5,2.0,4.01,next_open,72576,171774,73618,-8.082,-3.888,0.803,3772,-6.164,-2.774,-0.991,-0.8056,-0.813,-0.8102,0.5792,0.761,1521,0.191,-0.7053,2023:-65.9% 2024:-70.5% 2025:-65.9% 2026:-62.2%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.0, exit_z=0.5, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",50.0,,,,14,2.5,3.0,4.01,next_open,72576,171774,73618,-7.418,-3.694,0.826,3772,-6.184,-2.895,-0.991,-0.8236,-0.831,-0.8279,0.5634,0.752,1521,0.21,-0.6949,2023:-64.4% 2024:-69.5% 2025:-64.4% 2026:-65.7%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.5, exit_z=0.0, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",50.0,,,,10,1.5,2.0,4.01,next_open,72576,171774,73618,-6.344,-2.265,0.82,2315,-5.759,-1.865,-0.99,-0.6833,-0.6903,-0.6885,0.4339,0.723,938,0.097,-0.5789,2023:-44.8% 2024:-57.9% 2025:-51.6% 2026:-48.4%,,False,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.5, exit_z=0.0, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",50.0,,,,10,1.5,3.0,4.01,next_open,72576,171774,73618,-5.713,-2.203,0.839,2315,-5.451,-1.938,-0.989,-0.6884,-0.6959,-0.6936,0.3838,0.737,938,0.121,-0.5724,2023:-44.0% 2024:-57.2% 2025:-51.2% 2026:-48.8%,,False,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.5, exit_z=0.0, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",50.0,,,,10,2.5,2.0,4.01,next_open,72576,171774,73618,-5.551,-2.326,0.822,2315,-5.036,-1.959,-0.985,-0.7136,-0.7243,-0.7187,0.5512,0.729,938,0.152,-0.5637,2023:-48.8% 2024:-56.4% 2025:-54.5% 2026:-51.0%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.5, exit_z=0.0, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",50.0,,,,10,2.5,3.0,4.01,next_open,72576,171774,73618,-5.071,-2.283,0.838,2315,-4.961,-2.097,-0.983,-0.7314,-0.7438,-0.7364,0.5032,0.734,938,0.183,-0.5605,2023:-48.3% 2024:-56.0% 2025:-55.9% 2026:-51.8%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.5, exit_z=0.0, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",50.0,,,,14,1.5,2.0,4.01,next_open,72576,171774,73618,-7.085,-2.416,0.794,2315,-5.911,-1.827,-0.99,-0.6759,-0.6829,-0.6811,0.4254,0.723,938,0.086,-0.5861,2023:-46.8% 2024:-58.6% 2025:-53.3% 2026:-47.0%,,False,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.5, exit_z=0.0, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",50.0,,,,14,1.5,3.0,4.01,next_open,72576,171774,73618,-5.887,-2.215,0.837,2315,-5.666,-1.955,-0.989,-0.6929,-0.7003,-0.6981,0.3753,0.727,938,0.113,-0.5673,2023:-44.3% 2024:-56.7% 2025:-50.8% 2026:-50.2%,,False,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.5, exit_z=0.0, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",50.0,,,,14,2.5,2.0,4.01,next_open,72576,171774,73618,-6.049,-2.435,0.805,2315,-4.995,-1.857,-0.984,-0.6947,-0.7059,-0.6998,0.5458,0.739,938,0.138,-0.5738,2023:-47.6% 2024:-57.4% 2025:-56.9% 2026:-47.7%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.5, exit_z=0.0, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",50.0,,,,14,2.5,3.0,4.01,next_open,72576,171774,73618,-5.097,-2.251,0.843,2315,-4.945,-2.035,-0.985,-0.7232,-0.7344,-0.7282,0.4957,0.737,938,0.172,-0.5735,2023:-44.8% 2024:-55.8% 2025:-57.4% 2026:-50.2%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.5, exit_z=0.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",50.0,,,,10,1.5,2.0,4.01,next_open,72576,171774,73618,-7.061,-2.496,0.805,2512,-6.037,-1.967,-0.991,-0.7085,-0.7151,-0.7136,0.4394,0.718,1006,0.094,-0.6085,2023:-47.7% 2024:-60.8% 2025:-57.4% 2026:-49.0%,,False,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,2.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.5, exit_z=0.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",50.0,,,,10,1.5,3.0,4.01,next_open,72576,171774,73618,-6.476,-2.392,0.827,2512,-5.929,-2.045,-0.99,-0.7172,-0.7242,-0.7223,0.4085,0.72,1006,0.108,-0.5865,2023:-46.9% 2024:-58.6% 2025:-58.1% 2026:-49.3%,,False,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,2.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bollinger_ZScore_MR,SILVER_MINUTE_5,SILVER,"period=50, entry_z=2.5, exit_z=0.5, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",50.0,,,,10,2.5,2.0,4.01,next_open,72576,171774,73618,-6.127,-2.488,0.811,2512,-5.483,-2.101,-0.99,-0.7442,-0.7521,-0.7492,0.5567,0.712,1006,0.142,-0.5993,2023:-51.1% 2024:-57.5% 2025:-59.9% 2026:-54.1%,,False,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,2.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
