Strategy,Instrument,Symbol,Params,Param_period,Param_lower,Param_upper,Param_exit_mid,Param_atr_period,Param_sl_atr_mult,Param_tp_atr_mult,Cost_bps_side,Execution,Bars_per_Year,Bars_IS,Bars_OS,IS_Sharpe,IS_Sortino,IS_ProfitFactor,IS_Trades,OS_Sharpe,OS_Sortino,OS_Calmar,OS_CAGR,OS_MaxDD,OS_TotalReturn,OS_WinRate,OS_ProfitFactor,OS_Trades,OS_Exposure,Worst_Year_Ret,Yearly_Breakdown,Error,F1_OS_MaxDD_above_neg15,F2_OS_PF_gt_1.2,F3_OS_Sortino_gt_1.0,F4_OS_Calmar_gt_0.5,F5_IS_PF_gt_1.0,F6_OS_WinRate_band,F7_AllYearsProfitable,Active_Filters,PASSED_ALL,Param_entry_z,Param_exit_z,Param_ema_period,Param_mult,Param_cmo_period,Param_cmo_threshold,Param_vhf_period,Param_vhf_threshold,Param_stc_fast,Param_stc_slow,Param_stc_cycle,Param_stc_entry_long,Param_stc_entry_short,Param_lookback,Param_exit_n,Param_tenkan_n,Param_kijun_n,Param_senkou_b_n,Param_displacement,Param_cloud_filter,Param_fast,Param_slow,Param_min_session_bar,Param_flat_overnight,Param_signal,Param_trend_len,Param_session_start_h,Param_session_end_h,Param_or_bars,Param_last_entry_h,Param_bb_mult,Param_kc_mult,Param_ema_len,Param_rsi_len,Param_rsi_buy,Param_rsi_sell,Param_prev_close_h,Param_sess_start_h,Param_sess_start_m,Param_exit_h,Param_exit_m,Param_gap_thresh,Param_direction,Param_st_period,Param_st_mult,Param_or_candles,Param_gap_atr_mult,Param_atr_n,Param_adx_filter,Param_vol_lookback,Param_vol_threshold,Param_kc_length,Param_ma_fast_len,Param_ma_slow_len,Param_min_range,Param_breakout_window,Param_min_kc_dist_pct,Param_rsi_length,Param_div_lookback,Param_max_dtd_pct,Param_threshold,Param_exit_level
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",24.0,20.0,65.0,True,10,1.5,2.0,0.22,next_open,72576,171799,73629,-2.108,-0.477,0.787,909,-1.669,-0.365,-0.847,-0.0995,-0.1176,-0.1009,0.4237,0.799,380,0.046,-0.1093,2023:-5.0% 2024:-7.1% 2025:-10.9% 2026:-4.5%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",24.0,20.0,65.0,True,10,1.5,3.0,0.22,next_open,72576,171799,73629,-2.079,-0.525,0.785,909,-1.715,-0.418,-0.806,-0.1098,-0.1363,-0.1113,0.3684,0.791,380,0.058,-0.1039,2023:-5.5% 2024:-8.4% 2025:-10.4% 2026:-5.8%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",24.0,20.0,65.0,True,10,2.5,2.0,0.22,next_open,72576,171799,73629,-2.019,-0.558,0.79,909,-1.156,-0.315,-0.783,-0.0843,-0.1077,-0.0855,0.55,0.857,380,0.073,-0.0969,2023:-5.5% 2024:-7.4% 2025:-9.7% 2026:-6.2%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",24.0,20.0,65.0,True,10,2.5,3.0,0.22,next_open,72576,171799,73629,-1.957,-0.598,0.798,909,-1.098,-0.332,-0.73,-0.0869,-0.119,-0.0881,0.5,0.866,380,0.09,-0.0979,2023:-5.1% 2024:-9.5% 2025:-9.8% 2026:-5.5%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",24.0,20.0,65.0,True,14,1.5,2.0,0.22,next_open,72576,171799,73629,-1.724,-0.378,0.831,909,-2.503,-0.506,-0.877,-0.1286,-0.1466,-0.1303,0.4,0.73,380,0.041,-0.1248,2023:-2.2% 2024:-5.7% 2025:-12.5% 2026:-6.2%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",24.0,20.0,65.0,True,14,1.5,3.0,0.22,next_open,72576,171799,73629,-1.747,-0.432,0.822,909,-2.458,-0.56,-0.83,-0.1379,-0.1662,-0.1398,0.3447,0.728,380,0.053,-0.1079,2023:-4.3% 2024:-6.7% 2025:-10.8% 2026:-7.7%,,False,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",24.0,20.0,65.0,True,14,2.5,2.0,0.22,next_open,72576,171799,73629,-1.836,-0.487,0.813,909,-0.981,-0.26,-0.743,-0.0697,-0.0937,-0.0706,0.55,0.882,380,0.068,-0.1005,2023:-3.0% 2024:-6.8% 2025:-10.1% 2026:-4.6%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",24.0,20.0,65.0,True,14,2.5,3.0,0.22,next_open,72576,171799,73629,-1.764,-0.524,0.819,909,-0.929,-0.277,-0.67,-0.0731,-0.109,-0.0741,0.4974,0.886,380,0.087,-0.0872,2023:-3.9% 2024:-8.7% 2025:-8.5% 2026:-4.8%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=70, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",24.0,20.0,70.0,True,10,1.5,2.0,0.22,next_open,72576,171799,73629,-0.594,-0.106,0.924,468,-0.387,-0.06,-0.266,-0.0187,-0.0701,-0.0189,0.4649,0.944,185,0.023,-0.0574,2023:-0.8% 2024:-1.7% 2025:+2.3% 2026:-5.7%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=70, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",24.0,20.0,70.0,True,10,1.5,3.0,0.22,next_open,72576,171799,73629,-0.863,-0.176,0.875,468,-0.313,-0.057,-0.237,-0.0185,-0.0778,-0.0187,0.4162,0.949,185,0.033,-0.0644,2023:-1.5% 2024:-3.7% 2025:+3.2% 2026:-6.4%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=70, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",24.0,20.0,70.0,True,10,2.5,2.0,0.22,next_open,72576,171799,73629,-0.95,-0.198,0.864,468,-0.63,-0.115,-0.481,-0.0357,-0.0743,-0.0362,0.5351,0.898,185,0.033,-0.0603,2023:-4.1% 2024:-0.9% 2025:-0.5% 2026:-6.0%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=70, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",24.0,20.0,70.0,True,10,2.5,3.0,0.22,next_open,72576,171799,73629,-0.975,-0.23,0.859,468,-0.369,-0.079,-0.339,-0.0247,-0.0729,-0.025,0.4973,0.937,185,0.046,-0.0578,2023:-4.3% 2024:-1.9% 2025:+0.7% 2026:-5.8%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=70, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",24.0,20.0,70.0,True,14,1.5,2.0,0.22,next_open,72576,171799,73629,-0.13,-0.022,1.007,468,-0.432,-0.064,-0.276,-0.02,-0.0726,-0.0203,0.4541,0.937,185,0.021,-0.0587,2023:+0.6% 2024:-0.3% 2025:+2.9% 2026:-5.9%,,True,False,False,False,True,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=70, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",24.0,20.0,70.0,True,14,1.5,3.0,0.22,next_open,72576,171799,73629,-0.417,-0.082,0.952,468,-0.272,-0.048,-0.185,-0.0144,-0.0778,-0.0146,0.4,0.963,185,0.031,-0.0641,2023:-0.4% 2024:-1.3% 2025:+3.8% 2026:-6.4%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=70, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",24.0,20.0,70.0,True,14,2.5,2.0,0.22,next_open,72576,171799,73629,-1.112,-0.22,0.846,468,-0.444,-0.079,-0.37,-0.024,-0.065,-0.0244,0.5405,0.935,185,0.03,-0.0523,2023:-3.0% 2024:-2.9% 2025:-0.0% 2026:-5.2%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=70, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",24.0,20.0,70.0,True,14,2.5,3.0,0.22,next_open,72576,171799,73629,-1.175,-0.264,0.834,468,-0.319,-0.066,-0.288,-0.0199,-0.0691,-0.0202,0.4919,0.952,185,0.043,-0.0565,2023:-3.1% 2024:-4.2% 2025:+0.8% 2026:-5.7%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=75, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",24.0,20.0,75.0,True,10,1.5,2.0,0.22,next_open,72576,171799,73629,-0.648,-0.079,0.857,196,-1.774,-0.173,-0.748,-0.0629,-0.0841,-0.0638,0.3708,0.633,89,0.011,-0.0462,2023:-0.2% 2024:-0.9% 2025:-4.6% 2026:-4.4%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=75, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",24.0,20.0,75.0,True,10,1.5,3.0,0.22,next_open,72576,171799,73629,-0.462,-0.063,0.899,196,-2.257,-0.257,-0.921,-0.0868,-0.0943,-0.088,0.2809,0.532,89,0.015,-0.0603,2023:+0.2% 2024:-0.5% 2025:-5.4% 2026:-6.0%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=75, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",24.0,20.0,75.0,True,10,2.5,2.0,0.22,next_open,72576,171799,73629,-0.857,-0.129,0.811,196,-1.59,-0.2,-0.735,-0.0697,-0.0948,-0.0707,0.4831,0.645,89,0.017,-0.053,2023:-2.6% 2024:-0.3% 2025:-5.3% 2026:-4.7%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=75, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",24.0,20.0,75.0,True,10,2.5,3.0,0.22,next_open,72576,171799,73629,-0.797,-0.13,0.828,196,-2.001,-0.287,-0.849,-0.0943,-0.1111,-0.0956,0.4045,0.567,89,0.023,-0.0666,2023:-3.0% 2024:+0.0% 2025:-6.7% 2026:-5.8%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=75, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",24.0,20.0,75.0,True,14,1.5,2.0,0.22,next_open,72576,171799,73629,-0.346,-0.039,0.933,196,-1.913,-0.179,-0.829,-0.0656,-0.0792,-0.0666,0.3371,0.596,89,0.01,-0.0502,2023:+0.2% 2024:+0.6% 2025:-4.3% 2026:-5.0%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=75, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",24.0,20.0,75.0,True,14,1.5,3.0,0.22,next_open,72576,171799,73629,-0.2,-0.026,0.968,196,-2.373,-0.26,-0.906,-0.0886,-0.0978,-0.0898,0.236,0.501,89,0.013,-0.0636,2023:+0.4% 2024:+0.5% 2025:-4.8% 2026:-6.4%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=75, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",24.0,20.0,75.0,True,14,2.5,2.0,0.22,next_open,72576,171799,73629,-0.731,-0.102,0.84,196,-1.438,-0.172,-0.73,-0.0594,-0.0814,-0.0602,0.4944,0.688,89,0.016,-0.044,2023:-2.0% 2024:-0.1% 2025:-4.1% 2026:-4.4%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=75, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",24.0,20.0,75.0,True,14,2.5,3.0,0.22,next_open,72576,171799,73629,-0.674,-0.104,0.853,196,-2.03,-0.284,-0.887,-0.0946,-0.1067,-0.0959,0.3933,0.565,89,0.022,-0.0602,2023:-2.2% 2024:-0.4% 2025:-5.8% 2026:-6.0%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=80, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",24.0,20.0,80.0,True,10,1.5,2.0,0.22,next_open,72576,171799,73629,-1.082,-0.072,0.615,71,-1.957,-0.141,-0.953,-0.0671,-0.0704,-0.068,0.3778,0.41,45,0.007,-0.0545,2023:-1.1% 2024:-2.7% 2025:-2.5% 2026:-5.4%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=80, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",24.0,20.0,80.0,True,10,1.5,3.0,0.22,next_open,72576,171799,73629,-1.057,-0.084,0.609,71,-2.1,-0.184,-0.957,-0.0766,-0.08,-0.0776,0.3111,0.359,45,0.011,-0.0643,2023:-1.7% 2024:-2.5% 2025:-2.4% 2026:-6.4%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=80, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",24.0,20.0,80.0,True,10,2.5,2.0,0.22,next_open,72576,171799,73629,-1.25,-0.103,0.572,71,-1.652,-0.162,-0.954,-0.0691,-0.0725,-0.0701,0.4667,0.454,45,0.012,-0.0577,2023:-3.4% 2024:-1.8% 2025:-2.6% 2026:-5.8%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=80, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",24.0,20.0,80.0,True,10,2.5,3.0,0.22,next_open,72576,171799,73629,-1.233,-0.117,0.572,71,-1.588,-0.182,-0.955,-0.0704,-0.0737,-0.0714,0.4444,0.464,45,0.016,-0.0584,2023:-4.0% 2024:-1.6% 2025:-2.6% 2026:-5.8%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=80, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",24.0,20.0,80.0,True,14,1.5,2.0,0.22,next_open,72576,171799,73629,-1.025,-0.057,0.636,71,-2.136,-0.132,-0.928,-0.0616,-0.0663,-0.0624,0.3111,0.394,45,0.005,-0.0515,2023:-1.2% 2024:-2.2% 2025:-1.9% 2026:-5.1%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=80, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",24.0,20.0,80.0,True,14,1.5,3.0,0.22,next_open,72576,171799,73629,-0.961,-0.068,0.644,71,-2.06,-0.166,-0.942,-0.0656,-0.0696,-0.0665,0.2444,0.384,45,0.008,-0.0557,2023:-1.8% 2024:-1.9% 2025:-1.8% 2026:-5.6%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=80, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",24.0,20.0,80.0,True,14,2.5,2.0,0.22,next_open,72576,171799,73629,-1.179,-0.086,0.588,71,-1.58,-0.142,-0.874,-0.0611,-0.0699,-0.0619,0.4889,0.505,45,0.01,-0.0559,2023:-2.1% 2024:-2.5% 2025:-1.9% 2026:-5.6%,,True,False,False,False,False,True,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=20, upper=80, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",24.0,20.0,80.0,True,14,2.5,3.0,0.22,next_open,72576,171799,73629,-1.094,-0.094,0.612,71,-1.668,-0.182,-0.948,-0.0723,-0.0762,-0.0733,0.4222,0.455,45,0.015,-0.0648,2023:-2.8% 2024:-1.9% 2025:-2.0% 2026:-6.5%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=25, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",24.0,25.0,65.0,True,10,1.5,2.0,0.22,next_open,72576,171799,73629,-1.412,-0.343,0.871,1011,-0.06,-0.015,-0.046,-0.0042,-0.0908,-0.0043,0.4447,1.011,425,0.053,-0.0596,2023:-3.6% 2024:-4.9% 2025:-6.0% 2026:+1.2%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=25, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",24.0,25.0,65.0,True,10,1.5,3.0,0.22,next_open,72576,171799,73629,-1.3,-0.356,0.878,1011,-0.063,-0.017,-0.052,-0.0049,-0.0953,-0.005,0.3906,1.009,425,0.068,-0.0552,2023:-3.9% 2024:-5.5% 2025:-3.9% 2026:-0.3%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=25, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",24.0,25.0,65.0,True,10,2.5,2.0,0.22,next_open,72576,171799,73629,-1.178,-0.348,0.888,1011,0.049,0.015,0.053,0.0041,-0.0787,0.0042,0.5671,1.022,425,0.082,-0.0531,2023:-2.8% 2024:-4.7% 2025:-5.3% 2026:+0.0%,,True,False,False,False,False,True,True,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=25, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",24.0,25.0,65.0,True,10,2.5,3.0,0.22,next_open,72576,171799,73629,-1.061,-0.349,0.9,1011,0.134,0.044,0.164,0.0125,-0.0759,0.0126,0.52,1.031,425,0.103,-0.0604,2023:-2.3% 2024:-6.0% 2025:-3.5% 2026:+0.2%,,True,False,False,False,False,True,True,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=25, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",24.0,25.0,65.0,True,14,1.5,2.0,0.22,next_open,72576,171799,73629,-1.115,-0.262,0.907,1011,-0.796,-0.181,-0.457,-0.0489,-0.107,-0.0496,0.4235,0.924,425,0.047,-0.0861,2023:-1.5% 2024:-3.2% 2025:-8.6% 2026:-1.0%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=25, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",24.0,25.0,65.0,True,14,1.5,3.0,0.22,next_open,72576,171799,73629,-1.046,-0.28,0.908,1011,-0.511,-0.132,-0.347,-0.0355,-0.1023,-0.036,0.3718,0.954,425,0.062,-0.0443,2023:-2.9% 2024:-4.4% 2025:-3.9% 2026:-2.5%,,True,False,False,False,False,False,False,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=25, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",24.0,25.0,65.0,True,14,2.5,2.0,0.22,next_open,72576,171799,73629,-1.065,-0.301,0.903,1011,0.089,0.025,0.106,0.0072,-0.0681,0.0073,0.5647,1.028,425,0.075,-0.0736,2023:-1.0% 2024:-2.4% 2025:-7.4% 2026:+0.4%,,True,False,False,False,False,True,True,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=24, lower=25, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",24.0,25.0,65.0,True,14,2.5,3.0,0.22,next_open,72576,171799,73629,-0.915,-0.292,0.917,1011,0.398,0.128,0.553,0.0364,-0.0658,0.0369,0.5153,1.068,425,0.098,-0.0484,2023:-1.2% 2024:-4.8% 2025:-1.9% 2026:+0.7%,,True,False,False,True,False,True,True,"F1,F2,F4,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
