Strategy,Instrument,Symbol,Params,Param_period,Param_lower,Param_upper,Param_exit_mid,Param_atr_period,Param_sl_atr_mult,Param_tp_atr_mult,Cost_bps_side,Execution,Bars_per_Year,Bars_IS,Bars_OS,IS_Sharpe,IS_Sortino,IS_ProfitFactor,IS_Trades,OS_Sharpe,OS_Sortino,OS_Calmar,OS_CAGR,OS_MaxDD,OS_TotalReturn,OS_WinRate,OS_ProfitFactor,OS_Trades,OS_Exposure,Worst_Year_Ret,Yearly_Breakdown,Error,F1_OS_MaxDD_above_neg15,F2_OS_PF_gt_1.2,F3_OS_Sortino_gt_1.0,F4_OS_Calmar_gt_0.5,F5_IS_PF_gt_1.0,F6_OS_WinRate_band,F7_AllYearsProfitable,Active_Filters,PASSED_ALL,Param_entry_z,Param_exit_z,Param_ema_period,Param_mult,Param_threshold,Param_exit_level,Param_cmo_period,Param_cmo_threshold,Param_vhf_period,Param_vhf_threshold,Param_stc_fast,Param_stc_slow,Param_stc_cycle,Param_stc_entry_long,Param_stc_entry_short,Param_lookback,Param_exit_n,Param_tenkan_n,Param_kijun_n,Param_senkou_b_n,Param_displacement,Param_cloud_filter,Param_min_session_bar,Param_flat_overnight,Param_fast,Param_slow,Param_st_period,Param_st_mult,Param_bb_mult,Param_kc_mult,Param_signal,Param_trend_len,Param_session_start_h,Param_session_end_h,Param_or_bars,Param_last_entry_h,Param_ema_len,Param_rsi_len,Param_rsi_buy,Param_rsi_sell,Param_prev_close_h,Param_sess_start_h,Param_sess_start_m,Param_exit_h,Param_exit_m,Param_gap_thresh,Param_direction,Param_or_candles,Param_gap_atr_mult,Param_atr_n,Param_adx_filter,Param_vol_lookback,Param_vol_threshold,Param_kc_length,Param_ma_fast_len,Param_ma_slow_len,Param_min_range,Param_breakout_window,Param_min_kc_dist_pct,Param_rsi_length,Param_div_lookback,Param_max_dtd_pct
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",7.0,20.0,65.0,True,10,1.5,2.0,0.22,next_open,72576,99188,42510,-2.321,-1.262,0.94,4144,-2.641,-1.389,-1.468,-0.2692,-0.1833,-0.1678,0.5512,0.895,1709,0.219,-0.2236,2024:-12.9% 2025:-22.4% 2026:-2.4%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",7.0,20.0,65.0,True,10,1.5,3.0,0.22,next_open,72576,99188,42510,-2.496,-1.36,0.932,4144,-2.69,-1.416,-1.522,-0.2746,-0.1804,-0.1714,0.5506,0.893,1709,0.221,-0.231,2024:-13.6% 2025:-23.1% 2026:-3.0%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",7.0,20.0,65.0,True,10,2.5,2.0,0.22,next_open,72576,99188,42510,-2.564,-1.53,0.918,4144,-3.653,-2.079,-1.519,-0.3883,-0.2557,-0.2502,0.6214,0.84,1709,0.288,-0.2863,2024:-15.1% 2025:-28.6% 2026:-7.9%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",7.0,20.0,65.0,True,10,2.5,3.0,0.22,next_open,72576,99188,42510,-2.715,-1.626,0.911,4144,-3.732,-2.127,-1.516,-0.396,-0.2612,-0.2557,0.6208,0.837,1709,0.291,-0.2897,2024:-16.5% 2025:-29.0% 2026:-8.5%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",7.0,20.0,65.0,True,14,1.5,2.0,0.22,next_open,72576,99188,42510,-2.468,-1.332,0.935,4144,-2.304,-1.223,-1.26,-0.2343,-0.186,-0.1448,0.5453,0.914,1709,0.216,-0.2322,2024:-13.3% 2025:-23.2% 2026:+0.8%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",7.0,20.0,65.0,True,14,1.5,3.0,0.22,next_open,72576,99188,42510,-2.56,-1.388,0.93,4144,-2.8,-1.474,-1.531,-0.282,-0.1842,-0.1764,0.543,0.889,1709,0.219,-0.2364,2024:-13.5% 2025:-23.6% 2026:-3.3%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",7.0,20.0,65.0,True,14,2.5,2.0,0.22,next_open,72576,99188,42510,-2.769,-1.644,0.91,4144,-3.205,-1.83,-1.544,-0.3454,-0.2237,-0.2198,0.6226,0.863,1709,0.285,-0.2868,2024:-16.1% 2025:-28.7% 2026:-4.8%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",7.0,20.0,65.0,True,14,2.5,3.0,0.22,next_open,72576,99188,42510,-2.829,-1.689,0.907,4144,-3.629,-2.063,-1.529,-0.3862,-0.2526,-0.2487,0.6214,0.842,1709,0.289,-0.2898,2024:-16.7% 2025:-29.0% 2026:-8.3%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=70, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",7.0,20.0,70.0,True,10,1.5,2.0,0.22,next_open,72576,99188,42510,-3.037,-1.463,0.892,3235,-1.304,-0.624,-1.205,-0.1366,-0.1133,-0.0824,0.5457,0.953,1356,0.183,-0.1893,2024:-15.6% 2025:-18.9% 2026:+1.2%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=70, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",7.0,20.0,70.0,True,10,1.5,3.0,0.22,next_open,72576,99188,42510,-3.226,-1.563,0.883,3235,-1.233,-0.591,-1.252,-0.1302,-0.1039,-0.0784,0.545,0.957,1356,0.185,-0.1904,2024:-16.3% 2025:-19.0% 2026:+0.6%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=70, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",7.0,20.0,70.0,True,10,2.5,2.0,0.22,next_open,72576,99188,42510,-2.846,-1.519,0.888,3235,-1.982,-1.028,-1.558,-0.2231,-0.1432,-0.1374,0.6298,0.909,1356,0.24,-0.2167,2024:-14.8% 2025:-21.7% 2026:-5.0%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=70, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",7.0,20.0,70.0,True,10,2.5,3.0,0.22,next_open,72576,99188,42510,-3.032,-1.627,0.879,3235,-1.9,-0.988,-1.558,-0.2157,-0.1384,-0.1327,0.6298,0.914,1356,0.242,-0.2129,2024:-16.4% 2025:-21.3% 2026:-5.3%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=70, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",7.0,20.0,70.0,True,14,1.5,2.0,0.22,next_open,72576,99188,42510,-3.169,-1.512,0.887,3235,-0.72,-0.348,-0.644,-0.0756,-0.1174,-0.045,0.5406,0.988,1356,0.179,-0.1979,2024:-15.7% 2025:-19.8% 2026:+5.9%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=70, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",7.0,20.0,70.0,True,14,1.5,3.0,0.22,next_open,72576,99188,42510,-3.364,-1.618,0.878,3235,-1.275,-0.611,-1.219,-0.1333,-0.1093,-0.0804,0.5376,0.955,1356,0.183,-0.2019,2024:-16.5% 2025:-20.2% 2026:+1.3%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=70, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",7.0,20.0,70.0,True,14,2.5,2.0,0.22,next_open,72576,99188,42510,-3.031,-1.6,0.881,3235,-1.398,-0.729,-1.228,-0.1601,-0.1304,-0.0971,0.6313,0.943,1356,0.236,-0.2249,2024:-15.3% 2025:-22.5% 2026:-0.4%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=70, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",7.0,20.0,70.0,True,14,2.5,3.0,0.22,next_open,72576,99188,42510,-3.205,-1.706,0.872,3235,-1.833,-0.952,-1.583,-0.2083,-0.1316,-0.1279,0.6298,0.917,1356,0.24,-0.2258,2024:-16.6% 2025:-22.6% 2026:-4.3%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=75, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",7.0,20.0,75.0,True,10,1.5,2.0,0.22,next_open,72576,99188,42510,-2.727,-1.159,0.886,2471,-1.571,-0.658,-1.282,-0.1442,-0.1125,-0.0872,0.5222,0.927,1036,0.143,-0.1888,2024:-10.9% 2025:-18.9% 2026:-0.3%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=75, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",7.0,20.0,75.0,True,10,1.5,3.0,0.22,next_open,72576,99188,42510,-2.84,-1.216,0.879,2471,-1.567,-0.659,-1.364,-0.1452,-0.1064,-0.0878,0.5193,0.928,1036,0.146,-0.1868,2024:-11.5% 2025:-18.7% 2026:-1.2%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=75, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",7.0,20.0,75.0,True,10,2.5,2.0,0.22,next_open,72576,99188,42510,-2.452,-1.154,0.888,2471,-1.692,-0.776,-1.506,-0.1758,-0.1167,-0.1071,0.6216,0.912,1036,0.19,-0.1911,2024:-10.9% 2025:-19.1% 2026:-3.4%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=75, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",7.0,20.0,75.0,True,10,2.5,3.0,0.22,next_open,72576,99188,42510,-2.555,-1.212,0.882,2471,-1.704,-0.785,-1.549,-0.1781,-0.115,-0.1085,0.6197,0.912,1036,0.193,-0.184,2024:-12.3% 2025:-18.4% 2026:-4.1%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=75, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",7.0,20.0,75.0,True,14,1.5,2.0,0.22,next_open,72576,99188,42510,-2.785,-1.172,0.884,2471,-0.818,-0.347,-0.66,-0.0753,-0.114,-0.0448,0.5154,0.976,1036,0.139,-0.1994,2024:-10.7% 2025:-19.9% 2026:+5.6%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=75, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",7.0,20.0,75.0,True,14,1.5,3.0,0.22,next_open,72576,99188,42510,-2.931,-1.247,0.876,2471,-1.45,-0.61,-1.218,-0.1337,-0.1098,-0.0806,0.5097,0.935,1036,0.144,-0.2001,2024:-11.7% 2025:-20.0% 2026:+1.3%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=75, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",7.0,20.0,75.0,True,14,2.5,2.0,0.22,next_open,72576,99188,42510,-2.638,-1.225,0.88,2471,-1.046,-0.48,-0.974,-0.1097,-0.1127,-0.0658,0.6187,0.955,1036,0.186,-0.1881,2024:-11.8% 2025:-18.8% 2026:+0.4%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=75, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",7.0,20.0,75.0,True,14,2.5,3.0,0.22,next_open,72576,99188,42510,-2.75,-1.293,0.873,2471,-1.579,-0.723,-1.505,-0.1648,-0.1095,-0.1001,0.6149,0.92,1036,0.191,-0.1851,2024:-13.3% 2025:-18.5% 2026:-3.4%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=80, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",7.0,20.0,80.0,True,10,1.5,2.0,0.22,next_open,72576,99188,42510,-1.666,-0.612,0.927,1856,-1.691,-0.603,-1.301,-0.1413,-0.1086,-0.0854,0.5165,0.902,757,0.108,-0.1067,2024:-7.0% 2025:-10.7% 2026:-3.6%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=80, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",7.0,20.0,80.0,True,10,1.5,3.0,0.22,next_open,72576,99188,42510,-1.741,-0.647,0.922,1856,-1.628,-0.585,-1.275,-0.1376,-0.108,-0.0831,0.5125,0.906,757,0.111,-0.103,2024:-7.4% 2025:-10.3% 2026:-4.1%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=80, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",7.0,20.0,80.0,True,10,2.5,2.0,0.22,next_open,72576,99188,42510,-1.414,-0.578,0.934,1856,-2.353,-0.914,-1.398,-0.2177,-0.1557,-0.1339,0.6063,0.849,757,0.144,-0.0998,2024:-6.6% 2025:-10.0% 2026:-9.7%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=80, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",7.0,20.0,80.0,True,10,2.5,3.0,0.22,next_open,72576,99188,42510,-1.493,-0.618,0.928,1856,-2.294,-0.898,-1.388,-0.2142,-0.1544,-0.1317,0.6024,0.854,757,0.148,-0.1012,2024:-7.6% 2025:-9.2% 2026:-10.1%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=80, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",7.0,20.0,80.0,True,14,1.5,2.0,0.22,next_open,72576,99188,42510,-1.911,-0.689,0.913,1856,-0.958,-0.345,-0.841,-0.0793,-0.0943,-0.0472,0.5073,0.956,757,0.105,-0.1232,2024:-7.1% 2025:-12.3% 2026:+0.8%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=80, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",7.0,20.0,80.0,True,14,1.5,3.0,0.22,next_open,72576,99188,42510,-1.97,-0.722,0.909,1856,-1.495,-0.536,-1.234,-0.1255,-0.1017,-0.0755,0.5007,0.916,757,0.109,-0.1198,2024:-7.7% 2025:-12.0% 2026:-2.6%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=80, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",7.0,20.0,80.0,True,14,2.5,2.0,0.22,next_open,72576,99188,42510,-1.695,-0.684,0.917,1856,-1.656,-0.644,-1.321,-0.1538,-0.1164,-0.0932,0.605,0.9,757,0.14,-0.0987,2024:-8.0% 2025:-9.9% 2026:-6.3%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=20, upper=80, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",7.0,20.0,80.0,True,14,2.5,3.0,0.22,next_open,72576,99188,42510,-1.761,-0.722,0.912,1856,-2.117,-0.824,-1.37,-0.1973,-0.144,-0.1208,0.5984,0.866,757,0.145,-0.0944,2024:-9.1% 2025:-9.3% 2026:-9.4%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=25, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",7.0,25.0,65.0,True,10,1.5,2.0,0.22,next_open,72576,99188,42510,-2.389,-1.357,0.942,4706,-0.917,-0.52,-0.827,-0.1124,-0.136,-0.0674,0.5536,0.985,1978,0.248,-0.2137,2024:-11.3% 2025:-21.4% 2026:+3.6%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=25, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3.0",7.0,25.0,65.0,True,10,1.5,3.0,0.22,next_open,72576,99188,42510,-2.46,-1.401,0.939,4706,-0.981,-0.557,-0.897,-0.1202,-0.134,-0.0723,0.5531,0.982,1978,0.25,-0.2212,2024:-11.2% 2025:-22.1% 2026:+3.0%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=25, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2.0",7.0,25.0,65.0,True,10,2.5,2.0,0.22,next_open,72576,99188,42510,-2.268,-1.426,0.937,4706,-1.877,-1.158,-1.295,-0.243,-0.1877,-0.1505,0.6264,0.932,1978,0.327,-0.2546,2024:-13.4% 2025:-25.5% 2026:-0.5%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=25, upper=65, exit_mid=True, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3.0",7.0,25.0,65.0,True,10,2.5,3.0,0.22,next_open,72576,99188,42510,-2.303,-1.452,0.935,4706,-1.967,-1.215,-1.308,-0.2537,-0.194,-0.1575,0.6259,0.928,1978,0.33,-0.2589,2024:-13.7% 2025:-25.9% 2026:-1.0%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=25, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2.0",7.0,25.0,65.0,True,14,1.5,2.0,0.22,next_open,72576,99188,42510,-2.464,-1.392,0.94,4706,-0.906,-0.513,-0.798,-0.1103,-0.1383,-0.0662,0.5485,0.986,1978,0.244,-0.2049,2024:-12.3% 2025:-20.5% 2026:+3.3%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=25, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3.0",7.0,25.0,65.0,True,14,1.5,3.0,0.22,next_open,72576,99188,42510,-2.491,-1.413,0.939,4706,-0.965,-0.548,-0.893,-0.1176,-0.1317,-0.0707,0.547,0.983,1978,0.247,-0.2123,2024:-11.7% 2025:-21.2% 2026:+2.6%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=25, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2.0",7.0,25.0,65.0,True,14,2.5,2.0,0.22,next_open,72576,99188,42510,-2.423,-1.515,0.931,4706,-1.776,-1.091,-1.285,-0.2304,-0.1792,-0.1422,0.6254,0.937,1978,0.323,-0.2441,2024:-15.0% 2025:-24.4% 2026:-0.6%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=25, upper=65, exit_mid=True, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3.0",7.0,25.0,65.0,True,14,2.5,3.0,0.22,next_open,72576,99188,42510,-2.398,-1.507,0.932,4706,-1.823,-1.123,-1.305,-0.2368,-0.1815,-0.1464,0.6249,0.935,1978,0.327,-0.2516,2024:-14.3% 2025:-25.2% 2026:-0.8%,,False,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSI_MeanReversion,GOLD_MINUTE_5,GOLD,"period=7, lower=25, upper=70, exit_mid=True, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2.0",7.0,25.0,70.0,True,10,1.5,2.0,0.22,next_open,72576,99188,42510,-2.957,-1.513,0.906,3802,0.263,0.138,0.429,0.0333,-0.0777,0.0194,0.5489,1.045,1627,0.212,-0.1847,2024:-13.4% 2025:-18.5% 2026:+7.4%,,True,False,False,False,False,True,False,"F1,F2,F5,F6",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
