"","Strategy","Instrument","Symbol","Params","Param_period","Param_bb_mult","Param_kc_mult","Param_atr_period","Param_sl_atr_mult","Param_tp_atr_mult","Cost_bps_side","Execution","Bars_per_Year","Bars_IS","Bars_OS","IS_Sharpe","IS_Sortino","IS_ProfitFactor","IS_Trades","OS_Sharpe","OS_Sortino","OS_Calmar","OS_CAGR","OS_MaxDD","OS_TotalReturn","OS_WinRate","OS_ProfitFactor","OS_Trades","OS_Exposure","Worst_Year_Ret","Yearly_Breakdown","F1_OS_MaxDD_above_neg15","F2_OS_PF_gt_1.2","F3_OS_Sortino_gt_1.0","F4_OS_Calmar_gt_0.5","F5_IS_PF_gt_1.0","F6_OS_WinRate_band","F7_AllYearsProfitable","Active_Filters","PASSED_ALL","Error"
"52","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2",20,2,1.5,10,1.5,2,0.22,"next_open",24192,57306,24560,0.287,0.144,1.057,1503,1.898,1.062,3.962,0.2394,-0.0604,0.2435,0.4332,1.252,651,0.177,-0.0186,"2023:-1.9% 2024:-1.3% 2025:+14.5% 2026:+17.4%",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"53","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2",30,2,1.5,10,1.5,2,0.22,"next_open",24192,57306,24560,-1.189,-0.41,0.871,783,0.179,0.071,0.188,0.0152,-0.0808,0.0155,0.3856,1.045,306,0.093,-0.0575,"2023:-3.0% 2024:-5.7% 2025:-5.8% 2026:+4.9%",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"54","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=2",50,2,1.5,10,1.5,2,0.22,"next_open",24192,57306,24560,0.219,0.043,1.084,202,1.574,0.292,2.783,0.0671,-0.0241,0.0682,0.4776,1.697,67,0.02,-0.0137,"2023:-1.4% 2024:+2.2% 2025:+2.7% 2026:+4.3%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"55","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2",20,2,1,14,1.5,2,0.22,"next_open",24192,57306,24560,-0.961,-0.3,0.894,657,1.629,0.48,2.864,0.0985,-0.0344,0.1001,0.4387,1.394,212,0.046,-0.0363,"2023:-3.5% 2024:-3.6% 2025:+5.7% 2026:+4.4%",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"56","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2",30,2,1,14,1.5,2,0.22,"next_open",24192,57306,24560,0.198,0.034,1.087,176,0.813,0.114,0.966,0.018,-0.0186,0.0183,0.4565,1.375,46,0.012,-0.0107,"2023:-1.1% 2024:+0.2% 2025:+2.6% 2026:+0.8%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"57","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2",50,2,1,14,1.5,2,0.22,"next_open",24192,57306,24560,0.037,0.002,1.084,10,-1.156,-0.036,-0.985,-0.0032,-0.0033,-0.0033,0,0,2,0.001,-0.0018,"2023:-0.0% 2024:+0.1% 2025:-0.2% 2026:-0.2%",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"58","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2",20,2,1.5,14,1.5,2,0.22,"next_open",24192,57306,24560,-0.024,-0.012,1.024,1503,1.23,0.668,2.312,0.1445,-0.0625,0.1469,0.424,1.163,651,0.168,-0.037,"2023:-3.7% 2024:-3.7% 2025:+11.9% 2026:+10.8%",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"59","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2",30,2,1.5,14,1.5,2,0.22,"next_open",24192,57306,24560,-1.246,-0.424,0.866,783,0.09,0.035,0.104,0.0075,-0.0719,0.0076,0.3856,1.03,306,0.089,-0.0583,"2023:-3.4% 2024:-5.8% 2025:-5.2% 2026:+3.9%",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"60","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=2",50,2,1.5,14,1.5,2,0.22,"next_open",24192,57306,24560,-0.002,0,1.025,202,1.568,0.293,2.618,0.0631,-0.0241,0.0641,0.4925,1.659,67,0.02,-0.0172,"2023:-1.7% 2024:+1.6% 2025:+3.1% 2026:+3.2%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"61","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2",20,2,1,10,2.5,2,0.22,"next_open",24192,57306,24560,-1.132,-0.364,0.871,657,1.542,0.458,2.761,0.0995,-0.0361,0.1011,0.4623,1.37,212,0.054,-0.0411,"2023:-3.3% 2024:-4.1% 2025:+3.6% 2026:+5.1%",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"62","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2",30,2,1,10,2.5,2,0.22,"next_open",24192,57306,24560,0.291,0.053,1.109,176,0.646,0.098,0.671,0.0161,-0.024,0.0163,0.4565,1.288,46,0.016,-0.0142,"2023:-1.4% 2024:+0.5% 2025:+3.3% 2026:+0.4%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"63","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2",50,2,1,10,2.5,2,0.22,"next_open",24192,57306,24560,0.398,0.018,1.599,10,-1.156,-0.036,-0.985,-0.0032,-0.0033,-0.0033,0,0,2,0.001,-0.0018,"2023:+0.2% 2024:+0.0% 2025:-0.2% 2026:-0.2%",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"64","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2",20,2,1.5,10,2.5,2,0.22,"next_open",24192,57306,24560,0.192,0.099,1.044,1503,1.104,0.626,2.17,0.1409,-0.0649,0.1432,0.4393,1.146,651,0.199,-0.0234,"2023:-2.3% 2024:-2.0% 2025:+11.4% 2026:+11.1%",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"65","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2",30,2,1.5,10,2.5,2,0.22,"next_open",24192,57306,24560,-1.357,-0.498,0.853,783,0.437,0.184,0.413,0.0399,-0.0968,0.0406,0.4281,1.089,306,0.111,-0.0633,"2023:-4.3% 2024:-6.3% 2025:-3.3% 2026:+3.9%",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"66","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=2",50,2,1.5,10,2.5,2,0.22,"next_open",24192,57306,24560,0.234,0.048,1.081,202,1.846,0.371,3.138,0.0819,-0.0261,0.0832,0.5373,1.828,67,0.026,-0.0171,"2023:-1.7% 2024:+3.0% 2025:+3.9% 2026:+4.3%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"67","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2",20,2,1,14,2.5,2,0.22,"next_open",24192,57306,24560,-1.23,-0.392,0.859,657,1.488,0.44,2.662,0.096,-0.0361,0.0975,0.4575,1.354,212,0.053,-0.0454,"2023:-3.0% 2024:-4.5% 2025:+3.4% 2026:+4.6%",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"68","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2",30,2,1,14,2.5,2,0.22,"next_open",24192,57306,24560,0.255,0.045,1.098,176,0.483,0.07,0.487,0.0118,-0.0241,0.0119,0.4783,1.219,46,0.015,-0.0115,"2023:-1.1% 2024:+0.3% 2025:+3.0% 2026:+0.0%",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"69","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2",50,2,1,14,2.5,2,0.22,"next_open",24192,57306,24560,0.398,0.018,1.599,10,-1.156,-0.036,-0.985,-0.0032,-0.0033,-0.0033,0,0,2,0.001,-0.0018,"2023:+0.2% 2024:+0.0% 2025:-0.2% 2026:-0.2%",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"70","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2",20,2,1.5,14,2.5,2,0.22,"next_open",24192,57306,24560,-0.027,-0.014,1.021,1503,0.775,0.433,1.381,0.0952,-0.0689,0.0967,0.4363,1.105,651,0.194,-0.0482,"2023:-4.8% 2024:-2.8% 2025:+9.7% 2026:+8.3%",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"71","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2",30,2,1.5,14,2.5,2,0.22,"next_open",24192,57306,24560,-1.356,-0.494,0.855,783,0.435,0.181,0.449,0.039,-0.0867,0.0396,0.4281,1.087,306,0.108,-0.0625,"2023:-4.2% 2024:-6.2% 2025:-3.8% 2026:+4.5%",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"72","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=2",50,2,1.5,14,2.5,2,0.22,"next_open",24192,57306,24560,0.306,0.064,1.101,202,1.662,0.328,2.758,0.072,-0.0261,0.0731,0.5522,1.732,67,0.025,-0.0077,"2023:-0.8% 2024:+2.7% 2025:+3.8% 2026:+3.1%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"73","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3",20,2,1,10,1.5,3,0.22,"next_open",24192,57306,24560,-0.612,-0.206,0.934,657,1.081,0.34,1.33,0.0734,-0.0552,0.0745,0.3868,1.278,212,0.061,-0.0397,"2023:-2.7% 2024:-4.0% 2025:+9.6% 2026:-0.3%",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"74","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3",30,2,1,10,1.5,3,0.22,"next_open",24192,57306,24560,0.925,0.177,1.3,176,0.785,0.129,0.95,0.0211,-0.0222,0.0214,0.3478,1.361,46,0.018,-0.0039,"2023:-0.4% 2024:+0.4% 2025:+5.2% 2026:+0.6%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"75","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3",50,2,1,10,1.5,3,0.22,"next_open",24192,57306,24560,0.404,0.018,1.538,10,-1.156,-0.036,-0.985,-0.0032,-0.0033,-0.0033,0,0,2,0.001,-0.0018,"2023:+0.2% 2024:+0.1% 2025:-0.2% 2026:-0.2%",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"76","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3",20,2,1.5,10,1.5,3,0.22,"next_open",24192,57306,24560,0.462,0.254,1.077,1503,1.759,1.059,4.377,0.2468,-0.0564,0.251,0.3717,1.249,651,0.226,-0.0328,"2023:-3.3% 2024:-0.3% 2025:+18.2% 2026:+18.6%",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"77","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3",30,2,1.5,10,1.5,3,0.22,"next_open",24192,57306,24560,-1.199,-0.459,0.859,783,0.723,0.315,0.833,0.0705,-0.0847,0.0716,0.3235,1.145,306,0.125,-0.0601,"2023:-4.4% 2024:-5.7% 2025:-6.0% 2026:+10.6%",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"78","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=1.5, tp_atr_mult=3",50,2,1.5,10,1.5,3,0.22,"next_open",24192,57306,24560,0.094,0.021,1.049,202,1.973,0.406,4.569,0.1053,-0.0231,0.107,0.4179,1.998,67,0.03,-0.0228,"2023:-2.3% 2024:+2.5% 2025:+3.1% 2026:+7.7%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"79","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3",20,2,1,14,1.5,3,0.22,"next_open",24192,57306,24560,-0.782,-0.263,0.91,657,1.292,0.409,1.767,0.086,-0.0486,0.0873,0.3915,1.325,212,0.058,-0.0376,"2023:-3.8% 2024:-3.6% 2025:+9.5% 2026:+0.5%",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"80","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3",30,2,1,14,1.5,3,0.22,"next_open",24192,57306,24560,0.659,0.123,1.216,176,1.025,0.166,1.227,0.0272,-0.0222,0.0277,0.3478,1.515,46,0.017,-0.0076,"2023:-0.8% 2024:+0.1% 2025:+5.1% 2026:+0.8%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"81","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3",50,2,1,14,1.5,3,0.22,"next_open",24192,57306,24560,0.404,0.018,1.538,10,-1.156,-0.036,-0.985,-0.0032,-0.0033,-0.0033,0,0,2,0.001,-0.0018,"2023:+0.2% 2024:+0.1% 2025:-0.2% 2026:-0.2%",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"82","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3",20,2,1.5,14,1.5,3,0.22,"next_open",24192,57306,24560,0.197,0.107,1.046,1503,1.505,0.897,3.676,0.2036,-0.0554,0.207,0.3656,1.209,651,0.218,-0.0477,"2023:-4.8% 2024:-1.4% 2025:+17.7% 2026:+13.1%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"83","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3",30,2,1.5,14,1.5,3,0.22,"next_open",24192,57306,24560,-1.326,-0.503,0.845,783,0.372,0.158,0.418,0.0348,-0.0834,0.0354,0.3235,1.08,306,0.118,-0.0727,"2023:-4.8% 2024:-7.3% 2025:-4.9% 2026:+6.8%",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"84","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=1.5, tp_atr_mult=3",50,2,1.5,14,1.5,3,0.22,"next_open",24192,57306,24560,0.084,0.019,1.048,202,2.044,0.42,4.59,0.1058,-0.0231,0.1075,0.4179,2.001,67,0.029,-0.0204,"2023:-2.0% 2024:+2.1% 2025:+3.7% 2026:+7.2%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"85","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3",20,2,1,10,2.5,3,0.22,"next_open",24192,57306,24560,-1.018,-0.351,0.876,657,0.898,0.289,1.158,0.0631,-0.0545,0.0641,0.3962,1.224,212,0.068,-0.0496,"2023:-3.5% 2024:-5.0% 2025:+7.3% 2026:-0.9%",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"86","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3",30,2,1,10,2.5,3,0.22,"next_open",24192,57306,24560,0.766,0.152,1.241,176,0.778,0.13,0.83,0.0222,-0.0268,0.0225,0.3696,1.362,46,0.02,-0.0112,"2023:-1.1% 2024:+0.4% 2025:+6.3% 2026:-0.1%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"87","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3",50,2,1,10,2.5,3,0.22,"next_open",24192,57306,24560,0.309,0.016,1.439,10,-1.156,-0.036,-0.985,-0.0032,-0.0033,-0.0033,0,0,2,0.001,-0.0018,"2023:+0.2% 2024:+0.0% 2025:-0.2% 2026:-0.2%",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"88","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3",20,2,1.5,10,2.5,3,0.22,"next_open",24192,57306,24560,0.265,0.151,1.051,1503,1.055,0.647,2.387,0.1487,-0.0623,0.1511,0.3763,1.147,651,0.252,-0.0493,"2023:-4.9% 2024:-0.2% 2025:+13.7% 2026:+12.2%",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"89","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3",30,2,1.5,10,2.5,3,0.22,"next_open",24192,57306,24560,-1.267,-0.519,0.854,783,0.706,0.326,0.927,0.0729,-0.0787,0.0741,0.3529,1.139,306,0.148,-0.0649,"2023:-4.6% 2024:-6.5% 2025:-5.0% 2026:+8.7%",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"90","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1.5, atr_period=10, sl_atr_mult=2.5, tp_atr_mult=3",50,2,1.5,10,2.5,3,0.22,"next_open",24192,57306,24560,0.292,0.07,1.1,202,2.283,0.509,5.261,0.1267,-0.0241,0.1287,0.4776,2.145,67,0.036,-0.0192,"2023:-1.9% 2024:+3.5% 2025:+5.1% 2026:+7.9%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"91","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3",20,2,1,14,2.5,3,0.22,"next_open",24192,57306,24560,-1.003,-0.348,0.88,657,1.144,0.369,1.698,0.0807,-0.0475,0.082,0.4009,1.282,212,0.068,-0.0412,"2023:-3.6% 2024:-4.1% 2025:+7.6% 2026:+0.0%",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"92","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3",30,2,1,14,2.5,3,0.22,"next_open",24192,57306,24560,0.557,0.109,1.18,176,0.764,0.128,0.816,0.0218,-0.0268,0.0222,0.3696,1.356,46,0.02,-0.0123,"2023:-1.2% 2024:+0.4% 2025:+5.5% 2026:-0.1%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"93","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3",50,2,1,14,2.5,3,0.22,"next_open",24192,57306,24560,0.309,0.016,1.439,10,-1.156,-0.036,-0.985,-0.0032,-0.0033,-0.0033,0,0,2,0.001,-0.0018,"2023:+0.2% 2024:+0.0% 2025:-0.2% 2026:-0.2%",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"94","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=20, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3",20,2,1.5,14,2.5,3,0.22,"next_open",24192,57306,24560,0.211,0.119,1.045,1503,1.098,0.674,2.164,0.1542,-0.0713,0.1567,0.3779,1.151,651,0.247,-0.0601,"2023:-6.0% 2024:+0.6% 2025:+14.6% 2026:+11.2%",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"95","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=30, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3",30,2,1.5,14,2.5,3,0.22,"next_open",24192,57306,24560,-1.321,-0.538,0.85,783,0.522,0.238,0.623,0.0527,-0.0846,0.0535,0.3529,1.104,306,0.142,-0.0757,"2023:-4.6% 2024:-7.6% 2025:-5.0% 2026:+7.5%",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
"96","Keltner_Squeeze_Breakout","GOLD_MINUTE_15","GOLD","period=50, bb_mult=2, kc_mult=1.5, atr_period=14, sl_atr_mult=2.5, tp_atr_mult=3",50,2,1.5,14,2.5,3,0.22,"next_open",24192,57306,24560,0.499,0.123,1.16,202,2.228,0.489,5.076,0.1222,-0.0241,0.1242,0.4776,2.103,67,0.035,-0.01,"2023:-1.0% 2024:+3.8% 2025:+5.2% 2026:+7.4%",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"F1,F2,F5,F6,F7",FALSE,NA
