datetime,open,high,low,close,label,barrier_touched,bars_to_exit,log_return,pred_prob_long,pred_prob_short,signal,signal_long,signal_short,log_return_calculated,pnl,trade_direction,label_return_for_trade,label_direction,is_aligned,label_profitable,signal_profitable,aligned_and_profitable
2025-04-23T15:00:00Z,3310.63,3313.61,3304.58,3305.69,-1,lower,2,-0.00487485524001221,0.683160305023193,0.840167164802551,-1,1,1,-0.00867108385474287,0.00867108385474287,Short,0.00487485524001221,-1,TRUE,TRUE,TRUE,TRUE
2025-04-23T15:30:00Z,3299.77,3304.43,3280.7,3292.03,-1,lower,1,-0.00592516782194859,0.579070031642914,0.742414891719818,-1,1,1,-0.00453025353202551,0.00453025353202551,Short,0.00592516782194859,-1,TRUE,TRUE,TRUE,TRUE
2025-04-23T15:45:00Z,3292.13,3294.53,3270.99,3277.15,0,vertical,6,-0.000106805819492911,0.472554296255112,0.540589690208435,-1,0,1,0.0194636215730718,-0.0194636215730718,Short,0.000106805819492911,0,FALSE,TRUE,FALSE,FALSE
2025-04-23T17:15:00Z,3277.46,3283.64,3269.16,3276.8,1,upper,5,0.00690271303224514,0.391068547964096,0.511513710021973,-1,0,1,0.0195704273925646,-0.0195704273925646,Short,-0.00690271303224514,1,FALSE,FALSE,FALSE,FALSE
2025-04-24T02:00:00Z,3316.26,3321.43,3313.26,3321.35,1,upper,1,0.00283939575616448,0.845019578933716,0.857379674911499,-1,1,1,0.00398440421588992,-0.00398440421588992,Short,-0.00283939575616448,1,FALSE,FALSE,FALSE,FALSE
2025-04-24T02:15:00Z,3321.29,3335.08,3319.22,3334.61,1,upper,3,0.00354286441830511,0.728982090950012,0.78923636674881,-1,1,1,0.00208203281540359,-0.00208203281540359,Short,-0.00354286441830511,1,FALSE,FALSE,FALSE,FALSE
2025-04-24T03:00:00Z,3331.65,3348.91,3330.78,3348.23,1,upper,2,0.00424247137699919,0.450191766023636,0.648985743522644,-1,0,1,-0.00199408418207443,0.00199408418207443,Short,-0.00424247137699919,1,FALSE,FALSE,TRUE,FALSE
2025-04-24T03:30:00Z,3359.28,3367.26,3354.84,3361.89,-1,lower,4,-0.00473844885911278,0.542958676815033,0.594935238361359,-1,1,1,-0.0125626295787565,0.0125626295787565,Short,0.00473844885911278,-1,TRUE,TRUE,TRUE,TRUE
2025-04-24T04:30:00Z,3353.96,3355.48,3335.67,3341.56,-1,lower,4,-0.00565073315125799,0.548795938491821,0.439438253641129,1,1,0,-0.00118877416064267,-0.00118877416064267,Long,-0.00565073315125799,-1,FALSE,FALSE,FALSE,FALSE
2025-04-24T07:00:00Z,3326.07,3328.4,3323.59,3325.84,-1,lower,5,-0.00305208325161647,0.603357315063477,0.435629487037659,1,1,0,0.00292430350916397,0.00292430350916397,Long,-0.00305208325161647,-1,FALSE,FALSE,TRUE,FALSE
2025-04-24T09:00:00Z,3324.56,3339.68,3324.18,3337.59,-1,lower,2,-0.00432209434420602,0.57188355922699,0.51408851146698,1,1,1,1.19846237278643e-05,1.19846237278643e-05,Long,-0.00432209434420602,-1,FALSE,FALSE,TRUE,FALSE
2025-04-24T11:00:00Z,3336.07,3342.81,3335.5,3337.63,-1,lower,3,-0.0034595126507703,0.455033242702484,0.648190379142761,-1,0,1,-0.00052146394689137,0.00052146394689137,Short,0.0034595126507703,-1,TRUE,TRUE,TRUE,TRUE
2025-04-24T11:45:00Z,3330.15,3336.29,3325.4,3335.58,0,vertical,6,0.0017462963046443,0.547425866127014,0.629553258419037,-1,1,1,0.00603169505099397,-0.00603169505099397,Short,-0.0017462963046443,0,FALSE,FALSE,FALSE,FALSE
2025-04-24T13:15:00Z,3334.31,3342.25,3334.31,3341.41,0,vertical,6,-0.00165336326283399,0.762825429439545,0.491271018981934,1,1,0,0.0023346093110222,0.0023346093110222,Long,-0.00165336326283399,0,FALSE,FALSE,TRUE,FALSE
2025-04-24T14:45:00Z,3337.94,3341.41,3335.55,3335.89,-1,lower,2,-0.00291918246620081,0.757304072380066,0.520788490772247,1,1,1,-0.00587472977455427,-0.00587472977455427,Long,-0.00291918246620081,-1,FALSE,FALSE,FALSE,FALSE
2025-04-24T15:15:00Z,3328.76,3332.82,3325.03,3330.46,-1,lower,1,-0.0031244969015713,0.843261122703552,0.861877918243408,-1,1,1,-0.00424565203309543,0.00424565203309543,Short,0.0031244969015713,-1,TRUE,TRUE,TRUE,TRUE
2025-04-24T15:30:00Z,3330.48,3333.22,3316.09,3316.35,1,upper,5,0.00389448074641151,0.818926334381104,0.895748734474182,-1,1,1,0.00217472585378798,-0.00217472585378798,Short,-0.00389448074641151,1,FALSE,FALSE,FALSE,FALSE
2025-04-24T16:45:00Z,3326.47,3330.36,3324.4,3327.44,0,vertical,6,0.000324521183864751,0.656528890132904,0.713786900043488,-1,1,1,-0.00547561831037418,0.00547561831037418,Short,-0.000324521183864751,0,FALSE,FALSE,TRUE,FALSE
2025-04-25T02:00:00Z,3348.84,3358.13,3347.31,3355.76,0,vertical,6,-0.0019507894353275,0.674285590648651,0.250186562538147,1,1,0,-0.0185574258151326,-0.0185574258151326,Long,-0.0019507894353275,0,FALSE,FALSE,FALSE,FALSE
2025-04-25T05:00:00Z,3348.62,3351.13,3347.3,3349.35,-1,lower,3,-0.0029766125690135,0.692210078239441,0.442897826433182,1,1,0,-0.0120386759010386,-0.0120386759010386,Long,-0.0029766125690135,-1,FALSE,FALSE,FALSE,FALSE
2025-04-25T05:45:00Z,3342.1,3342.58,3322.57,3323.57,0,vertical,6,-0.00134885743941402,0.549422562122345,0.604079842567444,-1,1,1,-0.00951992255486496,0.00951992255486496,Short,0.00134885743941402,0,FALSE,TRUE,TRUE,FALSE
2025-04-25T07:15:00Z,3321.16,3321.2,3315.96,3319.09,-1,lower,1,-0.00331349720444097,0.734166324138641,0.690655052661896,1,1,1,-0.0029630277126118,-0.0029630277126118,Long,-0.00331349720444097,-1,FALSE,FALSE,FALSE,FALSE
2025-04-25T07:30:00Z,3319.07,3319.32,3306.7,3309.27,-1,lower,1,-0.00372517056050284,0.662810802459717,0.7602698802948,-1,1,1,-0.00460677473315701,0.00460677473315701,Short,0.00372517056050284,-1,TRUE,TRUE,TRUE,TRUE
2025-04-25T07:45:00Z,3309.3,3309.39,3287.02,3294.06,1,upper,5,0.00479906010378477,0.551206171512604,0.806564807891846,-1,1,1,-0.00146127126199577,0.00146127126199577,Short,-0.00479906010378477,1,FALSE,FALSE,TRUE,FALSE
2025-04-25T12:15:00Z,3297.81,3304.75,3295.83,3304.75,-1,lower,5,-0.00334448303989477,0.448572635650635,0.512584805488586,-1,0,1,-0.00814260047523806,0.00814260047523806,Short,0.00334448303989477,-1,TRUE,TRUE,TRUE,TRUE
2025-04-25T13:30:00Z,3298.54,3299.56,3288.21,3289.25,1,upper,2,0.00314539802691344,0.69869190454483,0.447090357542038,1,1,0,-0.00147558841131383,-0.00147558841131383,Long,0.00314539802691344,1,TRUE,TRUE,FALSE,TRUE
2025-04-25T14:00:00Z,3293.39,3299.93,3292.8,3293.08,-1,lower,4,-0.00320229102115714,0.64617383480072,0.588681995868683,1,1,1,0.0042544229499494,0.0042544229499494,Long,-0.00320229102115714,-1,FALSE,FALSE,TRUE,FALSE
2025-04-25T15:00:00Z,3292.56,3292.73,3276.73,3284.4,-1,lower,1,-0.00401969816646603,0.739963471889496,0.854495584964752,-1,1,1,-0.0033670065479043,0.0033670065479043,Short,0.00401969816646603,-1,TRUE,TRUE,TRUE,TRUE
2025-04-25T15:15:00Z,3284.35,3284.47,3268.28,3273.36,0,vertical,6,0.00140124669754149,0.520119071006775,0.727453589439392,-1,1,1,0.00775997393922066,-0.00775997393922066,Short,-0.00140124669754149,0,FALSE,FALSE,FALSE,FALSE
2025-04-28T02:00:00Z,3302.62,3313.58,3301.58,3307.12,-1,lower,5,-0.00378818324237597,0.641134738922119,0.305437862873077,1,1,0,-0.00574349978490729,-0.00574349978490729,Long,-0.00378818324237597,-1,FALSE,FALSE,FALSE,FALSE
2025-04-28T03:15:00Z,3307.08,3307.97,3290.14,3291.03,-1,lower,3,-0.0043376902109009,0.591798841953278,0.523154497146606,1,1,1,0.00237636855387576,0.00237636855387576,Long,-0.0043376902109009,-1,FALSE,FALSE,TRUE,FALSE
2025-04-28T07:30:00Z,3297.33,3300.92,3287.78,3288.18,0,vertical,6,-0.000660157396974627,0.571346938610077,0.279572933912277,1,1,0,0.00104866259547371,0.00104866259547371,Long,-0.000660157396974627,0,FALSE,FALSE,TRUE,FALSE
2025-04-28T12:00:00Z,3274.41,3280.61,3273.22,3278.65,1,upper,2,0.0026868371875073,0.721399784088135,0.789902269840241,-1,1,1,0.00514739006568512,-0.00514739006568512,Short,-0.0026868371875073,1,FALSE,FALSE,FALSE,FALSE
2025-04-28T12:30:00Z,3283.72,3289.85,3283.46,3289.19,0,vertical,6,0.00193780851434608,0.857338666915894,0.675048828125,1,1,1,0.0146136481277039,0.0146136481277039,Long,0.00193780851434608,0,FALSE,TRUE,TRUE,FALSE
2025-04-28T14:00:00Z,3294.21,3297.94,3294.21,3295.57,0,vertical,6,-0.00119625955485094,0.715640127658844,0.737788379192352,-1,1,1,0.0103481155613702,-0.0103481155613702,Short,0.00119625955485094,0,FALSE,TRUE,FALSE,FALSE
2025-04-28T15:30:00Z,3300.02,3301.09,3290.01,3291.63,1,upper,3,0.00310875316357301,0.726690828800201,0.707890093326569,1,1,1,0.0130448180282964,0.0130448180282964,Long,0.00310875316357301,1,TRUE,TRUE,TRUE,TRUE
2025-04-28T16:15:00Z,3298.98,3315.64,3298.98,3311.2,1,upper,1,0.00384126296450312,0.722167730331421,0.792691767215729,-1,1,1,0.00565263349037644,-0.00565263349037644,Short,-0.00384126296450312,1,FALSE,FALSE,FALSE,FALSE
2025-04-28T16:30:00Z,3311.18,3330.49,3310.67,3329.97,0,vertical,6,0.00146440590206197,0.579129576683044,0.494603455066681,1,1,0,-0.00526614138449764,-0.00526614138449764,Long,0.00146440590206197,0,FALSE,TRUE,FALSE,FALSE
2025-04-29T02:00:00Z,3337.59,3338.07,3333.21,3337.61,-1,lower,3,-0.00220232769232863,0.564051032066345,0.677246510982513,-1,1,1,-0.00510045802216347,0.00510045802216347,Short,0.00220232769232863,-1,TRUE,TRUE,TRUE,TRUE
2025-04-29T02:45:00Z,3332.68,3333.75,3327.72,3329.85,1,upper,3,0.00238558264880201,0.634109139442444,0.758586585521698,-1,1,1,-0.00523010437448451,0.00523010437448451,Short,-0.00238558264880201,1,FALSE,FALSE,TRUE,FALSE
2025-04-29T03:30:00Z,3331.13,3339.99,3327.43,3330.02,-1,lower,5,-0.00318734065234282,0.663949429988861,0.671966910362244,-1,1,1,-0.00213439552902102,0.00213439552902102,Short,0.00318734065234282,-1,TRUE,TRUE,TRUE,TRUE
2025-04-29T04:45:00Z,3330.4,3330.63,3319.32,3320.63,-1,lower,2,-0.00346096143306243,0.647368967533112,0.353226453065872,1,1,0,-0.00341783730126452,-0.00341783730126452,Long,-0.00346096143306243,-1,FALSE,FALSE,FALSE,FALSE
2025-04-29T05:15:00Z,3313.52,3317.76,3308.9,3312.48,0,vertical,6,-0.000960466896955595,0.701278924942017,0.200455725193024,1,1,0,8.4525239890778e-05,8.4525239890778e-05,Long,-0.000960466896955595,0,FALSE,FALSE,TRUE,FALSE
2025-04-29T08:15:00Z,3312.83,3321.79,3312.83,3321.18,0,vertical,6,0.000523772983482817,0.666131258010864,0.591256082057953,1,1,1,-0.00276790494480536,-0.00276790494480536,Long,0.000523772983482817,0,FALSE,TRUE,FALSE,FALSE
2025-04-29T09:45:00Z,3318.38,3323.07,3318.05,3322.92,-1,lower,4,-0.0027671823038861,0.565228164196014,0.498033136129379,1,1,0,-0.00350909286555068,-0.00350909286555068,Long,-0.0027671823038861,-1,FALSE,FALSE,FALSE,FALSE
2025-04-29T10:45:00Z,3316.09,3316.52,3311.65,3311.78,0,vertical,6,-0.00134761543864628,0.666015863418579,0.672036290168762,-1,1,1,0.00020228766280292,-0.00020228766280292,Short,0.00134761543864628,0,FALSE,TRUE,FALSE,FALSE
2025-04-29T12:15:00Z,3312.03,3312.07,3306.16,3307.32,1,upper,2,0.00243689932242423,0.505010962486267,0.399646311998367,1,1,0,0.0011966278284026,0.0011966278284026,Long,0.00243689932242423,1,TRUE,TRUE,TRUE,TRUE
2025-04-29T12:45:00Z,3313.54,3315.5,3311.89,3312.76,-1,lower,6,-0.00237748750676124,0.541296899318695,0.389751374721527,1,1,0,0.00042553641619186,0.00042553641619186,Long,-0.00237748750676124,-1,FALSE,FALSE,TRUE,FALSE
2025-04-29T14:15:00Z,3309.89,3311.29,3300.43,3311.28,1,upper,5,0.00264475198307803,0.770979225635529,0.773245692253113,-1,1,1,0.000872393628596031,-0.000872393628596031,Short,-0.00264475198307803,1,FALSE,FALSE,FALSE,FALSE
2025-04-29T15:30:00Z,3317.13,3321.27,3310.74,3312,-1,lower,1,-0.00327289719162372,0.673593878746033,0.791517078876495,-1,1,1,-0.00159849914149952,0.00159849914149952,Short,0.00327289719162372,-1,TRUE,TRUE,TRUE,TRUE
2025-04-29T15:45:00Z,3311.99,3312.07,3299.67,3306.71,0,vertical,6,0.0017343594772835,0.501305341720581,0.586596190929413,-1,1,1,0.00166190292853827,-0.00166190292853827,Short,-0.0017343594772835,0,FALSE,FALSE,FALSE,FALSE
2025-04-30T02:00:00Z,3317.04,3327.88,3316.3,3324.11,-1,lower,2,-0.00261040607572014,0.632118582725525,0.8392773270607,-1,1,1,-0.00358934793184476,0.00358934793184476,Short,0.00261040607572014,-1,TRUE,TRUE,TRUE,TRUE
2025-04-30T02:30:00Z,3319.29,3319.93,3313.88,3314.17,0,vertical,6,-0.000594594041093416,0.787514388561249,0.801164925098419,-1,1,1,-0.0122344438344352,0.0122344438344352,Short,0.000594594041093416,0,FALSE,TRUE,TRUE,FALSE
2025-04-30T08:30:00Z,3305.49,3309.45,3304.9,3308.92,-1,lower,6,-0.00211820511427231,0.537999153137207,0.478410810232163,1,1,0,-0.00313281093577399,-0.00313281093577399,Long,-0.00211820511427231,-1,FALSE,FALSE,FALSE,FALSE
2025-04-30T10:00:00Z,3307.06,3307.55,3285.08,3285.08,0,vertical,6,-0.00017961601796965,0.515032470226288,0.735563397407532,-1,1,1,0.0101248822486904,-0.0101248822486904,Short,0.00017961601796965,0,FALSE,TRUE,FALSE,FALSE
2025-04-30T13:45:00Z,3279.49,3279.96,3269.35,3272.14,1,upper,2,0.00319242264540798,0.517351150512695,0.375534027814865,1,1,0,0.00804483611186569,0.00804483611186569,Long,0.00319242264540798,1,TRUE,TRUE,TRUE,TRUE
2025-04-30T14:15:00Z,3275.49,3292.23,3274.59,3289.53,1,upper,2,0.00422695650388698,0.59388929605484,0.779300510883331,-1,1,1,0.00877118957960551,-0.00877118957960551,Short,-0.00422695650388698,1,FALSE,FALSE,FALSE,FALSE
2025-04-30T14:45:00Z,3295.36,3304.71,3293.88,3298.57,1,upper,3,0.00449141331698235,0.466925859451294,0.710201382637024,-1,0,1,0.00108473025701162,-0.00108473025701162,Short,-0.00449141331698235,1,FALSE,FALSE,FALSE,FALSE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.632760524749756,0.771504402160645,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.659942924976349,0.771504402160645,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.632760524749756,0.771504402160645,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.659942924976349,0.771504402160645,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.599425613880158,0.735387682914734,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.613028645515442,0.735387682914734,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.599425613880158,0.735387682914734,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.613028645515442,0.735387682914734,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.722151815891266,0.784682273864746,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.739195942878723,0.784682273864746,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.722151815891266,0.784682273864746,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.739195942878723,0.784682273864746,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.701528489589691,0.750810205936432,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.706666052341461,0.750810205936432,-1,1,1,0,0,Short,0.00336013638459956,-1,TRUE,TRUE,FALSE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.701528489589691,0.750810205936432,-1,1,1,-0.00834572245626811,0.00834572245626811,Short,0.00336013638459956,-1,TRUE,TRUE,TRUE,TRUE
2025-05-01T02:00:00Z,3272.87,3276.11,3269.52,3275.18,-1,lower,2,-0.00336013638459956,0.706666052341461,0.750810205936432,-1,1,1,-0.0107223420875828,0.0107223420875828,Short,0.00336013638459956,-1,TRUE,TRUE,TRUE,TRUE
2025-05-01T02:30:00Z,3258.87,3259.09,3245.28,3247.96,0,vertical,6,-0.00237661963131458,0.344898641109467,0.559847772121429,-1,0,1,-0.00397035867581318,0.00397035867581318,Short,0.00237661963131458,0,FALSE,TRUE,TRUE,FALSE
2025-05-01T07:45:00Z,3233.57,3238.79,3233.32,3236.68,-1,lower,6,-0.00312880060902047,0.608915686607361,0.379585742950439,1,1,0,-0.00696028641960461,-0.00696028641960461,Long,-0.00312880060902047,-1,FALSE,FALSE,FALSE,FALSE
2025-05-01T11:15:00Z,3230.19,3230.29,3225.39,3225.72,-1,lower,2,-0.0024754432109184,0.642401576042175,0.456139117479324,1,1,0,-0.000809449200089726,-0.000809449200089726,Long,-0.0024754432109184,-1,FALSE,FALSE,FALSE,FALSE
2025-05-01T11:45:00Z,3223.03,3224.26,3215.73,3218.52,0,vertical,6,0.00142510537762313,0.667285621166229,0.627559065818787,1,1,1,0.00131961163578632,0.00131961163578632,Long,0.00142510537762313,0,FALSE,TRUE,TRUE,FALSE
2025-05-01T13:15:00Z,3223.65,3226.99,3222.75,3223.11,-1,lower,1,-0.0024505215720524,0.879059374332428,0.811253309249878,1,1,1,-0.00275890527222506,-0.00275890527222506,Long,-0.0024505215720524,-1,FALSE,FALSE,FALSE,FALSE
2025-05-01T13:30:00Z,3223.1,3225.19,3214.21,3214.23,-1,lower,1,-0.00290346185384709,0.796235740184784,0.930286884307861,-1,1,1,-0.00273534053859191,0.00273534053859191,Short,0.00290346185384709,-1,TRUE,TRUE,TRUE,TRUE
2025-05-01T13:45:00Z,3214.19,3214.81,3203.39,3205.45,1,upper,2,0.00330785374073611,0.796491742134094,0.948029398918152,-1,1,1,0.00663224983757407,-0.00663224983757407,Short,-0.00330785374073611,1,FALSE,FALSE,FALSE,FALSE
2025-05-01T14:15:00Z,3206.73,3219.91,3203.65,3219.04,1,upper,2,0.00406284997330357,0.711864948272705,0.848933458328247,-1,1,1,0.001158059743103,-0.001158059743103,Short,-0.00406284997330357,1,FALSE,FALSE,FALSE,FALSE
2025-05-01T14:45:00Z,3226.48,3232.59,3223.92,3226.78,0,vertical,6,-0.00124349776859401,0.709096491336823,0.676064014434815,1,1,1,0.00842485765014957,0.00842485765014957,Long,-0.00124349776859401,0,FALSE,FALSE,TRUE,FALSE
2025-05-02T02:00:00Z,3237.34,3241.03,3237.09,3238.42,-1,lower,3,-0.0020788533911246,0.793076574802399,0.831615447998047,-1,1,1,0.00482403707942351,-0.00482403707942351,Short,0.0020788533911246,-1,TRUE,TRUE,FALSE,TRUE
2025-05-02T02:45:00Z,3240.18,3240.18,3227.45,3231.22,1,upper,5,0.00283264068147384,0.460077524185181,0.663083076477051,-1,0,1,0.00665331471393446,-0.00665331471393446,Short,-0.00283264068147384,1,FALSE,FALSE,FALSE,FALSE
2025-05-02T04:00:00Z,3236.38,3243.8,3235.82,3243,1,upper,5,0.00267188795261407,0.535780072212219,0.456312209367752,1,1,0,0.00479575915427466,0.00479575915427466,Long,0.00267188795261407,1,TRUE,TRUE,TRUE,TRUE
2025-05-02T05:15:00Z,3250.42,3254.08,3248.98,3254.08,0,vertical,6,-0.000713205396487191,0.652800500392914,0.530182182788849,1,1,1,0.00124074829344423,0.00124074829344423,Long,-0.000713205396487191,0,FALSE,FALSE,TRUE,FALSE
2025-05-02T06:45:00Z,3253.54,3254.69,3250.46,3251.76,1,upper,6,0.00194040511910058,0.680652022361755,0.321557074785233,1,1,0,0.00425631148029717,0.00425631148029717,Long,0.00194040511910058,1,TRUE,TRUE,TRUE,TRUE
2025-05-02T08:15:00Z,3254.71,3262.27,3251.64,3258.11,-1,lower,2,-0.00254685224789898,0.777305781841278,0.775331556797028,1,1,1,0.000147313824748138,0.000147313824748138,Long,-0.00254685224789898,-1,FALSE,FALSE,TRUE,FALSE
2025-05-02T08:45:00Z,3251.6,3252.97,3246.33,3252.79,1,upper,3,0.00283600823489742,0.72636342048645,0.751585781574249,-1,1,1,0.0016372523013314,-0.0016372523013314,Short,-0.00283600823489742,1,FALSE,FALSE,FALSE,FALSE
2025-05-02T11:00:00Z,3258.06,3263.01,3255.07,3261.91,0,vertical,6,-0.00116257146880352,0.517379641532898,0.488280594348908,1,1,0,-0.00139279206719683,-0.00139279206719683,Long,-0.00116257146880352,0,FALSE,FALSE,FALSE,FALSE
2025-05-02T13:15:00Z,3258.74,3266.11,3258.72,3265.63,-1,lower,4,-0.00226479213987212,0.86028516292572,0.875548124313355,-1,1,1,-0.00253257838875909,0.00253257838875909,Short,0.00226479213987212,-1,TRUE,TRUE,TRUE,TRUE
2025-05-02T14:15:00Z,3262.68,3263.83,3257.76,3258.79,-1,lower,1,-0.00235124946173747,0.860470592975617,0.837593674659729,1,1,1,-0.000822729482009048,-0.000822729482009048,Long,-0.00235124946173747,-1,FALSE,FALSE,FALSE,FALSE
2025-05-02T14:30:00Z,3259.01,3262.96,3250.26,3256.11,-1,lower,2,-0.00293808552783794,0.707983672618866,0.702235221862793,1,1,1,0.000386889962267902,0.000386889962267902,Long,-0.00293808552783794,-1,FALSE,FALSE,TRUE,FALSE
2025-05-02T15:00:00Z,3250.28,3250.99,3239.47,3243.61,1,upper,1,0.00357604569915046,0.714859426021576,0.80930358171463,-1,1,1,0.00423321423796967,-0.00423321423796967,Short,-0.00357604569915046,1,FALSE,FALSE,FALSE,FALSE
2025-05-05T03:00:00Z,3246.68,3259.1,3246.52,3259.05,1,upper,2,0.00280809400733933,0.652344167232513,0.805029809474945,-1,1,1,0.000303723374768549,-0.000303723374768549,Short,-0.00280809400733933,1,FALSE,FALSE,FALSE,FALSE
2025-05-05T03:30:00Z,3265.11,3270.86,3262.73,3263.82,0,vertical,6,-0.00115882328039068,0.728480815887451,0.622570872306824,1,1,1,0.0116270285033729,0.0116270285033729,Long,-0.00115882328039068,0,FALSE,FALSE,TRUE,FALSE
2025-05-05T05:00:00Z,3270.01,3271.12,3259.97,3260.04,0,vertical,6,-0.00127994418869942,0.706918954849243,0.553335130214691,1,1,1,0.0153567494444714,0.0153567494444714,Long,-0.00127994418869942,0,FALSE,FALSE,TRUE,FALSE
2025-05-05T08:00:00Z,3259.65,3261.88,3256.76,3259.64,0,vertical,6,0.00139182280715793,0.602568745613098,0.659769833087921,-1,1,1,0.0159777463280575,-0.0159777463280575,Short,-0.00139182280715793,0,FALSE,FALSE,FALSE,FALSE
2025-05-05T09:30:00Z,3261.03,3265.94,3260.3,3264.18,1,upper,3,0.00230234121655098,0.608902454376221,0.471282511949539,1,1,0,0.011516734385614,0.011516734385614,Long,0.00230234121655098,1,TRUE,TRUE,TRUE,TRUE
2025-05-05T10:15:00Z,3263.48,3273.47,3263.04,3271.95,1,upper,2,0.00261812237670874,0.757290065288544,0.75398725271225,1,1,1,0.00913917957560697,0.00913917957560697,Long,0.00261812237670874,1,TRUE,TRUE,TRUE,TRUE
2025-05-05T10:45:00Z,3277.04,3282.81,3276.47,3282.57,1,upper,2,0.00283356800420987,0.645920753479004,0.64645779132843,-1,1,1,0.00846956250958374,-0.00846956250958374,Short,-0.00283356800420987,1,FALSE,FALSE,FALSE,FALSE
2025-05-05T11:15:00Z,3289.66,3301.99,3289.53,3301.99,1,upper,3,0.00336984240738757,0.445491671562195,0.667480409145355,-1,0,1,0.00529788961613244,-0.00529788961613244,Short,-0.00336984240738757,1,FALSE,FALSE,FALSE,FALSE
2025-05-05T14:45:00Z,3319.72,3322.43,3318.54,3319.53,-1,lower_first,5,-0.00240992017501632,0.632852673530579,0.664774477481842,-1,1,1,0.00410659675952205,-0.00410659675952205,Short,0.00240992017501632,-1,TRUE,TRUE,FALSE,TRUE
2025-05-05T16:00:00Z,3315.27,3328.69,3309.9,3316.03,0,vertical,6,-0.000105553469716005,0.44345885515213,0.657483339309692,-1,0,1,0.00516151912465317,-0.00516151912465317,Short,0.000105553469716005,0,FALSE,TRUE,FALSE,FALSE
2025-05-06T02:00:00Z,3334.01,3334.29,3332.04,3333.19,-1,lower,2,-0.00190018865654809,0.790234982967377,0.760784566402435,1,1,1,0,0,Long,-0.00190018865654809,-1,FALSE,FALSE,FALSE,FALSE
2025-05-06T02:00:00Z,3334.01,3334.29,3332.04,3333.19,-1,lower,2,-0.00190018865654809,0.783002197742462,0.768722712993622,1,1,1,0,0,Long,-0.00190018865654809,-1,FALSE,FALSE,FALSE,FALSE
2025-05-06T02:00:00Z,3334.01,3334.29,3332.04,3333.19,-1,lower,2,-0.00190018865654809,0.790234982967377,0.760784566402435,1,1,1,0,0,Long,-0.00190018865654809,-1,FALSE,FALSE,FALSE,FALSE
2025-05-06T02:00:00Z,3334.01,3334.29,3332.04,3333.19,-1,lower,2,-0.00190018865654809,0.783002197742462,0.768722712993622,1,1,1,0,0,Long,-0.00190018865654809,-1,FALSE,FALSE,FALSE,FALSE
