combination_id,max_depth,eta,gamma,lambda,min_child_weight,train_auc,train_precision,train_recall,train_f1,test_auc,test_precision,test_recall,test_f1,rank_train_auc,rank_train_precision,rank_test_auc,rank_test_precision,avg_rank
30,5,0.03,0,1.5,5,0.8697770379357,0.811860003056702,0.751769034814605,0.780659857447278,0.735069723957154,0.646941489361702,0.772835583796664,0.704306912775968,5,7,18,29,14.75
31,3,0.05,0,1.5,5,0.853523613607172,0.795195377831838,0.740164166430795,0.766693542475995,0.726333970454883,0.623969562460368,0.781572676727562,0.693935119887165,85,98,227,242,163
32,4,0.05,0,1.5,5,0.853570704701026,0.797340669417698,0.738324370223606,0.766698508340069,0.727635895079877,0.63040629095675,0.764098490865767,0.690843806104129,83,82,211,211,146.75
33,5,0.05,0,1.5,5,0.873358217449033,0.819339984650806,0.755448627228984,0.786098225462043,0.730774176351852,0.638603696098563,0.741064336775219,0.686029411764706,2,2,131,126,65.25
34,3,0.1,0,1.5,5,0.852389023073616,0.795250418632973,0.739315029719785,0.766263292995966,0.735184914819037,0.634193548387097,0.780778395552026,0.699893200427198,95,96,15,172,94.5
35,4,0.1,0,1.5,5,0.862859713147222,0.807006854531607,0.749787715822247,0.777345755997359,0.733789899904499,0.633982538616521,0.749801429706116,0.687045123726347,15,15,41,174,61.25
36,5,0.1,0,1.5,5,0.857284034342284,0.798985707699401,0.735776960090575,0.76607971708539,0.730752745493827,0.649110807113543,0.753772835583797,0.697537669974274,48,60,134,20,65.5
37,3,0.03,0.1,1.5,5,0.846256734265077,0.788856751408129,0.733371072742712,0.76010267693436,0.734777058802256,0.638325703073905,0.775218427323272,0.700143472022956,151,157,22,128,114.5
38,4,0.03,0.1,1.5,5,0.847971398989289,0.789473684210526,0.732380413246533,0.759856104544453,0.737372201766171,0.643437077131258,0.755361397934869,0.694921446839605,135,152,4,56,86.75
39,5,0.03,0.1,1.5,5,0.860957128814894,0.803472649047327,0.740022643645627,0.770443494916753,0.734641106796663,0.640273037542662,0.745035742652899,0.688693098384728,23,28,24,100,43.75
40,3,0.05,0.1,1.5,5,0.843485996707681,0.789344764237599,0.729691480328333,0.758346815708192,0.732812117007127,0.633548387096774,0.779984114376489,0.699181203275187,187,154,64,179,146
41,4,0.05,0.1,1.5,5,0.851634578405511,0.796120952962737,0.737758279082932,0.765829293374467,0.731916708970288,0.631578947368421,0.752978554408261,0.686956521739131,104,90,92,202,122
42,5,0.05,0.1,1.5,5,0.856678141952279,0.799693721286371,0.739031984149448,0.768167107972933,0.734303905639932,0.639244774106541,0.752978554408261,0.691466083150985,54,54,29,116,63.25
43,3,0.1,0.1,1.5,5,0.844671822264565,0.787979966611018,0.734786300594396,0.760454046136946,0.728927439133015,0.625876354365838,0.779984114376489,0.694483734087695,167,171,188,236,190.5
44,4,0.1,0.1,1.5,5,0.858332849874895,0.803338949303109,0.742287008208322,0.771607208532549,0.727888377375979,0.631994733377222,0.762509928514694,0.691144708423326,40,29,207,196,118
45,5,0.1,0.1,1.5,5,0.89042480657721,0.837738731856379,0.775969431078404,0.80567188303578,0.724717280102654,0.629755434782609,0.736298649722002,0.678872207982424,1,1,239,215,114
46,3,0.03,0.2,1.5,5,0.846585048468137,0.789152024446142,0.730965185394849,0.758944970979355,0.731372900947914,0.629083920563741,0.779984114376489,0.69645390070922,149,155,106,224,158.5
47,4,0.03,0.2,1.5,5,0.853695619224344,0.795177045177045,0.737333710727427,0.765163753855192,0.733082011875374,0.640518417462483,0.745830023828435,0.689174311926606,80,99,57,93,82.25
48,5,0.03,0.2,1.5,5,0.867392152282769,0.807832977750686,0.750212284177753,0.777957147050191,0.733550811894662,0.642515379357485,0.746624305003971,0.690668626010286,8,12,48,70,34.5
49,3,0.05,0.2,1.5,5,0.846682007739472,0.788627748294162,0.736060005660912,0.761437669277505,0.731524256382712,0.629748873148744,0.776806989674345,0.695590327169275,147,164,102,216,157.25
50,4,0.05,0.2,1.5,5,0.855983523909974,0.7982924226254,0.741013303141806,0.768587155963303,0.728985369421112,0.629293583927414,0.771247021445592,0.693076374018558,59,70,187,221,134.25
51,5,0.05,0.2,1.5,5,0.860067995590859,0.805436117936118,0.742287008208322,0.772573280306378,0.734581502222782,0.636856368563686,0.746624305003971,0.687385740402194,27,19,25,143,53.5
52,3,0.1,0.2,1.5,5,0.845898555565039,0.788294467306813,0.731955844891028,0.759081235781904,0.728645824264285,0.626131953428202,0.768864177918983,0.690196078431373,156,167,193,234,187.5
53,4,0.1,0.2,1.5,5,0.854971982046675,0.798740205868797,0.735776960090575,0.765966850828729,0.728092640241526,0.637730690362269,0.741064336775219,0.685525349008082,66,65,203,132,116.5
54,5,0.1,0.2,1.5,5,0.846132351292921,0.790159411404047,0.729549957543164,0.758646063281825,0.7298024208833,0.652417659425368,0.739475774424146,0.693224125093075,153,146,158,8,116.25
55,3,0.03,0,2,5,0.843721777616437,0.79013097776424,0.734220209453722,0.761150234741784,0.733341861028922,0.634726688102894,0.78395552025417,0.701492537313433,181,148,50,167,136.5
56,4,0.03,0,2,5,0.857326829634902,0.801533742331288,0.739598075290122,0.76932136022376,0.733532729608204,0.642297650130548,0.781572676727562,0.705123611608742,46,43,49,75,53.25
57,5,0.03,0,2,5,0.858824089933423,0.802297090352221,0.741437871497311,0.770667843483377,0.736036791425514,0.640161725067386,0.754567116759333,0.692672256653299,35,36,9,102,45.5
58,3,0.05,0,2,5,0.856114122776343,0.796116504854369,0.742711576563827,0.768487333430956,0.728858123701591,0.628238341968912,0.770452740270056,0.692115590438816,58,91,191,228,142
59,4,0.05,0,2,5,0.858004492279903,0.800642594859241,0.740588734786301,0.769445669754448,0.733280247312102,0.640053226879574,0.764098490865767,0.696596669080377,41,48,53,105,61.75
60,5,0.05,0,2,5,0.860639944642309,0.804747320061256,0.743702236060006,0.773021476904972,0.736362272581762,0.641740312712441,0.749801429706116,0.691575091575091,25,21,8,84,34.5
61,3,0.1,0,2,5,0.851829223763036,0.792610612741371,0.737758279082932,0.764201421974639,0.730883339784915,0.62671009771987,0.764098490865767,0.688618468146027,102,123,124,233,145.5
62,4,0.1,0,2,5,0.853434117748085,0.797363580625383,0.73620152844608,0.765562913907285,0.731870498682672,0.647686832740214,0.722795869737887,0.683183183183183,87,81,93,23,71
63,5,0.1,0,2,5,0.853768463429649,0.80070845525951,0.735776960090575,0.766870713179438,0.735420654257307,0.644853442399455,0.751389992057188,0.694057226705796,79,47,13,43,45.5
64,3,0.03,0.1,2,5,0.846620347804557,0.790555978674791,0.734503255024059,0.761499523145771,0.731933451828119,0.636955107351984,0.777601270849881,0.700286123032904,148,141,91,141,130.25
65,4,0.03,0.1,2,5,0.853426339744332,0.797730409446404,0.73620152844608,0.765731949657761,0.735278674822894,0.642761394101877,0.761715647339158,0.697201017811705,88,73,14,63.5,59.625
66,5,0.03,0.1,2,5,0.865277761083937,0.806741915802319,0.748514010755732,0.776537953310821,0.733852853049946,0.639681486396815,0.765687053216839,0.697035430224151,12,16,38,109,43.75
67,3,0.05,0.1,2,5,0.843383363941279,0.784792836545758,0.731814322105859,0.757378249725375,0.733793248476065,0.637203166226913,0.767275615567911,0.696216216216216,188,223,39.5,140,147.625
68,4,0.05,0.1,2,5,0.856824264282205,0.802298850574713,0.740871780356637,0.770362740048561,0.729341657435771,0.636852723604573,0.752184273232724,0.689730517115805,51,35,173,144,100.75
