combination_id,max_depth,eta,gamma,lambda,min_child_weight,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,rank_train_accuracy,rank_train_macro_f1,rank_test_accuracy,rank_test_macro_f1,avg_rank
1,3,0.1,0.1,1.5,10,0.738432680283451,0.741123003216757,0.738544045329186,0.739731156472326,0.419612314709236,0.418106393560916,0.425891059493568,0.419897759624494,1,1,1,1,1
2,3,0.1,0.1,1.5,20,0.718632763651522,0.721368077513419,0.718917285690945,0.720050966510456,0.411630558722919,0.411461595420528,0.419952519991603,0.413420104212769,2,2,2,2,2
